current_rank,ticker,name,sector,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-19__predicted_rank,2026-06-19__close,2026-06-19__next_snapshot_return
1,AMAT,Applied Materials,Information Technology,1,698.5,,1,626.840027,0.114319395560871,1,668.0,-0.06161672604790425,3,588.969970703125,0.13418346077273946,2,585.8800048828125,0.005274059489365879,3,640.1799926757812,-0.08481987658742718,,,
2,KLAC,KLA Corporation,Information Technology,2,278.029999,,3,248.639999,0.11820302492842272,4,258.799988,-0.03925807369048251,4,240.47999572753906,0.07618093939090054,4,244.49000549316406,-0.016401525289346686,4,269.1600036621094,-0.09165551580241471,,,
3,LRCX,Lam Research,Information Technology,3,410.790009,,20,379.089996,0.08362133882319589,5,401.820007,-0.0565676437310898,5,374.79998779296875,0.0720918352857578,5,371.3299865722656,0.009344790675362091,5,409.5400085449219,-0.09329985144381825,,,
4,MRVL,Marvell Technology,Information Technology,4,273.684998,,2,266.769989,0.025921240338619977,3,281.26001,-0.0515182410752244,1,276.70001220703125,0.016479934232890514,1,279.0400085449219,-0.008385883473792433,2,307.8599853515625,-0.09361390698437144,,,
5,TECH,Bio-Techne,Health Care,5,70.875,,4,71.0,-0.0017605633802817433,13,70.699997,0.004243324083875288,60,58.875,0.20074721126448347,83,56.2599983215332,0.04648066286813579,103,55.61000061035156,0.01168849106836034,,,
6,ABSI,ABSCI CORP,Health Care,6,11.185,,5,10.89,0.02708907254361792,7,10.21,0.06660137120470133,6,10.074999809265137,0.013399503722084427,,,,,,,,,
7,ALHC,ALIGNMENT HEALTHCARE INC,Health Care,7,23.07,,7,23.190001,-0.005174687142100565,17,22.709999,0.02113615240581912,31,21.690000534057617,0.04702618501492939,30,21.65999984741211,0.0013850877192982392,61,21.290000915527344,0.01737900341103793,,,
8,APGE,APOGEE THERAPEUTICS INC,Health Care,8,132.699997,,9,132.550003,0.0011316031430039786,8,132.679993,-0.0009797257074017907,8,132.69000244140625,-7.543145564192777e-05,6,132.8800048828125,-0.0014298840521568268,7,132.5500030517578,0.0024896415883144396,,,
9,DFTX,DEFINIUM THERAPEUTICS INC,Health Care,9,45.73,,10,44.950001,0.0173525913825896,9,44.790001,0.003572225863536005,9,42.130001068115234,0.06313790498129812,7,36.18000030517578,0.16445552791597562,8,36.66999816894531,-0.013362367786330376,,,
10,KYMR,KYMERA THERAPEUTICS INC,Health Care,10,110.824997,,11,108.120003,0.025018441777142852,12,116.459999,-0.07161253710812754,27,99.87000274658203,0.16611590569392498,33,98.25,0.01648858015267174,54,99.44999694824219,-0.012066335205620948,,,
