rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
1,HONA,Honeywell Aerospace,Industrials,84.12,Deep v4 Shape Embedding 确认层 强确认,164.179993,56.03,1.04,0.01152113,0.08312436,0.01615390,87.7,56.86,88.8,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态位于当日全市场前20%；横截面百分位 84.1,Deep v4 Shape Embedding 确认层,yes,84.12,2026-09-16
2,FTK,FLOTEK INDUSTRIES INC,Materials,83.4,Deep v4 Shape Embedding 确认层 强确认,28.120001,64.11,1.58,0.04984137,0.00824676,-0.01952577,87.7,71.17,61.5,80.69,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态位于当日全市场前20%；横截面百分位 83.4,Deep v4 Shape Embedding 确认层,yes,83.4,2026-09-16
3,PRLB,PROTO LABS,Industrials,74.18,Deep v4 Shape Embedding 确认层 一般确认,83.220001,58.57,2.15,0.06501154,0.02880457,-0.08317722,92.8,46.51,64.3,80.69,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 74.2,Deep v4 Shape Embedding 确认层,no,74.18,2026-09-16
4,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,73.67,Deep v4 Shape Embedding 确认层 一般确认,121.120003,57.61,1.97,0.00132278,0.03037005,-0.02251635,87.7,71.66,81.1,80.69,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 73.7,Deep v4 Shape Embedding 确认层,no,73.67,2026-09-16
5,FIVN,FIVE9,Information Technology,69.88,Deep v4 Shape Embedding 确认层 一般确认,34.080002,59.79,2.52,0.01731349,0.12216006,0.07035182,90.4,54.94,90.2,81.08,66.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 69.9,Deep v4 Shape Embedding 确认层,no,69.88,2026-09-16
6,BRKR,Bruker Corporation - Common Stock,,69.77,Deep v4 Shape Embedding 确认层 一般确认,60.669998,64.37,1.89,0.09969187,0.11413086,0.05147308,92.8,57.37,68.6,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 69.8,Deep v4 Shape Embedding 确认层,no,69.77,2026-09-16
7,CHRW,C.H. Robinson,Industrials,66.39,Deep v4 Shape Embedding 确认层 一般确认,153.470001,54.43,1.2,-0.02195451,0.01980195,0.06009530,87.7,57.14,83.8,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 66.4,Deep v4 Shape Embedding 确认层,no,66.39,2026-09-16
8,QLYS,QUALYS,Information Technology,61.68,Deep v4 Shape Embedding 确认层 一般确认,183.059998,57.99,1.17,-0.00618892,0.07574778,-0.00098236,90.4,66.86,64.9,81.08,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 61.7,Deep v4 Shape Embedding 确认层,no,61.68,2026-09-16
9,FFIV,"F5, Inc.",Information Technology,55.64,Deep v4 Shape Embedding 确认层 一般确认,423.589996,63.46,1.35,-0.00214371,0.04631459,0.07096988,75.1,72.24,100.0,80.0,100.0,100.0,confirmed_bullish_trend,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 55.6,Deep v4 Shape Embedding 确认层,no,55.64,2026-09-16
10,TGTX,TG THERAPEUTICS,Health Care,54.3,Deep v4 Shape Embedding 确认层 未确认,55.849998,56.48,1.07,0.04588007,0.02214493,0.13308981,79.6,64.97,91.6,80.0,100.0,100.0,fresh_bullish_cross,mixed_or_bearish,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 54.3,Deep v4 Shape Embedding 确认层,no,54.3,2026-09-16
11,ECVT,ECOVYST,Materials,50.0,Deep v4 Shape Embedding 确认层 未确认,10.88,66.64,1.98,0.02738432,0.06042885,0.04716073,90.4,48.11,100.0,80.0,100.0,72.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 50.0,Deep v4 Shape Embedding 确认层,no,50.0,2026-09-16
12,OPCH,OPTION CARE HEALTH INC,Health Care,46.62,Deep v4 Shape Embedding 确认层 未确认,24.469999,60.74,3.26,0.03686436,0.03467226,0.04706880,98.2,54.97,91.6,80.69,66.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 46.6,Deep v4 Shape Embedding 确认层,no,46.62,2026-09-16
13,ANET,Arista Networks,Information Technology,41.29,Deep v4 Shape Embedding 确认层 未确认,197.669998,55.46,0.96,0.03101866,0.02467469,-0.02056292,98.2,57.66,81.1,80.0,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 41.3,Deep v4 Shape Embedding 确认层,no,41.29,2026-09-16
14,GMAB,Genmab A/S - American Depositary Shares,,41.19,Deep v4 Shape Embedding 确认层 未确认,34.400002,62.37,1.36,0.00879777,0.04116226,0.04782211,82.9,48.08,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 41.2,Deep v4 Shape Embedding 确认层,no,41.19,2026-09-16
15,TDC,TERADATA,Information Technology,38.52,Deep v4 Shape Embedding 确认层 未确认,29.18,58.15,0.88,-0.01849983,0.04700391,0.05954971,87.7,71.78,83.8,80.69,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 38.5,Deep v4 Shape Embedding 确认层,no,38.52,2026-09-16
16,ISRG,Intuitive Surgical,Health Care,35.96,Deep v4 Shape Embedding 确认层 未确认,382.290009,62.25,0.87,0.01618819,0.08190180,-0.02022140,87.7,64.97,81.1,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 36.0,Deep v4 Shape Embedding 确认层,no,35.96,2026-09-16
17,BLLN,"BillionToOne, Inc. - Class A common stock",,34.63,Deep v4 Shape Embedding 确认层 未确认,103.610001,58.96,0.77,-0.00293509,0.04624863,0.10364299,87.7,57.48,100.0,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 34.6,Deep v4 Shape Embedding 确认层,no,34.63,2026-09-16
