current_rank,ticker,name,sector,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return,2026-07-16__predicted_rank,2026-07-16__close,2026-07-16__next_snapshot_return,2026-07-15__predicted_rank,2026-07-15__close,2026-07-15__next_snapshot_return,2026-07-14__predicted_rank,2026-07-14__close,2026-07-14__next_snapshot_return,2026-07-13__predicted_rank,2026-07-13__close,2026-07-13__next_snapshot_return,2026-07-10__predicted_rank,2026-07-10__close,2026-07-10__next_snapshot_return,2026-07-09__predicted_rank,2026-07-09__close,2026-07-09__next_snapshot_return,2026-07-08__predicted_rank,2026-07-08__close,2026-07-08__next_snapshot_return,2026-07-07__predicted_rank,2026-07-07__close,2026-07-07__next_snapshot_return,2026-07-06__predicted_rank,2026-07-06__close,2026-07-06__next_snapshot_return,2026-07-02__predicted_rank,2026-07-02__close,2026-07-02__next_snapshot_return,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-19__predicted_rank,2026-06-19__close,2026-06-19__next_snapshot_return
1,MRNA,Moderna,Health Care,1,156.744904,,1,138.889999,0.12855428849128292,1,145.130005,-0.042995974540206316,1,133.320007,0.08858383873322184,1,174.380005,-0.23546276420854562,81,62.959999,1.7696951678795294,90,64.459999,-0.023270245474251272,127,63.32,0.018003774478837498,247,63.650002,-0.005184634558220491,223,63.669998,-0.00031405686552710144,304,60.57,0.051180419349512896,365,59.810001,0.01270688826773303,486,59.169998,0.010816343106856197,499,53.860001,0.09858887674361538,502,56.255001,-0.04257399266600326,502,56.990002,-0.012897016567923525,498,55.139999,0.03355101620513268,480,54.82,0.0058372674206494946,437,57.919998,-0.05352206676526472,481,54.490002,0.06294725406690205,476,55.805,-0.023564160917480592,392,55.630001,0.0031457666161105458,431,54.07,0.028851507305345026,385,57.02,-0.05173623290073659,320,58.07,-0.018081625624246533,387,59.66,-0.02665102246061002,344,59.490002,0.0028575894147726544,65,61.82,-0.03769003558718864,40,63.150002,-0.02106099695768815,4,68.279999,-0.0751317673569386,4,67.440002,0.012455471160869758,1,67.010002,0.006416952502105611,2,68.269997,-0.018456057644180124,1,76.559998,-0.10828110261967339,1,73.800003,0.03739830471280592,1,79.769997,-0.07484009307409145,1,81.800003,-0.024816698356355804,2,79.760002,0.02557674208684202,4,72.5,0.10013795862068964,8,70.029999,0.0352706130982523,7,69.699997,0.004734605655722035,7,67.269997,0.036123087682016664,23,59.75,0.12585769037656913,14,60.41999816894531,-0.011089010628567042,14,61.0,-0.009508229508196742,37,59.345001220703125,0.02788775755518147,12,61.79999923706055,-0.07215444140329019
2,CRL,Charles River Laboratories,Health Care,2,298.26001,,4,298.570007,-0.0010716625826633353,7,295.339996,0.011450269240487199,4,291.440002,0.013347002366909999,4,289.890015,0.004965524137930943,2,279.26001,0.038325201201151904,2,286.730011,-0.025746597173461616,6,280.049988,0.02385296656395508,7,281.170013,-0.004337473060448072,5,284.299988,-0.01125288200676744,2,282.25,0.00815598581560284,8,277.01001,0.01895306859205781,14,267.480011,0.03559019161801169,8,265.48999,0.007419686361354039,14,260.670013,0.018295447152901545,131,234.610001,0.1134034621861324,120,230.880005,0.01619961918394819,110,232.440002,-0.00701040830524291,98,234.619995,-0.009291590855246556,99,234.789993,-0.0007666439425045857,34,240.365005,-0.023457971818016787,82,224.210007,0.0716228345302341,16,226.580002,-0.010459859559891815,4,229.339996,-0.011819054833326348,5,218.679993,0.04865111635095265,8,219.399994,-0.0032816819493622917,7,219.860001,-0.001365512080548692,5,224.350006,-0.020013393714818917,10,229.134995,-0.020989692424686734,10,228.225006,0.0040092629742825014,14,231.235001,-0.012910345182421068,18,229.729996,0.006463551686615832,16,233.440002,-0.01576628223698584,16,233.559998,-0.0006849486125442006,16,223.75,0.042864755759719264,11,228.720001,-0.021558479757343707,8,231.320007,-0.011709770046961943,6,230.389999,0.0027309592723485654,15,229.160004,0.005674638887330552,19,226.75,0.01045024504233738,17,225.610001,0.005231160896315368,10,216.179993,0.04570104750869075,8,212.710007,0.016313224041217822,16,202.10000610351562,0.05249876637806716,52,186.60000610351562,0.08306537782212065,64,181.55999755859375,0.02775946274244845,39,182.33999633789062,-0.018594605405405362
3,PLTR,Palantir Technologies,Information Technology,3,173.384995,,3,175.889999,-0.014241878527726737,2,179.940002,-0.022507518922890823,3,173.960007,0.03437568843050243,5,175.190002,-0.007020920063691816,5,171.539993,0.02127788940739883,4,172.550003,-0.005853433685538589,5,174.039993,-0.008561193173571402,3,179.009995,-0.027763824025580197,2,171.039993,0.046597300784501305,1,174.940002,-0.022293408913988566,1,175.229996,-0.001654933553727922,2,172.009995,0.01871984822742423,9,155.919998,0.10319392769617663,5,158.429993,-0.015842928175853643,5,162.660004,-0.026005231132294804,249,125.650002,0.294548359816182,254,123.059998,0.021046676760063,151,122.260002,0.00654339920589897,137,123.0,-0.006016243902439045,88,123.529999,-0.004290447699267008,9,131.529999,-0.060822626479302255,98,122.919998,0.07004556736162648,121,123.370003,-0.0036476046774513993,158,124.57,-0.009633113911856728,171,132.660004,-0.06098299228153192,163,134.850006,-0.0162402810719936,207,132.380005,0.01865841446372496,364,134.440002,-0.015322798046373043,213,133.759995,0.005083784579985817,295,133.720001,0.0002990876435904344,367,130.039993,0.028299047970573143,411,126.790001,0.02563287305282058,431,129.039993,-0.017436392762358643,363,132.220001,-0.024050884706921072,405,134.369995,-0.01600055131355771,432,132.539993,0.013807168376717582,476,129.300003,0.02505792671946039,493,125.730003,0.028394177322973668,500,116.669998,0.07765496833213281,491,115.699997,0.008383759940806312,478,112.93,0.024528442397945494,498,107.269997,0.052764082765845544,492,113.5,-0.05488989427312774,488,116.69999694824219,-0.02742071193026674,480,119.5,-0.02343098744769878,410,130.6300048828125,-0.06982175550850966
4,WDAY,"Workday, Inc.",Information Technology,4,194.235001,,2,199.149994,-0.02467985512467541,3,200.009995,-0.0042997901179888665,2,197.320007,0.013632616585098845,3,198.419998,-0.005543750685855664,4,190.634995,0.04080989845158367,6,191.179993,-0.002850706245187462,2,198.679993,-0.03774914568272614,2,206.449997,-0.03763625145511629,13,175.289993,0.17776259481053192,7,181.270004,-0.03298952318663817,4,184.190002,-0.015853184039815504,6,179.639999,0.02532845148813445,38,170.240005,0.05521612854745861,16,170.634995,-0.0023440811201598244,17,171.279999,-0.003765787037399493,19,165.050003,0.03774611261291527,15,160.339996,0.02937512234938544,7,158.110001,0.014104073024450825,1,168.009995,-0.05892503002574334,2,159.690002,0.05210090109460963,1,147.539993,0.08235061391117182,96,135.339996,0.09014332319028595,133,127.870003,0.05841865038511029,54,132.419998,-0.03436033128470517,13,141.169998,-0.06198200838679624,17,147.220001,-0.0410949800224496,28,144.779999,0.016853170443798637,112,145.429993,-0.0044694631870056956,134,141.820007,0.025454701888429465,188,139.809998,0.014376718609208528,260,144.869995,-0.03492784686021411,366,138.949997,0.04260524021457868,425,138.339996,0.0044094334078192965,426,137.880005,0.003336169011598278,402,143.649994,-0.04016699784895206,440,137.990005,0.04101738383153175,452,135.399994,0.019128590212492913,489,130.270004,0.03937967177770241,488,122.419998,0.06412355928971669,417,123.580002,-0.009386664356907715,366,124.209999,-0.0050720312782548405,444,113.769997,0.09176410543458124,435,118.08999633789062,-0.03658226053289049,414,115.12999725341797,0.025710058865023644,487,113.04000091552734,0.018488994882439824,473,121.83000183105469,-0.033267758487984245
5,EL,Estée Lauder Companies (The),Consumer Staples,5,103.669998,,5,104.129501,-0.00441754550324247,9,101.940002,0.02147831034965053,37,96.220001,0.06021840748375662,28,98.080002,-0.01826345233622184,220,84.32,0.163878076321754,184,84.339996,-0.00023708798847943413,171,86.089996,-0.02044137097424792,159,87.337502,-0.014086165826843744,126,87.720001,-0.003906227189781064,135,87.717499,-0.0006835042228697796,181,87.160004,0.006049971188210268,150,88.330002,-0.013469089156063152,196,85.519997,0.033220307245766856,215,86.955002,-0.016559360815999957,234,86.980003,-0.00017246176644292177,243,84.690002,0.027161112423240263,239,83.900002,0.009415971170060322,154,84.879997,-0.011545653094214958,181,84.146004,0.008914775071250824,204,84.730003,-0.007126796460176887,253,83.150002,0.018389495855390514,329,80.269997,0.03587897231390191,338,79.93,0.004379366976460686,316,82.669998,-0.03267574849361299,324,82.349998,0.003642041872937707,252,83.639999,-0.015423254608121217,365,82.129997,0.018385511447175595,441,82.860001,-0.008570727115921106,432,82.300003,0.006682092253240013,443,80.860001,0.017808582515352667,423,81.114998,-0.003573641316730991,382,82.650002,-0.018691095151652792,354,81.989998,0.008049811148916008,313,81.800003,0.002322677176429977,273,84.440002,-0.03126479082745648,254,84.889999,-0.005418138859407673,315,83.690002,0.014096284961131245,365,82.470001,0.014793270100724287,434,78.959999,0.04458523285314375,448,79.410004,-0.005165729929479834,448,80.519997,-0.014030258082564528,397,81.5,-0.01202457668711654,381,83.2699966430664,-0.021256119415976493,131,83.76000213623047,-0.005850107310169328,118,84.52999877929688,-0.009109156620243253,218,82.45999908447266,-0.003301485751715183
6,NEM,Newmont,Materials,6,134.0625,,10,131.839996,0.01685758546291205,19,131.589996,0.001975938562457369,34,127.68,0.030946388521986723,26,125.099998,0.02078668019209018,27,115.989998,0.07863420213913952,15,120.339996,-0.0360675137361004,29,117.75,0.021908916068122952,114,114.184998,0.0311760919314108,74,117.849998,-0.031016616803008046,48,117.160004,0.005460276473511438,75,117.264999,-0.0008527886601946699,123,112.989998,0.03792703032588873,234,105.43,0.07170632647254105,295,104.269997,0.010931047934307658,452,97.735001,0.0669189992759951,451,95.362503,0.024798132804924045,426,93.709999,0.01763423346104198,392,95.760002,-0.02140771676257902,446,91.379997,0.04839069622906478,470,91.489998,-0.0015297203298640927,440,93.459999,-0.021183299227738317,416,93.190002,0.002897274323483634,440,94.720001,-0.016152860893656307,457,95.75,-0.010757169712793724,482,92.480003,0.035247076121679655,489,89.239998,0.03677136894970978,491,89.699997,-0.0051281941514446094,489,90.82,-0.012440878290413293,427,95.209999,-0.04610859201878581,412,94.745003,0.004854870712400983,376,93.099998,0.017669227017598876,417,95.290001,-0.02298250579302652,429,94.800003,0.0050627888421641565,448,93.18,0.017167446904531536,471,95.050003,-0.019776962334882242,445,98.195,-0.03207733295551929,459,97.019997,0.011902297898780834,469,93.285004,0.03987131704593838,477,93.355003,-0.0012312419436565358,470,94.5,-0.012220918162714756,461,96.129997,-0.016956174460298845,473,95.349998,0.008180377727957655,466,94.04000091552734,0.013930210400571852,447,97.83999633789062,-0.03883887117084506,395,101.80000305175781,-0.03889987115226312,389,105.66999816894531,-0.019173311309631846
7,MRK,Merck & Co.,Health Care,7,156.190002,,20,150.690002,0.03670514969586747,20,152.520004,-0.012192730012598019,17,149.179993,0.023692857785997168,8,152.229996,-0.019842339418705723,53,135.169998,0.1262114245204029,72,135.970001,-0.0058836728257434245,77,135.860001,0.0009570450811848819,67,135.582504,0.0022869641692300213,63,132.940002,0.020030891062758016,100,130.449997,0.019322220814633084,81,130.895004,-0.0035899863059881687,105,128.570007,0.018004370539673742,124,128.350006,0.0015580899570808437,148,128.320007,0.0001558793710607631,140,128.070007,0.0025000546875000307,149,127.809998,0.0023480473275740987,95,130.220001,-0.018356367550454,150,129.789993,0.0033131059649567085,155,130.389999,-0.004372568238933949,130,131.839996,-0.010848186345491673,105,130.770004,0.008259414509766527,42,131.089996,-0.002441010067618099,31,130.460007,0.004675046127377458,20,127.519997,0.023456546454408533,23,126.269997,0.009979367812777307,42,124.410004,0.015032113906236155,18,127.5,-0.02423526274509802,58,127.675003,-0.0010185458203841868,152,123.599998,0.03288570477400121,283,120.800003,0.023348228376786073,218,124.029999,-0.026042054551657312,192,123.550003,0.003966310474613044,193,125.040001,-0.012153170224674104,169,125.989998,-0.0075402572829630365,141,128.880005,-0.02227225653987086,109,126.790001,0.016564174290615075,87,129.520004,-0.02138003274745348,115,125.410004,0.03310202521092709,111,128.449997,-0.02404666147859924,118,129.380005,-0.00718818955061884,144,128.389801,0.005596152476413874,151,125.449997,0.023434069910739153,253,120.5999984741211,0.040215581098102415,152,119.5999984741211,0.0083612041531973,154,115.4800033569336,0.03567712931216338,164,115.44000244140625,0.01413892998667965
8,REGN,Regeneron Pharmaceuticals,Health Care,8,834.169983,,7,828.5,0.006843672902836495,10,834.039978,-0.0066423410701303975,9,826.640015,0.008951856752301257,7,840.840027,-0.016887887759891362,9,810.23999,0.037766633809323436,11,805.929993,0.005347855319239869,12,803.47998,0.003049252079684761,13,805.969971,-0.0030894339610576527,10,797.98999,0.01000010163034748,6,797.0,0.0012421455457967134,9,808.049988,-0.01367488170793707,15,784.359985,0.030202972427258556,15,772.109985,0.01586561531126951,17,768.580017,0.004592843844390515,11,760.659973,0.010412068836439081,8,759.23999,0.0018702689777971848,5,762.630005,-0.0044451634183996225,12,738.340027,0.032898091816441655,50,695.419983,0.06171816319520396,43,695.179993,0.00034521994651259824,64,667.169983,0.041983318664982505,72,656.01001,0.017011894376428804,56,651.909973,0.006289268717783347,65,651.179993,0.0011210110996147105,34,675.190002,-0.035560374011580964,39,672.150024,0.004522767077964174,34,676.690002,-0.006709095725637826,82,678.940002,-0.003313989444386878,86,664.450012,0.021807494526766558,117,656.119995,0.012695874327073309,92,663.090027,-0.010511441457707105,112,664.52002,-0.0021519186133776014,97,667.950012,-0.0051351028346114935,155,662.880005,0.0076484536594221275,133,676.22998,-0.019741767438349878,223,649.809998,0.04065801092829591,149,654.27002,-0.006816791024598867,249,624.719971,0.04730127156443986,284,623.539978,0.0018924095352872428,271,631.809998,-0.013089409832352739,253,632.900024,-0.0017222720155878335,282,620.140015,0.02057601298313272,252,623.4299926757812,-0.005277221238856877,273,618.030029296875,0.008737381270514266,323,612.5,0.0090286187755102,314,607.9299926757812,0.004197130851568476
9,DXCM,Dexcom,Health Care,9,89.82,,6,91.059998,-0.013617373459639204,5,92.339996,-0.013861793972787306,8,90.220001,0.023498060036598822,13,89.879997,0.0037828661698775523,10,89.599998,0.003124988909039894,18,88.760002,0.009463677118889624,15,89.75,-0.011030618384401114,5,91.480003,-0.0189112696028223,6,90.800003,0.007488986536707376,12,89.529999,0.014185234158217819,17,87.650002,0.02144890994982518,13,84.75,0.034218312684365815,18,83.019997,0.02083838909317226,13,82.660004,0.004355105039675511,4,86.940002,-0.0492293294403191,2,87.309998,-0.004237727734227925,4,83.449997,0.04625525630636029,45,74.540001,0.1195330813048956,80,75.139999,-0.007985067979572325,85,74.849998,0.0038744289612406835,78,73.370003,0.020171663343124147,133,71.540001,0.025580122650543435,116,70.480003,0.015039698565279647,97,71.43,-0.013299692006159991,99,74.75,-0.04441471571906341,68,75.690002,-0.012419103912825968,61,76.650002,-0.01252446151273412,21,77.980003,-0.017055667463875324,51,74.040001,0.07218479009274903,51,74.120003,-0.0010793577544780941,45,76.349998,-0.029207531871841108,73,74.959999,0.018543209959221096,93,73.019997,0.0265680920255309,43,74.059998,-0.014042681988730155,51,73.57,0.0066602963164332785,84,72.379997,0.016441047932068686,119,71.25,0.015859607017543853,201,68.860001,0.034708088371941725,190,67.349998,0.022420238230741907,105,69.980003,-0.037582236171095906,60,70.139999,-0.002281094985473353,116,68.650002,0.021704252827261517,91,69.75,-0.015770580645161236,86,68.91999816894531,0.012042977714537884,94,69.06999969482422,-0.002171738815693991,30,71.2300033569336,-0.04691597837841899
10,IQV,IQVIA,Health Care,10,258.464996,,8,260.23999,-0.00682060431988174,11,260.070007,0.0016164382598911065,7,256.160004,0.01570013352236521,9,249.350006,0.027599506689664377,13,240.029999,0.03882850909814817,20,241.389999,-0.0050157767158063304,36,236.759995,0.019986457027187488,34,241.729996,-0.019708549690153232,26,241.880005,8.269827239715255e-05,16,243.904999,-0.008302388258963012,23,242.009995,0.007913525188778081,23,238.529999,0.013866770178468046,22,232.410004,0.02624448730246276,18,235.940002,-0.015420457334203164,26,228.190002,0.03391763848270335,9,233.395004,-0.022154606521449294,8,235.050003,-0.006914305047837521,3,238.399994,-0.011522730479242682,2,247.779999,-0.037001147495565934,1,243.160004,0.019922602124618383,20,213.464005,0.14041836065838864,25,207.929993,0.026614784717469808,7,207.380005,0.0029422437748614083,10,198.589996,0.04463026809127002,9,201.488007,-0.015028266417723035,11,203.949997,-0.011829264693357433,11,206.259995,-0.011199447571013543,34,210.339996,-0.020096013585063077,47,206.830002,0.01706879761199942,45,207.899994,-0.004811624839420436,63,207.529999,0.001686297253389979,74,207.850006,-0.0015396054402808668,64,208.951004,-0.0053595970457022135,73,203.759995,0.0253251444,88,208.324997,-0.021466652671884967,85,205.975006,0.011433684461651383,72,207.119995,-0.005143870923527305,146,203.244995,0.019291329024970327,177,193.220001,0.051883831632937305,162,193.330002,-0.0003104201175001542,55,191.270004,0.011457586122515462,51,186.429993,0.025961546863331186,75,185.6199951171875,0.004363743248673169,206,171.27999877929688,0.08372253668684326,296,167.80999755859375,0.020678154110936875,291,170.6699981689453,0.00023838587975477665
