current_rank,ticker,name,sector,2026-08-13 10:30-13:00__close,2026-08-13 10:30-13:00__next_4h_return,2026-08-13 06:30-10:30__close,2026-08-13 06:30-10:30__next_4h_return,2026-08-12 10:30-13:00__close,2026-08-12 10:30-13:00__next_4h_return,2026-08-12 06:30-10:30__close,2026-08-12 06:30-10:30__next_4h_return,2026-08-11 10:30-13:00__close,2026-08-11 10:30-13:00__next_4h_return,2026-08-11 06:30-10:30__close,2026-08-11 06:30-10:30__next_4h_return,2026-08-10 10:30-13:00__close,2026-08-10 10:30-13:00__next_4h_return,2026-08-10 06:30-10:30__close,2026-08-10 06:30-10:30__next_4h_return,2026-08-07 10:30-13:00__close,2026-08-07 10:30-13:00__next_4h_return,2026-08-07 06:30-10:30__close,2026-08-07 06:30-10:30__next_4h_return,2026-08-06 10:30-13:00__close,2026-08-06 10:30-13:00__next_4h_return,2026-08-06 06:30-10:30__close,2026-08-06 06:30-10:30__next_4h_return,2026-08-05 10:30-13:00__close,2026-08-05 10:30-13:00__next_4h_return,2026-08-05 06:30-10:30__close,2026-08-05 06:30-10:30__next_4h_return,2026-08-04 10:30-13:00__close,2026-08-04 10:30-13:00__next_4h_return,2026-08-04 06:30-10:30__close,2026-08-04 06:30-10:30__next_4h_return,2026-08-03 10:30-13:00__close,2026-08-03 10:30-13:00__next_4h_return,2026-08-03 06:30-10:30__close,2026-08-03 06:30-10:30__next_4h_return,2026-07-31 10:30-13:00__close,2026-07-31 10:30-13:00__next_4h_return,2026-07-31 06:30-10:30__close,2026-07-31 06:30-10:30__next_4h_return,2026-07-30 10:30-13:00__close,2026-07-30 10:30-13:00__next_4h_return,2026-07-30 06:30-10:30__close,2026-07-30 06:30-10:30__next_4h_return,2026-07-29 10:30-13:00__close,2026-07-29 10:30-13:00__next_4h_return,2026-07-29 06:30-10:30__close,2026-07-29 06:30-10:30__next_4h_return,2026-07-28 10:30-13:00__close,2026-07-28 10:30-13:00__next_4h_return,2026-07-28 06:30-10:30__close,2026-07-28 06:30-10:30__next_4h_return,2026-07-27 10:30-13:00__close,2026-07-27 10:30-13:00__next_4h_return,2026-07-27 06:30-10:30__close,2026-07-27 06:30-10:30__next_4h_return,2026-07-24 10:30-13:00__close,2026-07-24 10:30-13:00__next_4h_return,2026-07-24 06:30-10:30__close,2026-07-24 06:30-10:30__next_4h_return
1,GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary,52.910000,,52.424999,0.00925133,51.654999,0.01490659,51.480000,0.00339936,51.470001,0.00019427,50.380001,0.02163557,51.650002,-0.02458860,51.485001,0.00320484,53.195000,-0.03214586,51.939999,0.02416251,52.490002,-0.01047824,53.790001,-0.02416804,46.314999,0.16139484,45.389999,0.02037894,46.470001,-0.02324084,46.279999,0.00410549,44.955002,0.02947385,44.099998,0.01938785,43.759998,0.00776965,42.860001,0.02099853,42.205002,0.01551946,41.759998,0.01065623,41.615002,0.00348422,42.060001,-0.01058010,40.250000,0.04496897,39.669998,0.01462067,39.195000,0.01211884,38.669899,0.01357906,36.090000,0.07148515,36.599998,-0.01393437
2,UTZ,UTZ BRANDS INC CLASS A,Consumer Staples,14.140000,,14.150000,-0.00070671,14.130000,0.00141543,14.140000,-0.00070721,14.110000,0.00212615,14.125000,-0.00106195,14.110000,0.00106308,14.135000,-0.00176866,14.140000,-0.00035361,14.160000,-0.00141243,14.155000,0.00035323,14.115000,0.00283386,14.110000,0.00035436,14.100000,0.00070922,14.120000,-0.00141643,14.160000,-0.00282486,14.170000,-0.00070572,14.170000,0.00000000,14.120000,0.00354108,14.135000,-0.00106120,14.130000,0.00035386,14.110000,0.00141743,14.070000,0.00284293,14.090000,-0.00141945,14.080000,0.00071023,14.085000,-0.00035499,14.080000,0.00035511,14.090000,-0.00070972,14.090000,0.00000000,14.105000,-0.00106345
3,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,19.870001,,20.030001,-0.00798802,19.730000,0.01520532,19.785000,-0.00277988,19.150000,0.03315927,19.389999,-0.01237746,18.860001,0.02810170,19.645000,-0.03995923,20.040001,-0.01971063,19.325001,0.03699870,18.389999,0.05084296,18.195000,0.01071718,18.360001,-0.00898698,18.330000,0.00163672,19.430000,-0.05661348,18.280001,0.06291023,18.320000,-0.00218335,15.650000,0.17060703,13.390000,0.16878267,13.460000,-0.00520059,13.370000,0.00673149,13.155000,0.01634360,14.700000,-0.10510204,15.085000,-0.02552204,15.030000,0.00365935,14.925000,0.00703518,14.145000,0.05514316,14.300000,-0.01083916,15.700000,-0.08917197,16.610001,-0.05478633
4,SAFT,SAFETY INSURANCE GROUP INC,Financials,103.565002,,103.540001,0.00024146,103.519997,0.00019324,103.519997,0.00000000,103.349998,0.00164489,103.589996,-0.00231681,103.419998,0.00164376,103.440002,-0.00019339,103.519997,-0.00077275,103.739998,-0.00212070,103.519997,0.00212520,103.529999,-0.00009661,103.459999,0.00067659,103.599998,-0.00135134,103.279999,0.00309836,103.190002,0.00087215,103.190002,0.00000000,103.379997,-0.00183783,103.449997,-0.00067666,103.195000,0.00247102,103.184998,0.00009693,103.190002,-0.00004849,103.059998,0.00126144,103.080002,-0.00019406,103.050003,0.00029111,103.089996,-0.00038794,103.025002,0.00063086,103.019997,0.00004858,103.239998,-0.00213097,103.080002,0.00155215
5,LBRX,LB PHARMACEUTICALS INC,Health Care,44.580002,,44.340000,0.00541276,45.439999,-0.02420773,45.299999,0.00309051,45.290001,0.00022076,45.619999,-0.00723363,45.830002,-0.00458222,44.820000,0.02253463,47.990002,-0.06605547,47.820000,0.00355504,48.139999,-0.00664726,48.299999,-0.00331263,45.029999,0.07261826,45.445000,-0.00913194,44.990002,0.01011331,45.509998,-0.01142597,42.770000,0.06406355,43.200001,-0.00995373,40.119999,0.07676974,39.465000,0.01659696,40.849998,-0.03390448,40.799999,0.00122547,38.980000,0.04669058,37.660000,0.03505045,34.919998,0.07846512,35.209999,-0.00823633,34.720001,0.01411285,34.665001,0.00158661,35.009998,-0.00985424,35.400002,-0.01101706
6,CDNA,CAREDX,Health Care,46.755001,,46.720001,0.00074914,47.310001,-0.01247094,47.070000,0.00509881,47.240002,-0.00359869,47.558998,-0.00670737,47.040001,0.01103310,47.770000,-0.01528154,46.700001,0.02291218,46.360001,0.00733391,44.790001,0.03505247,45.544998,-0.01657695,45.480000,0.00142916,46.290001,-0.01749840,47.119999,-0.01761456,47.650002,-0.01112283,47.849998,-0.00417964,48.459999,-0.01258772,43.689999,0.10917830,43.965000,-0.00625500,38.160000,0.15212264,35.884998,0.06339702,35.389999,0.01398697,35.779999,-0.01089994,35.750000,0.00083913,35.730000,0.00055975,36.380001,-0.01786699,36.750000,-0.01006800,37.150002,-0.01076721,37.169998,-0.00053796
7,EMBC,EMBECTA,Health Care,5.090000,,5.080000,0.00196850,4.760000,0.06722689,4.705000,0.01168969,4.895000,-0.03881512,5.060000,-0.03260870,5.005000,0.01098901,4.845000,0.03302374,4.402000,0.10063607,4.640000,-0.05129310,3.505000,0.32382311,3.520000,-0.00426136,3.580000,-0.01675978,3.585000,-0.00139470,3.830000,-0.06396867,3.825000,0.00130719,3.715000,0.02960969,3.685000,0.00814111,3.635000,0.01375516,3.620000,0.00414365,3.660000,-0.01092896,3.650000,0.00273973,3.680000,-0.00815217,3.705000,-0.00674764,3.595000,0.03059805,3.580000,0.00418994,3.430000,0.04373178,3.470000,-0.01152738,3.290000,0.05471125,3.315000,-0.00754148
8,EOLS,EVOLUS INC,Health Care,8.215000,,8.190000,0.00305250,8.140000,0.00614251,8.170100,-0.00368417,8.356100,-0.02225919,8.020000,0.04190773,7.560000,0.06084656,7.330000,0.03137790,7.580000,-0.03298153,7.320000,0.03551913,7.407300,-0.01178567,7.155000,0.03526205,6.140000,0.16530945,6.145000,-0.00081367,6.140000,0.00081433,6.015000,0.02078138,6.040000,-0.00413907,5.975000,0.01087866,5.845000,0.02224123,5.780000,0.01124567,6.020000,-0.03986711,5.962100,0.00971134,6.040000,-0.01289735,6.000000,0.00666667,6.230000,-0.03691814,6.185000,0.00727567,6.180000,0.00080906,6.165000,0.00243309,5.985000,0.03007519,5.900000,0.01440678
9,FBRX,FORTE BIOSCIENCES INC,Health Care,76.830002,,76.864998,-0.00045529,76.779999,0.00110705,76.870003,-0.00117086,76.860001,0.00013013,76.870003,-0.00013012,76.824997,0.00058582,76.815002,0.00013012,76.794998,0.00026049,76.794998,0.00000000,76.815002,-0.00026042,76.775002,0.00052100,76.599998,0.00228465,76.620003,-0.00026109,76.550003,0.00091443,76.589996,-0.00052217,76.599998,-0.00013057,76.684998,-0.00110843,76.610001,0.00097895,76.650002,-0.00052187,76.970001,-0.00415745,76.510002,0.00601227,76.519997,-0.00013062,76.550003,-0.00039198,76.680000,-0.00169532,76.565002,0.00150197,76.519997,0.00058815,76.415001,0.00137402,54.770000,0.39519812,56.880001,-0.03709566
10,OABI,OMNIAB INC,Health Care,3.460000,,3.479900,-0.00571856,3.430000,0.01454810,3.435000,-0.00145560,3.385000,0.01477105,3.525000,-0.03971631,3.390000,0.03982301,3.329000,0.01832382,3.060100,0.08787295,2.770000,0.10472924,2.260000,0.22566372,2.165000,0.04387991,2.030000,0.06650246,2.060000,-0.01456311,1.990000,0.03517588,2.025000,-0.01728395,1.960000,0.03316327,1.955000,0.00255754,1.990000,-0.01758794,1.955000,0.01790281,1.985000,-0.01511335,1.990000,-0.00251256,1.955000,0.01790281,1.970000,-0.00761421,1.960000,0.00510204,1.985000,-0.01259446,2.025000,-0.01975309,2.035000,-0.00491400,2.035000,0.00000000,2.105000,-0.03325416
