current_rank,ticker,name,sector,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,EXE,Expand Energy,Energy,1,92.830002,,,,,,,,,,,,,,,,
2,CL,Colgate-Palmolive,Consumer Staples,2,93.309998,,,,,,,,,,,,,,,,
3,EBMT,EAGLE BANCORP MONTANA INC,Financials,3,24.192499,,,,,,,,,,,,,,,,
4,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,4,139.899994,,1,137.639999,0.01641961,,,,,,,,,,,,
5,CSGP,CoStar Group,Real Estate,5,30.030001,,,,,,,,,,,,,,,,
6,BSX,Boston Scientific,Health Care,6,46.139999,,,,,,,,,,,,,,,,
7,MKC,McCormick & Company,Consumer Staples,7,52.23,,,,,,,,,,,,,,,,
8,QRVO,"Qorvo, Inc. - Common Stock",,8,90.584999,,,,,,,,,,,,,,,,
9,AGNC,AGNC Investment Corp. - Common Stock,,9,10.99,,3,11.07,-0.00722674,,,,,,,,,,,,
10,TPG,TPG Inc. - Class A Common Stock,,10,42.5,,2,43.759998,-0.02879337,,,,,,,,,,,,
11,DOLE,DOLE PLC,Consumer Staples,11,14.32,,,,,,,,,,,44,14.035,,45,14.295,-0.01818818
12,SGRY,SURGERY PARTNERS INC,Health Care,12,16.290001,,,,,,,,,,,,,,,,
13,ATKR,ATKORE INC,Industrials,13,73.040001,,4,77.404999,-0.05639168,27,75.334999,0.02747727,3,76.629997,-0.01689936,,,,,,
14,WGS,GENEDX HOLDINGS CORP CLASS A,Health Care,14,64.050003,,,,,,,,,,,,,,,,
15,CLDX,CELLDEX THERAPEUTICS INC,Health Care,15,37.02,,,,,,,,,,,,,,,,
16,BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary,16,396.410004,,,,,,,,,,,,,,,,
17,BCBP,BCB BANCORP INC,Financials,17,10.36,,6,10.72,-0.03358209,,,,,,,,,,,,
18,BIIB,Biogen,Health Care,18,208.550003,,9,205.610001,0.01429893,,,,,,,,,,,,
19,Z,"Zillow Group, Inc. - Class C Capital Stock",,19,34.52,,,,,,,,,,,,,,,,
20,UAL,United Airlines Holdings,Industrials,20,121.639999,,,,,,,,,,,,,,,,
21,TEL,TE Connectivity,Information Technology,21,207.294998,,11,214.229996,-0.03237174,,,,,,,,,,,,
22,ROK,Rockwell Automation,Industrials,22,457.230011,,10,471.320007,-0.02989475,12,466.140015,0.01111252,,,,,,,,,
23,PHIN,PHINIA INC,Consumer Discretionary,23,81.059998,,15,80.5,0.00695650,,,,,,,,,,7,79.650002,
24,VGNT,VERSIGENT PLC,Consumer Discretionary,24,43.965,,16,44.169998,-0.00464111,,,,,,,,,,,,
25,OUT,OUTFRONT MEDIA INC,Real Estate,25,32.950001,,7,32.470001,0.01478288,,,,,,,,,,,,
26,PRGO,PERRIGO PLC,Health Care,26,10.475,,,,,,,,,,,,,,,,
27,PI,IMPINJ INC,Information Technology,27,136.964996,,,,,,,,,,,,,,,,
28,XFOR,X4 PHARMACEUTICALS INC,Health Care,28,4.03,,,,,,,,,,,,,,,,
29,EFC,ELLINGTON FINANCIAL INC,Financials,29,13.465,,13,13.545,-0.00590624,,,,,,,,,,,,
