current_rank,ticker,name,sector,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,AMP,Ameriprise Financial,Financials,1,479.674988,,362,458.820007,0.04559023791110284,368,446.980011,0.02692539617643952,165,452.140015,-0.012875128698019656,63,453.290009,-0.0025369939269939135,54,460.950012,-0.016617860506748405,40,466.109985,-0.011070290631083557,95,471.410004,-0.011242907352471132,124,470.67,0.008514667564346823
2,KLAC,KLA Corporation,Information Technology,2,262.329987,,144,301.709991,-0.1305227045000309,76,278.390015,0.08376728597827054,123,248.639999,0.11965096573218714,120,258.799988,-0.03925807369048251,128,240.479996,0.07618093939090054,3,244.490005,-0.016401525289346686,136,269.160004,-0.09165551580241471,130,259.559998,0.03698569145465935
3,JCI,Johnson Controls,Industrials,3,146.059998,,157,146.080002,-0.0003422284556688915,311,140.440002,0.03993736000614123,314,138.184998,0.014739942835546582,175,145.490005,-0.050209682788862287,280,142.809998,0.018766242122627785,188,141.279999,0.01082955132240615,55,148.210007,-0.04675803031302728,72,147.4,0.02340836787834144
4,WFC,Wells Fargo,Financials,4,85.870003,,320,82.629997,0.03908523764623939,205,83.499001,-0.010537719781158583,64,83.879997,-0.004304793652458838,55,84.739998,-0.010148702151255629,64,84.300003,0.005219394832050028,65,84.129997,0.002020753667684172,35,83.839996,0.0034589815581576033,172,83.91,0.019951326762214006
5,BEN,Franklin Resources,Financials,5,34.099998,,190,33.27,0.02494733994589704,182,33.165001,0.003014832861913508,179,33.215,-0.0013549533681108672,321,32.650002,0.017304685004307263,225,32.470001,0.005543609314948794,159,33.790001,-0.03906481091847236,199,33.93,-0.004126112584733388,95,34.045,0.026626354814715647
6,LIN,Linde plc,Materials,6,534.630127,,192,518.940002,0.0302349499740433,338,511.059998,0.015418941084878401,108,519.619995,-0.01647357122968296,102,522.280029,-0.005093118350883774,121,515.72998,0.012700539534273414,226,512.26001,0.0067738451806924616,122,516.710022,-0.00861220377103511,212,515.1,0.008903637188934166
7,ALGN,Align Technology,Health Care,7,180.289993,,356,168.660004,0.06895522782034336,271,173.429993,-0.02750382974414356,56,178.429993,-0.0280221946766539,130,175.710007,0.015479972065563619,152,170.899994,0.028145191157818328,47,168.490005,0.014303453786472353,187,173.759995,-0.030329133009010523,57,176.82,-0.0456942382942197
8,ORLY,O’Reilly Automotive,Consumer Discretionary,8,92.669998,,266,92.089996,0.0062982085480816075,283,90.160004,0.021406298961566206,272,89.550003,0.006811847901333934,392,86.900002,0.030494832439704744,405,87.82,-0.010475950808471746,412,87.540001,0.003198526351398945,427,85.629997,0.022305314339786886,338,85.19,-0.013933660245677548
9,PODD,Insulet Corporation,Health Care,9,159.610001,,293,152.25,0.048341550082101836,295,157.740005,-0.03480413862038356,285,158.25,-0.0032227172195893328,301,153.820007,0.02879984916396472,336,148.880005,0.03318109775721734,347,143.899994,0.03460744411149874,363,138.970001,0.03547523180920176,340,139.835,-0.046583385242295106
10,GD,General Dynamics,Industrials,10,362.910004,,230,354.230011,0.024474972461466127,335,348.100006,0.017697600701344074,326,346.75,0.004009157613228398,310,344.700012,0.005947165444252889,289,344.320007,0.0011036390342546998,312,350.339996,-0.017183276442122253,213,343.359985,0.02032855109776399,219,343.59,-0.018999528042069502
