current_rank,ticker,name,sector,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,CHCI,COMSTOCK HOLDING COMPANIES INC CLA,Real Estate,1,17.003599,,757,15.99,0.06338955597248286,556,15.875,0.006926952141057985,,,,,,,,,,,,,,,,,,
2,TRNO,TERRENO REALTY REIT CORP,Real Estate,2,66.269997,,1603,64.760002,0.023158870919818053,551,65.720001,-0.015057003802281366,1339,65.974998,-0.0039406181900294435,1245,65.349998,0.009563887056278197,1263,65.440002,-0.0013753667061319197,1224,65.650002,-0.003198781319153521,1461,64.790001,0.013273668571173403,1631,65.47,0.006837653670167976
3,MMED,MINIMED INC,Health Care,3,15.615,,596,14.95,0.04448160535117074,231,14.88,0.0047043010752687575,,,,,,,,,,,,,,,,,,
4,OVLY,OAK VALLEY BANCORP,Financials,4,34.540001,,602,33.744999,0.02340743703703696,1567,33.540001,0.006112045136790645,1317,33.68,-0.004156739904988216,1287,33.27,0.012323414487526163,1000,33.939999,-0.0197406900336089,921,34.040001,-0.002937778997127438,1262,33.130001,0.027467551238528287,664,33.32,-0.026447194429832233
5,RJET,REPUBLIC AIRWAYS HOLDINGS INC,Industrials,5,21.415001,,1162,21.01,0.019276582579723867,1546,18.6,0.12956989247311834,,,,,,,,,,,,,,,,,,
6,ESTA,ESTABLISHMENT LABS INC,Health Care,6,89.390099,,24,85.809998,0.04172125723624909,27,87.419998,-0.01841683867345789,,,,,,,,,,,,,,,,,,
7,AOUT,AMERICAN OUTDOOR BRANDS INC,Consumer Discretionary,7,11.955,,3,11.74,0.01831345826235098,628,13.48,-0.12908011869436198,53,11.6,0.16206896551724137,1154,9.91,0.17053481331987896,783,10.29,-0.03692905733722052,876,10.17,0.01179941002949847,1042,9.97,0.020060180541624728,625,9.765,-0.015794669299111552
8,FBYD,FALCON S BEYOND GLOBAL INC CLASS A,Industrials,8,19.415001,,69,17.92,0.08342639508928551,89,16.9,0.06035502958579908,750,16.030001,0.05427317191059444,425,16.860001,-0.049228941326871944,556,17.309999,-0.02599641975715894,725,17.875,-0.031608447552447516,332,16.26,0.09932349323493228,16,16.41,-0.009140767824497131
9,MQ,MARQETA INC CLASS A,Financials,9,16.985001,,595,4.06,0.04716412128015546,84,4.18,-0.028708133971291905,1109,4.18,0.0,1213,3.95,0.05822784810126569,1099,3.97,-0.005037783375314908,1567,3.83,0.036553524804177506,1656,3.76,0.018617021276595924,980,3.775,-0.030927835051546393
10,TWIN,TWIN DISC INC,Industrials,10,22.950001,,299,23.200001,-0.010775861604488735,333,23.540001,-0.01444349981123616,,,,,,,,,,,,,,,,,,
