current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,CFFI,C AND F FINANCIAL CORP,Financials,1,79.379997,,4,79.379997,0.00000000,,,,,,,,,
2,CINF,Cincinnati Financial,Financials,2,184.837494,,,,,,,,,,,,,
3,LII,Lennox International,Industrials,3,549.109985,,,,,,,,,,,,,
4,DTE,DTE Energy,Utilities,4,149.970001,,,,,,,,,,,,,
5,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,5,20.76,,,,,,,,,,,,,
6,ECL,Ecolab,Materials,6,282.774994,,13,271.76001,0.04053203,,,,,,,,,
7,HUBB,Hubbell Incorporated,Industrials,7,483.790009,,1,498.015015,-0.02856341,,,,,,,,,
8,CARR,Carrier Global,Industrials,8,66.18,,2,69.370003,-0.04598534,27,68.900002,0.00682149,7,69.129997,-0.00332699,,,
9,AGNC,AGNC Investment Corp. - Common Stock,,9,10.8791,,,,,,,,,,,,,
10,CSR,CENTERSPACE,Real Estate,10,56.764999,,,,,,,,,,,,,
11,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,11,34.715,,8,33.919998,0.02343756,,,,,,,,,
12,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,12,41.529999,,,,,,,,,,,,,
13,FCAP,FIRST CAPITAL INC,Financials,13,63.439999,,9,63.200001,0.00379744,,,,,,,,,
14,CBFV,CB FINANCIAL SERVICES INC,Financials,14,36.169998,,3,36.759998,-0.01605006,,,,,,,,,
15,CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,15,10.44,,7,10.72,-0.02611940,,,,23,10.88,,30,10.515,0.03471232
16,KN,KNOWLES CORP,Information Technology,16,35.73,,6,37.360001,-0.04362958,50,37.599998,-0.00638290,29,38.810001,-0.03117761,,,
17,LIN,Linde plc,Materials,17,518.469971,,,,,,,,,,,,,
18,TEL,TE Connectivity,Information Technology,18,208.839996,,,,,,,,,,,,,
19,ROK,Rockwell Automation,Industrials,19,466.140015,,12,466.140015,0.00000000,,,,,,,,,
20,JCI,Johnson Controls,Industrials,20,137.910004,,11,143.369995,-0.03808322,22,143.449997,-0.00055770,,,,,,
21,LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",,21,104.120003,,14,102.260002,0.01818894,,,,,,,,,
22,LKFN,LAKELAND FINANCIAL CORP,Financials,22,63.869999,,,,,,,,,,,,,
23,JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,23,86.75,,,,,,,,,,,,,
24,MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,24,16.629999,,15,16.860001,-0.01364187,,,,,,,,,
25,NP,NEPTUNE INSURANCE HOLDINGS INC CLA,Financials,25,31.16,,17,30.84,0.01037613,,,,,,,,,
26,CNOB,CONNECTONE BANCORP INC,Financials,26,33.2103,,16,32.82,0.01189214,,,,,,,,,
27,GRC,GORMAN-RUPP,Industrials,27,81.57,,,,,,,,,,,,,
28,BRT,BRT APARTMENTS CORP,Real Estate,28,14.9,,,,,,,,,,,,,
