ticker,file,decision,sources,mode,provider,generated_at
BAX,bax.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-07-31 13:19:28
PYPL,pypl.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
CBOE,cboe.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-07-31 13:19:28
DXCM,dxcm.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
REGN,regn.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
HPQ,hpq.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
ICE,ice.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;aster-trend-relay-ranking;early-spx-4h-signal-ranking;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
IQV,iqv.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
MSFT,msft.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
CTSH,ctsh.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
HII,hii.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;aster-trend-relay-ranking,enhanced-fallback,,2026-07-31 13:19:28
WTW,wtw.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq500-rankings,enhanced-fallback,,2026-07-31 13:19:28
BMY,bmy.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-07-31 13:19:28
ADBE,adbe.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
WDAY,wday.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
PSX,psx.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-07-31 13:19:28
ABT,abt.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-07-31 13:19:28
INTU,intu.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-07-31 13:19:28
