current_rank,ticker,name,sector,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
1,QCOM,Qualcomm,Information Technology,1,187.575104,,2,180.149994,0.04121627,1,181.970001,-0.01000169,2,176.880005,0.02877655,1,176.399994,0.00272115,,,,,,
2,LARK,LANDMARK BANCORP INC,Financials,2,32.470001,,23,32.470001,0.00000000,,,,40,32.48,,,,,,,,,,
3,VRSN,Verisign,Information Technology,3,295.630005,,1,298.600006,-0.00994642,,,,,,,,,,,,,,,
4,EBAY,eBay Inc.,Consumer Discretionary,4,107.139999,,14,108.989998,-0.01697403,28,107.75,0.01150810,,,,,,,,,,,,
5,FFIV,"F5, Inc.",Information Technology,5,420.369995,,8,411.48999,0.02158012,27,411.709991,-0.00053436,,,,,,,,,,,,
6,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,6,200.339996,,5,200.669998,-0.00164450,,,,,,,,,,,,,,,
7,GEN,Gen Digital,Information Technology,7,30.915001,,,,,,,,,,,,,,,,,,,
8,CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,8,35.669998,,,,,,,,,,,,,,,,,,,
9,FDBC,FIDELITY D AND D BANCORP INC,Financials,9,55.75,,7,55.869999,-0.00214783,,,,,,,,,,,,,,,
10,CRVL,CORVEL,Health Care,10,70.960503,,17,72.18,-0.01689522,,,,,,,,,,,,,,,
11,BCAL,CALIFORNIA BANCORP,Financials,11,22.120001,,10,22.030001,0.00408534,15,21.809999,0.01008721,7,21.82,-0.00045834,,,,20,21.73,,44,21.9,-0.00776256
12,FTNT,Fortinet,Information Technology,12,169.830002,,,,,,,,,,,,,,,,,,,
13,VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,13,48.099998,,,,,,,,,,,,,,,,,,,
14,CDW,CDW Corporation,Information Technology,14,152.820007,,32,151.699997,0.00738306,2,153.789993,-0.01358993,,,,,,,,,,19,152.380005,
15,TMUS,T-Mobile US,Communication Services,15,183.089996,,,,,,,,,,,,,,,,,,,
16,FOX,Fox Corporation (Class B),Communication Services,16,60.110001,,,,,,,,,,,,,,,,,,,
17,VRNS,VARONIS SYSTEMS,Information Technology,17,47.095001,,3,47.48,-0.00810866,9,45.119999,0.05230499,6,45.5,-0.00835167,17,46.09,-0.01280104,1,45.459999,0.01385836,1,46.09,-0.01366893
18,CSR,CENTERSPACE,Real Estate,18,58.365002,,,,,,,,,,,,,,,,,,,
19,FOXA,Fox Corporation (Class A),Communication Services,19,67.440002,,34,68.529999,-0.01590540,,,,,,,,,,,,,,,
20,CHMG,CHEMUNG FINANCIAL CORP,Financials,20,85.059998,,24,84.989998,0.00082363,16,85.099998,-0.00129260,16,84.809998,0.00341941,7,83.900002,0.01084620,47,84.43,-0.00627737,,,
21,EXPD,Expeditors International,Industrials,21,193.320007,,,,,,,,,,,,,,,,,,,
22,LTC,LTC PROPERTIES REIT,Real Estate,22,42.990002,,,,,,,,,,,,,,,,,,,
23,OVBC,OHIO VALLEY BANC CORP,Financials,23,46.630001,,48,46.630001,0.00000000,,,,,,,,,,,,,,,
24,AVT,"Avnet, Inc. - Common Stock",,24,94.315102,,,,,,,,,,,,,,,,,,,
25,NTRA,"Natera, Inc. - Common Stock",,25,340.76001,,,,,,,,,,,,,,,,,,,
26,NWSA,News Corp (Class A),Communication Services,26,30.272301,,,,,,,,,,,,,,,,,,,
27,OSPN,ONESPAN,Information Technology,27,17.51,,29,17.52,-0.00057078,18,16.85,0.03976261,,,,,,,,,,,,
28,AMD,Advanced Micro Devices,Information Technology,28,507.339996,,,,,31,516.130005,,22,503.600006,0.02488086,29,521.094971,-0.03357347,,,,,,
29,CVBF,CVB FINANCIAL CORP,Financials,29,22.965,,,,,,,,,,,,,,,,,,,
30,BANR,BANNER CORP,Financials,30,72.375,,6,71.940002,0.00604668,,,,,,,,,,,,,,,
31,PHVS,Pharvaris N.V. - Ordinary Shares,,31,38.400002,,35,38.860001,-0.01183734,,,,,,,,,,,,,,,
32,FA,FIRST ADVANTAGE,Industrials,32,21.940001,,,,,,,,,,,,,,,,,,,
33,WSFS,WSFS FINANCIAL,Financials,33,81.050003,,15,80.639999,0.00508438,,,,,,,,,,,,,,,
34,NWBI,NORTHWEST BANCSHARES INC,Financials,34,15.69,,11,15.55,0.00900322,,,,,,,,,,40,15.5,,,,
35,PNTG,PENNANT GROUP,Health Care,35,39.855,,9,40.110001,-0.00635754,42,39.200001,0.02321429,5,39.299999,-0.00254448,,,,,,,,,
36,MPB,MID PENN BANCORP INC,Financials,36,37.654999,,,,,,,,,,,,,,,,,,,
37,BUSE,FIRST BUSEY,Financials,37,30.629999,,,,,,,,,,,,,,,,,,,
38,FNLC,FIRST BANCORP INC,Financials,38,35.264999,,16,35.279999,-0.00042517,,,,25,35.040001,,,,,,,,,,
39,FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,39,21.610001,,13,21.385,0.01052144,7,21.309999,0.00351952,,,,,,,,,,,,
