rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
1,CEVA,CEVA,Information Technology,93.59,Deep v4 Shape Embedding 确认层 强确认,30.27,65.04,1.28,0.02228973,0.04307374,0.01254390,87.7,40.92,88.8,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态位于当日全市场前20%；横截面百分位 93.6,Deep v4 Shape Embedding 确认层,yes,93.59,2026-09-18
2,MIDD,The Middleby Corporation - Common Stock,,89.92,Deep v4 Shape Embedding 确认层 强确认,112.279999,52.94,1.66,0.00939451,0.03531583,-0.00151177,87.7,47.88,81.1,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态位于当日全市场前20%；横截面百分位 89.9,Deep v4 Shape Embedding 确认层,yes,89.92,2026-09-18
3,TXN,Texas Instruments,Information Technology,79.45,Deep v4 Shape Embedding 确认层 一般确认,266.640015,56.14,1.64,0.02607133,-0.00766653,-0.00295396,92.8,72.78,62.2,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 79.5,Deep v4 Shape Embedding 确认层,no,79.45,2026-09-18
4,VSAT,VIASAT INC,Information Technology,74.36,Deep v4 Shape Embedding 确认层 一般确认,76.379997,58.5,1.6,0.05635844,0.02799453,-0.00378246,92.8,47.59,72.7,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 74.4,Deep v4 Shape Embedding 确认层,no,74.36,2026-09-18
5,GFS,GlobalFoundries Inc. - Ordinary Share,,73.14,Deep v4 Shape Embedding 确认层 一般确认,47.82,61.26,1.37,0.03922636,0.01787995,-0.01564434,90.4,56.66,72.7,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 73.1,Deep v4 Shape Embedding 确认层,no,73.14,2026-09-18
6,GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary,72.67,Deep v4 Shape Embedding 确认层 一般确认,52.860001,54.89,1.42,0.00370265,0.02006949,0.01732105,82.9,54.44,88.8,80.75,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 72.7,Deep v4 Shape Embedding 确认层,no,72.67,2026-09-18
7,BLLN,"BillionToOne, Inc. - Class A common stock",,70.97,Deep v4 Shape Embedding 确认层 一般确认,105.919998,58.0,1.06,-0.03251740,0.07184778,0.15557488,87.7,74.66,83.8,81.36,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 71.0,Deep v4 Shape Embedding 确认层,no,70.97,2026-09-18
8,AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,62.96,Deep v4 Shape Embedding 确认层 一般确认,18.709999,68.33,1.29,0.02858702,0.09961799,0.03227581,79.7,72.48,90.2,62.75,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 63.0,Deep v4 Shape Embedding 确认层,no,62.96,2026-09-18
9,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,59.47,Deep v4 Shape Embedding 确认层 一般确认,223.600006,59.58,1.34,0.01502571,0.05766048,-0.01293424,90.4,56.96,81.1,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 59.5,Deep v4 Shape Embedding 确认层,no,59.47,2026-09-18
10,EBAY,eBay Inc.,Consumer Discretionary,55.98,Deep v4 Shape Embedding 确认层 一般确认,111.839996,63.79,1.2,0.00711385,0.03795820,0.08963364,75.1,74.46,100.0,81.36,100.0,100.0,confirmed_bullish_trend,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 56.0,Deep v4 Shape Embedding 确认层,no,55.98,2026-09-18
11,NVAX,NOVAVAX,Health Care,55.61,Deep v4 Shape Embedding 确认层 一般确认,10.11,59.05,1.36,-0.00049432,0.07267905,0.15017065,82.9,58.1,100.0,80.0,100.0,72.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 55.6,Deep v4 Shape Embedding 确认层,no,55.61,2026-09-18
12,FORM,"FormFactor, Inc. - Common Stock",,52.5,Deep v4 Shape Embedding 确认层 未确认,118.379997,63.74,1.17,0.05805063,0.02912282,0.03046657,90.4,47.88,91.6,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 52.5,Deep v4 Shape Embedding 确认层,no,52.5,2026-09-18
13,GNRC,Generac,Industrials,52.03,Deep v4 Shape Embedding 确认层 未确认,207.619995,64.83,1.18,0.00086769,0.10961463,-0.01415010,90.4,73.3,71.3,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 52.0,Deep v4 Shape Embedding 确认层,no,52.03,2026-09-18
14,APLD,Applied Digital Corporation - Common Stock,,49.95,Deep v4 Shape Embedding 确认层 未确认,28.120001,59.63,1.14,0.05406783,0.06454666,-0.00442556,92.8,47.68,72.7,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 50.0,Deep v4 Shape Embedding 确认层,no,49.95,2026-09-18
15,ADI,Analog Devices,Information Technology,47.69,Deep v4 Shape Embedding 确认层 未确认,375.720001,59.88,1.16,0.03269426,-0.00860206,0.00664455,90.4,72.82,69.9,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 47.7,Deep v4 Shape Embedding 确认层,no,47.69,2026-09-18
