ticker,file,decision,sources,mode,provider,generated_at
MRNA,mrna.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq500-rankings;nasdaq500-early-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
MU,mu.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
SNDK,sndk.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
VRT,vrt.html,WATCH-BUY / 强观察,spx-yahoo-rankings;aster-call-ranking;aster-consensus-agent-ranking;aster-v2-balanced-ranking;aster-v3-quality-momentum-ranking;aster-v5-risk-adjusted-ranking;early-spx-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
SWKS,swks.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq500-rankings;aster-trend-relay-ranking;nasdaq500-early-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
MPC,mpc.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
RVTY,rvty.html,WAIT / 暂不追,spx-yahoo-rankings;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
AMD,amd.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-call-ranking;aster-consensus-agent-ranking;aster-v2-balanced-ranking;aster-v3-quality-momentum-ranking;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
QCOM,qcom.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-v3-quality-momentum-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
HAL,hal.html,WAIT / 暂不追,spx-yahoo-rankings;early-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-08 13:21:31
