current_rank,ticker,name,sector,2026-07-07__predicted_rank,2026-07-07__close,2026-07-07__next_snapshot_return,2026-07-06__predicted_rank,2026-07-06__close,2026-07-06__next_snapshot_return,2026-07-02__predicted_rank,2026-07-02__close,2026-07-02__next_snapshot_return,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-19__predicted_rank,2026-06-19__close,2026-06-19__next_snapshot_return
1,PODD,Insulet Corporation,Health Care,1,161.550003,,5,159.770004,0.011141008671440078,4,164.479996,-0.0286356524473651,11,159.789993,0.029351043278410982,17,152.25,0.049523763546797994,9,157.740005,-0.03480413862038356,11,158.25,-0.0032227172195893328,25,153.820007,0.02879984916396472,36,148.8800048828125,0.03318109775721734,55,143.89999389648438,0.03460744411149874,69,138.97000122070312,0.03547523180920176,,,
2,AMAT,Applied Materials,Information Technology,2,554.5,,1,592.789978,-0.06459282278891698,1,603.039978,-0.016997214735239297,1,650.909973,-0.07354318874447485,1,723.0,-0.09970958091286297,1,694.640015,0.04082688066854323,1,626.840027,0.10816154852855298,1,668.0,-0.06161672604790425,3,588.969970703125,0.13418346077273946,2,585.8800048828125,0.005274059489365879,3,640.1799926757812,-0.08481987658742718,,,
3,NTRA,"Natera, Inc. - Common Stock",,3,281.269989,,3,283.799988,-0.008914725535506318,7,279.320007,0.01603888331565173,10,276.269989,0.011039990304556602,16,271.450012,0.01775640739334361,8,272.309998,-0.0031581139374837752,10,261.910004,0.03970827322808179,8,260.73999,0.004487282522332103,9,259.9700012207031,0.0029618378929803235,38,234.75999450683594,0.10738629467086169,55,228.8000030517578,0.026048915742365564,,,
4,AXON,Axon Enterprise,Industrials,4,640.460022,,4,622.200012,0.029099456412608582,25,597.039978,0.04214128856878663,15,593.960022,0.005185460108289908,14,560.609985,0.05948883875123978,40,510.600006,0.09794355349067518,33,464.829987,0.0984661495171566,67,444.730011,0.045195906511467765,57,456.7300109863281,-0.02627372782823334,94,433.0400085449219,0.05470626618243957,145,410.0299987792969,0.05611786956105136,,,
5,MDLN,Medline Inc. - Class A common stock,,5,43.009998,,15,42.75,0.006081824561403604,9,43.189999,-0.010187520495196112,35,41.73,0.03498679606997368,70,39.439999,0.058062907151696264,79,39.610001,-0.004291895877508223,70,38.869999,0.019037870312268224,91,37.77,0.02912361662695262,136,36.04999923706055,0.04771154085191531,145,35.29999923706055,0.02124645952539539,,,,,,
6,KMB,Kimberly-Clark,Consumer Staples,6,114.739998,,20,113.010002,0.015308344123381223,24,114.720001,-0.01490584889377744,32,111.440002,0.029432869177443033,34,109.769997,0.015213674461519888,41,109.910004,-0.0012738330898431904,47,109.370003,0.004937377573263957,42,108.099998,0.011748427599415745,51,106.7300033569336,0.012836081340689143,62,103.94999694824219,0.026743685235508075,72,100.5,0.03432832835820898,,,
7,GH,"Guardant Health, Inc. - Common Stock",,7,162.919998,,2,168.820007,-0.03494851768368901,2,167.979996,0.005000660912028998,4,170.770004,-0.01633781070825535,18,150.029999,0.1382390531109714,15,153.740005,-0.024131689081186125,12,149.220001,0.030290872334198582,20,142.940002,0.043934510368902835,27,136.9600067138672,0.04366234443898653,41,130.8300018310547,0.0468547344362189,41,128.8300018310547,0.015524334153157904,,,
8,VRTX,Vertex Pharmaceuticals,Health Care,8,522.25,,6,529.590027,-0.013859828595299328,3,528.039978,0.0029354766013567346,18,498.01001,0.06029992850946919,22,496.730011,0.0025768505458794166,19,499.649994,-0.0058440569099657,23,491.339996,0.01691292804911404,37,480.179993,0.023241291104771022,37,475.20001220703125,0.010479757731992612,42,468.4200134277344,0.014474187293103569,43,466.7900085449219,0.003491942776350232,,,
9,TXN,Texas Instruments,Information Technology,9,293.299988,,11,303.5,-0.033607947281713346,14,293.079987,0.035553478443411946,8,298.410004,-0.01786138845398766,11,298.070007,0.0011406615627718164,25,285.480011,0.044101147242844974,30,285.424988,0.00017523736547175872,15,311.809998,-0.08461887100874821,15,303.1099853515625,0.028702495564440156,12,304.3599853515625,-0.004106978780407,17,332.2799987792969,-0.08402556303125541,,,
10,ROP,Roper Technologies,Information Technology,10,363.76001,,19,364.25,-0.0013452024708303645,20,364.200012,0.00013725425138089165,34,354.679993,0.02684115029854528,33,338.390015,0.04813965329325698,28,334.799988,0.010722900623282072,19,338.309998,-0.01037512938059848,24,332.420013,0.017718503007218223,30,331.6000061035156,0.00247287993112999,30,329.5400085449219,0.006251128675547335,37,325.0899963378906,0.013688557183408445,,,
11,ROIV,Roivant Sciences Ltd. - Common Shares,,11,36.310001,,21,35.389999,0.025996101327948606,16,35.130001,0.00740102455448266,23,35.029999,0.0028547531502927104,29,35.389999,-0.010172365362316249,30,34.73,0.01900371436798176,32,34.07,0.01937188142060453,34,34.02,0.0014697236919458678,38,34.0099983215332,0.0002940899908314698,80,32.209999084472656,0.05588323675514539,138,31.25,0.030719968000000097,,,
12,AVGO,Broadcom,Information Technology,12,370.779999,,61,373.899994,-0.008344463894268017,77,360.450012,0.03731441684623937,50,369.339996,-0.02406991957621607,37,377.75,-0.022263412309728725,22,372.450012,0.014230065322161867,27,365.019989,0.020355112662062913,19,378.910004,-0.0366578207314896,24,382.07000732421875,-0.008270743429488747,26,380.1499938964844,0.005050672182833171,31,392.1300048828125,-0.03055112041222141,,,
13,DASH,DoorDash,Consumer Discretionary,13,195.720001,,26,188.460007,0.038522730183279785,26,192.009995,-0.01848855836905794,49,188.869995,0.01662519237108051,40,184.529999,0.02351918941916864,34,184.820007,-0.0015691374797968116,34,183.089996,0.009448965196328762,39,176.910004,0.03493297077761648,50,177.92999267578125,-0.005732529872015557,61,171.52000427246094,0.03737167007062325,66,172.0800018310547,-0.003254288665105909,,,
14,ISRG,Intuitive Surgical,Health Care,14,427.299988,,13,432.829987,-0.012776376790178401,17,426.01001,0.01600895950778236,39,402.380005,0.05872559447878145,50,397.679993,0.01181857795898722,47,405.970001,-0.020420247751261833,42,404.265991,0.0031380997339827132,56,399.690002,0.01144884529786161,55,401.8299865722656,-0.005325598061948544,56,403.17999267578125,-0.0033483953158360835,63,402.95001220703125,0.0005707432513986088,,,
15,COO,Cooper Companies (The),Health Care,15,71.889999,,12,72.610001,-0.009916016940971994,10,74.199997,-0.02142851838659776,17,71.949997,0.03127171777366433,26,71.709999,0.0033467857111530996,21,71.389999,0.004482420569861478,22,71.019997,0.005209828437475084,29,70.639999,0.005379360212052209,42,68.83000183105469,0.02629662861262161,57,66.1500015258789,0.04051398214621349,59,65.41999816894531,0.011158728558811504,,,
16,INCY,Incyte,Health Care,16,118.050003,,24,115.620003,0.02101712451953497,6,116.860001,-0.010610970301121236,21,113.809998,0.02679907788066216,20,113.360001,0.003969627699632827,17,114.660004,-0.011337894249506597,17,113.75,0.008000035164835273,33,107.529999,0.05784433235231412,31,108.45999908447266,-0.008574589789549947,48,104.4000015258789,0.03888885940825926,47,103.66000366210938,0.007138703178132255,,,
17,PANW,Palo Alto Networks,Information Technology,17,337.040009,,8,357.529999,-0.05730984828492669,42,348.059998,0.027207955681250118,38,352.040009,-0.011305564419525904,30,341.019989,0.03231487993508786,12,332.0,0.027168641566265084,26,304.200012,0.09138720218064944,52,293.089996,0.03790650022732267,69,285.260009765625,0.02744859330265026,46,290.9150085449219,-0.019455529860711085,44,286.3999938964844,0.015764717509037407,,,
18,ZBRA,Zebra Technologies,Information Technology,18,264.649994,,25,270.290009,-0.020866531548341505,33,267.179993,0.011640153011007737,27,267.850006,-0.0025014485159279287,27,263.26001,0.017435219272383895,39,255.809998,0.02912322449570559,49,251.529999,0.017015859010916623,61,243.389999,0.033444266541124534,60,247.77999877929688,-0.017717329960922346,52,237.72000122070312,0.04231868567087882,42,245.69000244140625,-0.03243925652294144,,,
19,RVMD,"Revolution Medicines, Inc. - Common Stock",,19,190.460007,,27,189.990005,0.0024738248730504786,13,189.240005,0.003963221201563671,36,187.509995,0.00922622818052976,25,187.279999,0.0012280862944686888,11,192.619995,-0.02772295783726908,24,182.080002,0.05788660415326663,41,178.169998,0.021945355805639055,56,169.77000427246094,0.049478669977530254,58,169.50999450683594,0.0015338859516809134,65,165.80999755859375,0.022314679721544772,,,
20,UAL,United Airlines Holdings,Industrials,20,128.309998,,18,132.5,-0.0316226566037735,28,133.320007,-0.006150667243814412,31,135.130005,-0.013394493695164211,38,135.990005,-0.006323994178836778,38,135.190002,0.005917619558878373,25,136.110001,-0.006759231454270709,13,134.610001,0.011143302792190113,10,130.5399932861328,0.03117824588821594,25,121.55000305175781,0.07396124868873932,33,118.68000030517578,0.024182701381867178,,,
21,IDXX,Idexx Laboratories,Health Care,21,570.25,,30,564.97998,0.009327799544330828,27,557.799988,0.012871983066446324,42,537.580017,0.03761295130135012,48,526.440002,0.021161034415466018,49,535.929993,-0.01770751987004382,28,551.5,-0.028232106980961125,27,554.940002,-0.006198871927780125,33,549.1599731445312,0.01052521903303405,32,541.3099975585938,0.01450181047644361,36,545.72998046875,-0.00809921052898721,,,
22,ASND,Ascendis Pharma A/S - Ordinary Share,,22,266.970001,,23,267.920013,-0.003545879194922108,8,274.5,-0.02397080874316948,9,267.790009,0.02505691315765257,12,266.720001,0.004011727639428031,32,263.700012,0.01145236580421538,37,260.75,0.01131356471716205,55,261.579987,-0.0031729759203635854,140,238.00999450683594,0.09902942101234036,134,238.58999633789062,-0.002430952721085622,151,228.0,0.04644735087719298,,,
23,PCAR,Paccar,Industrials,23,124.459999,,17,125.910004,-0.011516201683227645,29,119.5,0.053640200836820195,19,121.239998,-0.014351682849747305,19,120.120003,0.009323967466101424,24,119.599998,0.004347867965683427,18,120.68,-0.00894930394431559,16,121.68,-0.008218277449046685,17,117.02999877929688,0.03973341057620616,19,116.77999877929688,0.0021407775487307656,27,120.12000274658203,-0.02780556041111648,,,
