current_rank,ticker,name,sector,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,DPZ,Domino's,Consumer Discretionary,1,330.910004,,,,
2,COP,ConocoPhillips,Energy,2,115.576897,,21,114.709999,0.00755730
3,SDRL,SEADRILL LTD,Energy,3,42.955002,,,,
4,BG,Bunge Global,Consumer Staples,4,119.779999,,,,
5,TNDM,TANDEM DIABETES CARE INC,Health Care,5,17.34,,26,17.08,0.01522248
6,PLUS,EPLUS,Information Technology,6,90.019997,,,,
7,HROW,HARROW INC,Health Care,7,46.279999,,,,
8,NOG,NORTHERN OIL AND GAS INC,Energy,8,21.15,,,,
9,VRSN,Verisign,Information Technology,9,276.0,,32,277.660004,-0.00597855
10,OXY,Occidental Petroleum,Energy,10,54.994999,,,,
11,FET,FORUM ENERGY TECHNOLOGIES INC,Energy,11,52.799999,,,,
12,FSLY,FASTLY INC CLASS A,Information Technology,12,20.625,,9,20.719999,-0.00458489
13,REPX,RILEY EXPLORATION PERMIAN INC,Energy,13,34.689999,,16,35.0,-0.00885717
14,TAP,Molson Coors Beverage Company,Consumer Staples,14,41.195,,,,
15,ICE,Intercontinental Exchange,Financials,15,139.669998,,,,
16,VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,16,46.150002,,,,
17,SBRA,SABRA HEALTH CARE REIT INC,Real Estate,17,20.049999,,3,20.110001,-0.00298369
18,KAI,KADANT INC,Industrials,18,309.220001,,7,311.01001,-0.00575547
19,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,19,43.5,,,,
20,DRUG,BRIGHT MINDS BIOSCIENCES INC,Health Care,20,75.43,,,,
21,MDT,Medtronic,Health Care,21,83.239998,,,,
22,ABBV,AbbVie,Health Care,22,253.985001,,15,254.490005,-0.00198438
23,DGX,Quest Diagnostics,Health Care,23,209.559998,,,,
24,OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,24,40.279999,,50,40.43,-0.00371014
25,ADSK,Autodesk,Information Technology,25,213.414993,,5,218.350006,-0.02260139
26,IRMD,IRADIMED CORP,Health Care,26,97.82,,,,
27,MSFT,Microsoft,Information Technology,27,394.696503,,,,
28,PLSE,PULSE BIOSCIENCES INC,Health Care,28,27.85,,,,
29,LASR,NLIGHT INC,Information Technology,29,68.580002,,,,
30,JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,,30,246.184998,,,,
31,TMUS,T-Mobile US,Communication Services,31,193.134995,,,,
32,NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",,32,134.339996,,,,
33,ENSG,"The Ensign Group, Inc. - Common Stock",,33,172.474106,,38,171.279999,0.00697167
34,STRT,STRATTEC SECURITY CORP,Consumer Discretionary,34,82.599998,,,,
35,TPL,Texas Pacific Land Corporation,Energy,35,418.519989,,25,415.700012,0.00678368
36,ARLO,ARLO TECHNOLOGIES INC,Information Technology,36,13.185,,,,
37,AMGN,Amgen,Health Care,37,366.179993,,,,
38,FTK,FLOTEK INDUSTRIES INC,Materials,38,25.860001,,,,
39,HOG,HARLEY DAVIDSON INC,Consumer Discretionary,39,27.360001,,,,
40,AWK,American Water Works,Utilities,40,135.050003,,19,135.110001,-0.00044407
41,RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,41,127.489998,,,,
42,LNTH,LANTHEUS HOLDINGS INC,Health Care,42,106.660004,,,,
43,AORT,ARTIVION INC,Health Care,43,25.17,,44,25.059999,0.00438951
44,LCII,LCI INDUSTRIES,Consumer Discretionary,44,106.455002,,,,
45,MGPI,MGP INGREDIENTS INC,Consumer Staples,45,17.950001,,,,
46,RBKB,RHINEBECK BANCORP INC,Financials,46,17.379999,,,,
47,HURN,HURON CONSULTING GROUP INC,Industrials,47,112.760002,,,,
48,EFX,Equifax,Industrials,48,176.347504,,,,
49,PACS,PACS GROUP INC,Health Care,49,46.032501,,,,
50,TIGO,Millicom International Cellular S.A. - Common Stock,,50,98.815002,,,,
