current_rank,ticker,name,sector,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,ULTA,Ulta Beauty,Consumer Discretionary,1,488.079987,,9,479.570007,0.01774502
2,TMUS,T-Mobile US,Communication Services,2,195.639999,,,,
3,DPZ,Domino's,Consumer Discretionary,3,328.970001,,,,
4,PODD,Insulet Corporation,Health Care,4,167.369995,,4,164.059998,0.02017553
5,ROP,Roper Technologies,Information Technology,5,362.839996,,,,
6,NWSA,News Corp (Class A),Communication Services,6,28.290001,,17,28.43,-0.00492434
7,JBHT,J.B. Hunt,Industrials,7,290.609985,,7,291.410004,-0.00274534
8,TRMB,Trimble Inc.,Information Technology,8,53.209999,,8,52.720001,0.00929435
9,CMCSA,Comcast,Communication Services,9,23.780001,,,,
10,FOX,Fox Corporation (Class B),Communication Services,10,51.549999,,,,
11,FOXA,Fox Corporation (Class A),Communication Services,11,57.48,,11,57.619999,-0.00242969
12,ADP,Automatic Data Processing,Industrials,12,255.240005,,15,255.264999,-0.00009791
13,KHC,Kraft Heinz,Consumer Staples,13,25.860001,,14,25.879999,-0.00077272
14,CHRW,C.H. Robinson,Industrials,14,205.800003,,,,
15,PAYX,Paychex,Industrials,15,115.199997,,18,114.389999,0.00708102
16,CTAS,Cintas,Industrials,16,201.800003,,,,
17,APA,APA Corporation,Energy,17,34.84,,19,35.220001,-0.01078935
18,REG,Regency Centers,Real Estate,18,82.139999,,20,82.68,-0.00653122
19,Z,"Zillow Group, Inc. - Class C Capital Stock",,19,33.029999,,,,
20,DOCU,"DocuSign, Inc. - Common Stock",,20,52.299999,,27,52.740002,-0.00834287
21,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",,21,69.510002,,28,69.559998,-0.00071875
22,SNY,Sanofi - American Depositary Shares,,22,43.98,,,,
23,TEAM,Atlassian Corporation  - Class A Common Stock,,23,96.43,,29,93.290001,0.03365847
24,ORKA,ORUKA THERAPEUTICS INC,Health Care,24,91.709999,,,,
25,CALM,CAL MAINE FOODS INC,Consumer Staples,25,88.419998,,30,88.550003,-0.00146815
26,CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,26,86.110001,,33,85.769997,0.00396414
27,XMTR,XOMETRY INC CLASS A,Industrials,27,100.120003,,,,
28,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,28,101.0,,,,
29,FRSH,FRESHWORKS INC CLASS A,Information Technology,29,11.05,,,,
30,COP,ConocoPhillips,Energy,30,115.665001,,39,114.709999,0.00832536
31,BG,Bunge Global,Consumer Staples,31,120.650002,,,,
32,MDT,Medtronic,Health Care,32,83.330002,,41,83.199997,0.00156256
33,TYL,Tyler Technologies,Information Technology,33,317.920013,,45,319.51001,-0.00497636
34,IT,Gartner,Information Technology,34,140.990005,,,,
35,CPAY,Corpay,Financials,35,369.350006,,,,
36,CRM,Salesforce,Information Technology,36,173.770004,,,,
37,IVZ,Invesco,Financials,37,29.665001,,,,
38,EFX,Equifax,Industrials,38,180.080002,,46,177.080002,0.01694150
39,FRT,Federal Realty Investment Trust,Real Estate,39,125.574997,,47,126.019997,-0.00353119
40,AIG,American International Group,Financials,40,79.82,,,,
41,HRL,Hormel Foods,Consumer Staples,41,25.299999,,,,
42,KIM,Kimco Realty,Real Estate,42,26.035,,,,
43,EOG,EOG Resources,Energy,43,141.080002,,,,
44,HIG,Hartford (The),Financials,44,140.5,,,,
45,SPG,Simon Property Group,Real Estate,45,228.214996,,,,
46,PLD,Prologis,Real Estate,46,147.464996,,,,
47,AFL,Aflac,Financials,47,124.059998,,,,
48,BMY,Bristol Myers Squibb,Health Care,48,60.169998,,,,
49,PM,Philip Morris International,Consumer Staples,49,192.725006,,,,
50,MO,Altria,Consumer Staples,50,74.654999,,42,74.209999,0.00599650
