current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,UHS,Universal Health Services,Health Care,1,161.005005,,,,,,,,,,,,,,,,
2,USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials,2,21.0,,,,,,,,,,,,,,,,
3,XEL,Xcel Energy,Utilities,3,81.800003,,7,80.769997,0.01275233,,,,,,,,,,,,
4,NEE,NextEra Energy,Utilities,4,89.114998,,4,89.790001,-0.00751757,,,,,,,,,,,,
5,OPBK,OP BANCORP,Financials,5,15.42,,,,,,,,,,,,,,,,
6,PPL,PPL Corporation,Utilities,6,36.549999,,,,,,,,,,,,,,,,
7,NKTR,NEKTAR THERAPEUTICS,Health Care,7,70.714996,,21,69.360001,0.01953568,,,,,,,,,,,,
8,SO,Southern Company,Utilities,8,97.68,,33,96.599998,0.01118015,,,,,,,,,,,,
9,VREX,VAREX IMAGING CORP,Health Care,9,10.905,,,,,,,,,,,,,,,,
10,CME,CME Group,Financials,10,252.899994,,,,,15,249.240005,,,,,,,,,,
11,EGBN,EAGLE BANCORP INC,Financials,11,28.0812,,,,,,,,,,,,,,,,
12,JCI,Johnson Controls,Industrials,12,143.145004,,,,,,,,,,,,,,,,
13,EXC,Exelon,Utilities,13,47.625,,26,47.279999,0.00729698,,,,,,,,,,,,
14,UFPI,UFP INDUSTRIES INC,Industrials,14,87.290001,,,,,,,,,,,,,,,,
15,CNP,CenterPoint Energy,Utilities,15,44.610001,,17,44.209999,0.00904777,,,,,,,,,,,,
16,DXC,DXC TECHNOLOGY,Information Technology,16,9.715,,,,,,,,,,,,,,,,
17,HP,HELMERICH & PAYNE INC,Energy,17,35.855,,,,,,,,,,,,,,,,
18,NWFL,NORWOOD FINANCIAL CORP,Financials,18,32.400002,,,,,,,,,,,,,,,,
19,NRG,NRG Energy,Utilities,19,142.895004,,38,143.089996,-0.00136272,,,,,,,,,,,,
20,ATO,Atmos Energy,Utilities,20,179.529999,,,,,,,,,,,,,,,,
21,EXE,Expand Energy,Energy,21,92.550003,,14,91.730003,0.00893928,,,,,,,,,,,,
22,CMRE,COSTAMARE INC,Industrials,22,15.82,,9,15.65,0.01086262,,,,,,,,,,,,
23,LYB,LyondellBasell,Materials,23,60.957199,,5,61.709999,-0.01219900,,,,,,,,,,,,
24,SR,SPIRE INC,Utilities,24,83.669998,,13,82.57,0.01332201,,,,,,,,,,,,
25,SRE,Sempra,Utilities,25,93.809998,,,,,,,,,,,,,,,,
26,TMP,TOMPKINS FINANCIAL CORP,Financials,26,97.760002,,,,,,,,,,,,,,,,
27,NUE,Nucor,Materials,27,242.559998,,,,,,,,,,,,,,,,
28,SGP,SPYGLASS PHARMA INC SHS,Health Care,28,21.26,,,,,,,,,,,,,,,,
29,OGS,ONE GAS INC,Utilities,29,80.724998,,29,80.029999,0.00868423,,,,,,,,,,,,
30,EFOR,EVERFORTH INC,Information Technology,30,20.495001,,,,,,,,,,,,,,,,
31,ATLO,AMES NATIONAL CORP,Financials,31,30.225,,,,,,,,,,,,,,,,
32,NE,NOBLE CORPORATION PLC,Energy,32,43.029999,,30,43.110001,-0.00185576,,,,,,,,,,,,
33,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,33,16.68,,12,16.5,0.01090909,,,,,,,,,,,,
34,AEP,American Electric Power,Utilities,34,136.339996,,,,,,,,,,,,,,,,
35,BKR,Baker Hughes,Energy,35,58.130001,,,,,,,,,,,,,,,,
36,KMT,KENNAMETAL INC,Industrials,36,35.330002,,,,,,,,,,,,,,,,
37,SWK,Stanley Black & Decker,Industrials,37,90.720001,,,,,24,89.269997,,,,,,,,,,
38,ITW,Illinois Tool Works,Industrials,38,281.774994,,,,,,,,,,,,,,,,
39,NVGS,NAVIGATOR HOLDINGS LTD,Energy,39,21.790001,,18,21.695,0.00437894,,,,,,,,,,,,
40,PKG,Packaging Corporation of America,Materials,40,237.809998,,16,234.110001,0.01580452,,,,,,,,,,,,
41,ED,Consolidated Edison,Utilities,41,114.050003,,,,,,,,,,,,,,,,
42,EFX,Equifax,Industrials,42,172.289993,,,,,,,,,,,35,180.080002,,,,
43,CMCO,COLUMBUS MCKINNON CORP,Industrials,43,15.88,,,,,,,,,,,,,,,,
44,ICE,Intercontinental Exchange,Financials,44,143.270004,,,,,16,142.535004,,,,,,,,,,
45,TALO,TALOS ENERGY INC,Energy,45,15.255,,25,15.265,-0.00065509,30,15.27,-0.00032744,,,,,,,,,
46,BWFG,BANKWELL FINANCIAL GROUP INC,Financials,46,61.025002,,,,,,,,,,,,,,,,
47,PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,47,33.895,,,,,,,,,,,,,,37,33.310001,
48,MOS,Mosaic Company (The),Materials,48,22.705,,,,,50,22.790001,,,,,,,,,,
49,ETN,Eaton Corporation,Industrials,49,410.054993,,24,415.100006,-0.01215373,,,,,,,,,,,,
50,USLM,UNITED STATES LIME AND MINERALS IN,Materials,50,107.349998,,,,,,,,,,,,,,,,
