current_rank,ticker,name,sector,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-19__predicted_rank,2026-06-19__close,2026-06-19__next_snapshot_return
1,MRVL,Marvell Technology,Information Technology,1,279.0400085449219,,,,
2,AMAT,Applied Materials,Information Technology,2,585.8800048828125,,2,592.9199829101562,
3,MU,Micron Technology,Information Technology,3,1051.77001953125,,1,1043.18994140625,
4,KLAC,KLA Corporation,Information Technology,4,244.49000549316406,,3,238.72999572753906,
5,LRCX,Lam Research,Information Technology,5,371.3299865722656,,4,374.17999267578125,
6,TER,Teradyne,Information Technology,6,420.1199951171875,,5,408.55999755859375,
7,DELL,Dell Technologies,Information Technology,7,427.7799987792969,,7,419.32000732421875,
8,HPE,Hewlett Packard Enterprise,Information Technology,8,48.91999816894531,,13,48.20000076293945,
9,GNRC,Generac,Industrials,9,274.5400085449219,,21,268.20001220703125,
10,WDC,Western Digital,Information Technology,10,670.75,,6,712.1300048828125,
11,ADI,Analog Devices,Information Technology,11,407.260009765625,,33,414.45001220703125,
12,AMD,Advanced Micro Devices,Information Technology,12,519.8499755859375,,8,512.47998046875,
13,INTC,Intel,Information Technology,13,132.27999877929688,,14,121.0999984741211,
14,MRNA,Moderna,Health Care,14,61.0,,12,61.79999923706055,
15,EMR,Emerson Electric,Industrials,15,143.13999938964844,,11,149.0,
16,TXN,Texas Instruments,Information Technology,16,304.3599853515625,,32,301.8800048828125,
17,CAT,Caterpillar Inc.,Industrials,17,984.239990234375,,34,955.9199829101562,
18,ETN,Eaton Corporation,Industrials,18,405.2799987792969,,19,409.6400146484375,
19,AME,Ametek,Industrials,19,234.0800018310547,,28,231.27000427246094,
20,Q,Qnity Electronics,Information Technology,20,161.19000244140625,,17,156.72000122070312,
21,NXPI,NXP Semiconductors,Information Technology,21,299.94000244140625,,23,298.20001220703125,
22,NTAP,NetApp,Information Technology,22,157.82000732421875,,53,154.80999755859375,
23,ROK,Rockwell Automation,Industrials,23,456.3599853515625,,26,458.69000244140625,
24,ON,ON Semiconductor,Information Technology,24,117.05999755859375,,44,112.91999816894531,
25,VRT,Vertiv,Industrials,25,318.32000732421875,,50,317.5799865722656,
26,CMI,Cummins,Industrials,26,699.0499877929688,,48,717.780029296875,
27,SWKS,Skyworks Solutions,Information Technology,27,,,63,69.37999725341797,
28,APH,Amphenol,Information Technology,28,158.6999969482422,,16,161.11000061035156,
29,GEV,GE Vernova,Industrials,29,1034.97998046875,,20,1048.8599853515625,
30,STX,Seagate Technology,Information Technology,30,1038.5899658203125,,10,1066.0699462890625,
31,ABT,Abbott Laboratories,Health Care,31,90.52999877929688,,59,88.5,
32,FLEX,Flex Ltd.,Information Technology,32,151.85000610351562,,,,
33,PCAR,Paccar,Industrials,33,116.77999877929688,,51,117.33999633789062,
34,BAX,Baxter International,Health Care,34,20.100000381469727,,31,19.389999389648438,
35,MCHP,Microchip Technology,Information Technology,35,93.26000213623047,,25,94.11000061035156,
36,APTV,Aptiv,Consumer Discretionary,36,61.41999816894531,,18,62.869998931884766,
37,BBY,Best Buy,Consumer Discretionary,37,75.1500015258789,,35,73.0999984741211,
38,HUM,Humana,Health Care,38,359.1300048828125,,49,362.0,
39,HOOD,Robinhood Markets,Financials,39,103.25,,41,105.19999694824219,
40,RVTY,Revvity,Health Care,40,99.9000015258789,,54,97.81999969482422,
41,MDT,Medtronic,Health Care,41,80.62999725341797,,62,78.13999938964844,
42,ANET,Arista Networks,Information Technology,42,162.1999969482422,,24,164.92999267578125,
43,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,43,20.389999389648438,,22,19.829999923706055,
44,CDW,CDW Corporation,Information Technology,44,130.05999755859375,,46,126.69999694824219,
45,MGM,MGM Resorts,Consumer Discretionary,45,46.91999816894531,,36,46.939998626708984,
46,EW,Edwards Lifesciences,Health Care,46,86.94999694824219,,43,86.68000030517578,
47,LUV,Southwest Airlines,Industrials,47,49.40999984741211,,47,46.65999984741211,
48,ZBH,Zimmer Biomet,Health Care,48,87.56999969482422,,57,87.16000366210938,
49,TECH,Bio-Techne,Health Care,49,56.2599983215332,,29,55.0,
50,DLTR,Dollar Tree,Consumer Staples,50,113.41000366210938,,69,106.41000366210938,
51,UAL,United Airlines Holdings,Industrials,51,121.55000305175781,,38,115.83000183105469,
