current_rank,ticker,name,sector,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return
1,MRVL,Marvell Technology,Information Technology,1,279.0400085449219,
2,AMAT,Applied Materials,Information Technology,2,585.8800048828125,
3,MU,Micron Technology,Information Technology,3,1051.77001953125,
4,KLAC,KLA Corporation,Information Technology,4,244.49000549316406,
5,LRCX,Lam Research,Information Technology,5,371.3299865722656,
6,TER,Teradyne,Information Technology,6,420.1199951171875,
7,WDC,Western Digital,Information Technology,7,670.75,
8,ADI,Analog Devices,Information Technology,8,407.260009765625,
9,AMD,Advanced Micro Devices,Information Technology,9,519.8499755859375,
10,INTC,Intel,Information Technology,10,132.27999877929688,
11,OKTA,"Okta, Inc. - Class A Common Stock",,11,118.16000366210938,
12,TXN,Texas Instruments,Information Technology,12,304.3599853515625,
13,NXPI,NXP Semiconductors,Information Technology,13,299.94000244140625,
14,NTAP,NetApp,Information Technology,14,157.82000732421875,
15,ON,ON Semiconductor,Information Technology,15,117.05999755859375,
16,CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,16,272.0050048828125,
17,STX,Seagate Technology,Information Technology,17,1038.5899658203125,
18,FLEX,Flex Ltd.,Information Technology,18,151.85000610351562,
19,PCAR,Paccar,Industrials,19,116.77999877929688,
20,WWD,"Woodward, Inc. - Common Stock",,20,428.25,
21,MCHP,Microchip Technology,Information Technology,21,93.26000213623047,
22,ALAB,"Astera Labs, Inc. - Common Stock",,22,397.0199890136719,
23,CDW,CDW Corporation,Information Technology,23,130.05999755859375,
24,DLTR,Dollar Tree,Consumer Staples,24,113.41000366210938,
25,UAL,United Airlines Holdings,Industrials,25,121.55000305175781,
26,AVGO,Broadcom,Information Technology,26,380.1499938964844,
27,ICLR,ICON plc - Ordinary Shares,,27,142.6699981689453,
28,FSLR,First Solar,Information Technology,28,249.24000549316406,
29,GEHC,GE HealthCare,Health Care,29,63.720001220703125,
30,ROP,Roper Technologies,Information Technology,30,329.5400085449219,
31,TLN,Talen Energy Corporation - Common Stock,,31,411.9200134277344,
32,IDXX,Idexx Laboratories,Health Care,32,541.3099975585938,
33,NVDA,Nvidia,Information Technology,33,200.0399932861328,
34,CSCO,Cisco,Information Technology,34,121.1500015258789,
35,MPWR,Monolithic Power Systems,Information Technology,35,1423.760009765625,
36,QCOM,Qualcomm,Information Technology,36,204.1300048828125,
37,FFIV,"F5, Inc.",Information Technology,37,389.5299987792969,
38,NTRA,"Natera, Inc. - Common Stock",,38,234.75999450683594,
39,FTNT,Fortinet,Information Technology,39,148.0,
40,STRL,STERLING INFRASTRUCTURE INC,Industrials,40,892.25,
41,GH,GUARDANT HEALTH INC,Health Care,41,130.8300018310547,
42,VRTX,Vertex Pharmaceuticals,Health Care,42,468.4200134277344,
43,ILMN,"Illumina, Inc. - Common Stock",,43,164.92999267578125,
44,DXCM,Dexcom,Health Care,44,68.91999816894531,
45,MNST,Monster Beverage,Consumer Staples,45,93.69000244140625,
46,PANW,Palo Alto Networks,Information Technology,46,290.9150085449219,
47,KDP,Keurig Dr Pepper,Consumer Staples,47,30.8700008392334,
48,INCY,Incyte,Health Care,48,104.4000015258789,
49,NBIS,Nebius Group N.V. - Class A Ordinary Shares,,49,275.25,
50,EXPE,Expedia Group,Consumer Discretionary,50,245.07000732421875,
51,AEP,American Electric Power,Utilities,51,133.74000549316406,
52,ZBRA,Zebra Technologies,Information Technology,52,237.72000122070312,
53,SNDK,Sandisk,Information Technology,53,1963.5999755859375,
54,ARM,Arm Holdings plc - American Depositary Shares,,54,366.3900146484375,
55,PODD,Insulet Corporation,Health Care,55,143.89999389648438,
56,ISRG,Intuitive Surgical,Health Care,56,403.17999267578125,
57,COO,Cooper Companies (The),Health Care,57,66.1500015258789,
58,RVMD,"Revolution Medicines, Inc. - Common Stock",,58,169.50999450683594,
59,AMGN,Amgen,Health Care,59,347.010009765625,
60,STLD,Steel Dynamics,Materials,60,243.69000244140625,
61,DASH,DoorDash,Consumer Discretionary,61,171.52000427246094,
62,KMB,Kimberly-Clark,Consumer Staples,62,103.94999694824219,
63,MEDP,"Medpace Holdings, Inc. - Common Stock",,63,473.4800109863281,
64,BIIB,Biogen,Health Care,64,197.19000244140625,
65,EXC,Exelon,Utilities,65,46.619998931884766,
66,LNT,Alliant Energy,Utilities,66,74.56999969482422,
67,NTNX,"Nutanix, Inc. - Class A Common Stock",,67,47.88999938964844,
68,CDNS,Cadence Design Systems,Information Technology,68,379.05999755859375,
69,TTWO,Take-Two Interactive,Communication Services,69,242.63999938964844,
70,BKNG,Booking Holdings,Consumer Discretionary,70,168.94000244140625,
71,MDLZ,Mondelez International,Consumer Staples,71,61.060001373291016,
72,MAR,Marriott International,Consumer Discretionary,72,386.8299865722656,
73,EVRG,Evergy,Utilities,73,84.83999633789062,
74,XEL,Xcel Energy,Utilities,74,80.33000183105469,
75,PAYX,Paychex,Industrials,75,97.98999786376953,
76,JBHT,J.B. Hunt,Industrials,76,269.239990234375,
77,ARGX,argenx SE - American Depositary Shares,,77,853.4000244140625,
78,ODFL,Old Dominion,Industrials,78,217.5800018310547,
79,ROST,Ross Stores,Consumer Discretionary,79,229.0500030517578,
80,ROIV,Roivant Sciences Ltd. - Common Shares,,80,32.209999084472656,
81,RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",,81,62.36000061035156,
82,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",,82,269.1099853515625,
83,RPRX,Royalty Pharma plc - Class A Ordinary Shares,,83,55.349998474121094,
84,FAST,Fastenal,Industrials,84,45.599998474121094,
85,WYNN,Wynn Resorts,Consumer Discretionary,85,104.1500015258789,
86,NDSN,Nordson Corporation,Industrials,86,291.07000732421875,
87,MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,87,513.4299926757812,
88,ABNB,Airbnb,Consumer Discretionary,88,138.85000610351562,
89,BKR,Baker Hughes,Energy,89,58.68000030517578,
90,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",,90,161.44000244140625,
91,REGN,Regeneron Pharmaceuticals,Health Care,91,618.030029296875,
92,CRWD,CrowdStrike,Information Technology,92,680.9199829101562,
93,CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,,93,97.7699966430664,
94,AXON,Axon Enterprise,Industrials,94,433.0400085449219,
95,EA,Electronic Arts,Communication Services,95,203.52000427246094,
96,FER,Ferrovial N.V. - Ordinary Shares,,96,70.01000213623047,
97,WMT,Walmart,Consumer Staples,97,119.41999816894531,
98,CASY,Casey's,Consumer Staples,98,831.8900146484375,
99,PEP,PepsiCo,Consumer Staples,99,142.0500030517578,
100,NWSA,News Corp (Class A),Communication Services,100,24.979999542236328,
101,GILD,Gilead Sciences,Health Care,101,125.05000305175781,
102,LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",,102,97.69499969482422,
103,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,103,82.36000061035156,
104,LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",,104,94.7300033569336,
105,NWS,News Corp (Class B),Communication Services,105,28.299999237060547,
106,BBIO,BRIDGEBIO PHARMA INC,Health Care,106,68.62999725341797,
107,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,,107,107.68000030517578,
108,ADP,Automatic Data Processing,Industrials,108,220.5,
109,LIN,Linde plc,Materials,109,512.260009765625,
110,IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",,110,75.98999786376953,
111,WBD,Warner Bros. Discovery,Communication Services,111,26.8799991607666,
112,ESLT,Elbit Systems Ltd. - Ordinary Shares,,112,772.4500122070312,
113,CSX,CSX Corporation,Industrials,113,46.15999984741211,
114,HON,Honeywell,Industrials,114,222.3699951171875,
115,KHC,Kraft Heinz,Consumer Staples,115,22.469999313354492,
116,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,116,89.19000244140625,
117,DDOG,Datadog,Information Technology,117,220.57000732421875,
118,SNY,Sanofi - American Depositary Shares,,118,41.599998474121094,
119,CEG,Constellation Energy,Utilities,119,270.260009765625,
120,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",,120,71.83000183105469,
121,CHRW,C.H. Robinson,Industrials,121,178.83999633789062,
122,CTAS,Cintas,Industrials,122,168.8000030517578,
123,TMUS,T-Mobile US,Communication Services,123,184.57000732421875,
124,DKNG,DraftKings Inc. - Class A Common Stock,,124,25.149999618530273,
125,BNTX,BioNTech SE - American Depositary Shares,,125,90.62000274658203,
126,FTAI,FTAI Aviation Ltd. - Common Stock,,126,262.0899963378906,
127,RIVN,"Rivian Automotive, Inc. - Class A Common Stock",,127,14.890000343322754,
128,GRAB,Grab Holdings Limited - Class A Ordinary Shares,,128,3.4600000381469727,
129,ORLY,O’Reilly Automotive,Consumer Discretionary,129,87.54000091552734,
130,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",,130,288.17999267578125,
131,TRI,Thomson Reuters Corp - Common Shares,,131,80.70999908447266,
132,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",,132,66.18000030517578,
133,TEM,"Tempus AI, Inc. - Class A Common Stock",,133,48.61000061035156,
134,ASND,Ascendis Pharma A/S - Ordinary Share,,134,238.58999633789062,
135,AAPL,Apple Inc.,Information Technology,135,294.29998779296875,
136,TCOM,Trip.com Group Limited - American Depositary Shares,,136,45.5,
137,SBUX,Starbucks,Consumer Discretionary,137,101.05000305175781,
138,LOGI,Logitech International S.A. - Registered Shares,,138,104.38999938964844,
139,WDAY,"Workday, Inc.",Information Technology,139,115.12999725341797,
140,COST,Costco,Consumer Staples,140,957.6799926757812,
141,PSKY,Paramount Skydance Corporation,Communication Services,141,9.71500015258789,
142,PYPL,PayPal,Financials,142,41.70000076293945,
143,TSCO,Tractor Supply,Consumer Discretionary,143,29.68000030517578,
144,GEN,Gen Digital,Information Technology,144,23.260000228881836,
145,MDLN,Medline Inc. - Class A common stock,,145,35.29999923706055,
146,RGLD,"Royal Gold, Inc. - Common Stock",,146,206.61000061035156,
147,CMCSA,Comcast,Communication Services,147,22.799999237060547,
148,MELI,"MercadoLibre, Inc. - Common Stock",,148,1583.6600341796875,
149,SNPS,Synopsys,Information Technology,149,461.5,
150,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,150,282.6499938964844,
151,MDB,"MongoDB, Inc. - Class A Common Stock",,151,320.9700012207031,
152,GFS,GlobalFoundries Inc. - Ordinary Share,,152,83.38999938964844,
153,EXE,Expand Energy,Energy,153,88.7300033569336,
154,TRMB,Trimble Inc.,Information Technology,154,49.189998626708984,
155,NXT,NEXTPOWER INC CLASS A,Industrials,155,120.63999938964844,
156,CRWV,"CoreWeave, Inc. - Class A Common Stock",,156,105.72000122070312,
157,HTHT,H World Group Limited - American Depositary Shares,,157,42.65999984741211,
158,FANG,Diamondback Energy,Energy,158,187.91000366210938,
159,META,Meta Platforms,Communication Services,159,562.2000122070312,
160,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,160,123.88999938964844,
161,MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",,161,372.1499938964844,
162,APP,AppLovin,Information Technology,162,467.0199890136719,
