current_rank,ticker,name,sector,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,Communication,1,1.35,,3,1.25,0.08,207,1.275,0.08695652
2,CDNL,CARDINAL INFRASTRUCTURE GROUP INC,Industrials,2,72.73,,519,79.1,-0.08053097,531,80.145,-0.02825553
3,GTY,GETTY REALTY REIT CORP,Real Estate,3,33.7,,1517,32.83,0.02650015,1671,32.945,0.00458996
4,FWRD,FORWARD AIR CORP,Industrials,4,13.08,,6,13.71,-0.04595186,14,13.62,0.00660793
5,RXT,RACKSPACE TECHNOLOGY INC,Information Technology,5,7.27,,7,6.835,0.06364301,112,6.875,-0.0533241
6,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,6,22.23,,1300,22.01,0.00999546,1315,22.095,-0.00632054
7,RBKB,RHINEBECK BANCORP INC,Financials,7,17.23,,511,16.7,0.03173653,736,17.275,-0.05059693
8,KSS,KOHLS CORP,Consumer Discretionary,8,17.53,,5,17.6,-0.00397727,381,17.845,0.02028986
9,ABSI,ABSCI CORP,Health Care,9,7.41,,274,8.4,-0.11785714,15,8.475,0.13360324
10,FDBC,FIDELITY D AND D BANCORP INC,Financials,10,50.81,,1133,48.6,0.04547325,134,49.22,-0.02154218
11,EBF,ENNIS INC,Industrials,11,21.42,,1440,20.46,0.04692082,1609,20.365,0.00639449
12,SVC,SERVICE PROPERTIES TRUST,Real Estate,12,1.71,,1658,1.66,0.03012048,1471,1.675,-0.01775148
13,ICHR,ICHOR HOLDINGS LTD,Information Technology,13,92.2,,505,99.61,-0.07439012,587,97.06,0.01014096
14,ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,14,7.16,,32,7.52,-0.04787234,421,7.625,-0.01955671
15,FISI,FINANCIAL INSTITUTIONS INC,Financials,15,38.4,,637,37.89,0.01346002,606,37.91,0.0141863
16,COHU,COHU INC,Information Technology,16,64.37,,556,70.07,-0.08134722,411,70.39,0.00965418
17,NIC,NICOLET BANKSHARES INC,Financials,17,152.35,,20,151.25,0.00727273,567,150.285,0.02996255
18,IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,18,4.44,,796,4.06,0.09359606,1144,4.085,0.03836317
19,XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary,19,6.82,,23,6.61,0.03177005,678,6.4786,-0.03221083
20,OFG,OFG BANCORP,Financials,20,48.03,,752,47.19,0.01780038,952,47.1,0.01135877
21,SPFI,SOUTH PLAINS FINANCIAL INC,Financials,21,41.63,,754,40.59,0.02562207,298,40.53,-0.00319253
22,UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,22,111.63,,525,123.14,-0.09347085,483,121.88,0.01533641
23,IIIN,INSTEEL INDUSTRIES INC,Industrials,23,28.8,,14,29.54,-0.02505078,439,29.39,0.01546923
24,ALDX,ALDEYRA THERAPEUTICS INC,Health Care,24,2.02,,17,2.05,-0.01463415,271,2.055,0.04591837
25,STGW,STAGWELL INC CLASS A,Communication,25,7.04,,1138,6.66,0.05705706,691,6.725,-0.00745156
26,CIVB,CIVISTA BANCSHARES INC,Financials,26,27.42,,808,26.82,0.02237136,409,26.82,-0.00111732
27,GNE,GENIE ENERGY LTD CLASS B,Utilities,27,14.23,,655,14.0,0.01642857,641,14.0,0.00143062
28,ATLO,AMES NATIONAL CORP,Financials,28,30.85,,741,29.8,0.0352349,1098,29.81,0.01154107
29,LADR,LADDER CAPITAL CORP CLASS A,Financials,29,10.24,,801,10.17,0.00688299,27,10.125,-0.00294118
30,AVBP,ARRIVENT BIOPHARMA INC,Health Care,30,33.74,,68,32.7,0.03180428,172,33.02,0.03024575
31,HIMS,HIMS HERS HEALTH INC CLASS A,Health Care,31,32.96,,231,33.54,-0.01729278,982,33.66,-0.05441218
32,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,32,32.17,,1260,30.25,0.06347107,1391,30.1,0.00464962
33,YORW,YORK WATER,Utilities,33,30.21,,1480,29.5,0.0240678,1590,29.49,-0.00101592
34,FORR,FORRESTER RESEARCH INC,Industrials,34,7.35,,751,7.11,0.03375527,1239,6.93,0.06119403
35,BBBY,BED BATH AND BEYOND INC,Consumer Discretionary,35,6.61,,1195,5.83,0.13379074,740,6.035,-0.01686341
36,RCKT,ROCKET PHARMACEUTICALS INC,Health Care,36,3.47,,1095,3.46,0.00289017,1009,3.435,0.03283582
37,ATEX,ANTERIX INC,Communication,37,79.98,,77,77.02,0.03843158,88,75.61,0.03340937
38,JMSB,JOHN MARSHALL BANCORP INC,Financials,38,21.89,,791,21.51,0.0176662,1085,21.425,0.00938527
39,TMCI,TREACE MEDICAL CONCEPTS INC,Health Care,39,4.49,,355,4.01,0.11970075,276,4.035,-0.04295943
40,KRRO,KORRO BIO INC,Health Care,40,13.71,,2,13.9,-0.01366906,869,13.64,0.07005389
41,ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,41,21.66,,47,21.33,0.01547117,433,21.52,0.00755786
42,MAX,MEDIAALPHA INC CLASS A,Communication,42,10.35,,64,10.18,0.01669941,508,10.32,0.00493583
43,CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,43,272.005,,450,302.52,-0.10086936,3,303.715,0.11290145
44,EGBN,EAGLE BANCORP INC,Financials,44,28.25,,813,27.82,0.01545651,673,27.75,0.00797101
45,MCHB,MECHANICS BANCORP CLASS A,Financials,45,15.31,,781,14.89,0.02820685,660,14.95,0.01568895
46,CURV,TORRID HOLDINGS INC,Consumer Discretionary,46,1.95,,96,1.91,0.02094241,503,1.88,-0.01036269
47,MVBF,MVB FINANCIAL CORP,Financials,47,28.25,,746,27.76,0.0176513,657,27.63,0.00470503
48,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials,48,11.09,,43,10.99,0.00909918,57,11.095,-0.00090909
49,CATY,CATHAY GENERAL BANCORP,Financials,49,60.89,,778,59.95,0.01567973,1109,59.95,0.01455407
50,SVCO,SILVACO GROUP INC,Information Technology,50,12.88,,29,13.2,-0.02424242,43,13.195,-0.01123596
51,ACMR,ACM RESEARCH CLASS A INC,Information Technology,51,99.12,,365,103.17,-0.0392556,315,104.52,-0.06098116
52,OCUL,OCULAR THERAPEUTIX INC,Health Care,52,10.115,,25,9.97,0.01454363,73,10.03,0.05726405
53,IVT,INVENTRUST PROPERTIES CORP,Real Estate,53,35.01,,48,34.46,0.01596053,563,34.675,0.00378678
54,LMB,LIMBACH HOLDINGS INC,Industrials,54,81.45,,993,81.76,-0.00379159,1378,81.645,0.02008734
55,TRIP,TRIPADVISOR INC,Communication,55,12.39,,551,12.36,0.00242718,164,12.745,-0.0466641
56,MASS,908 DEVICES INC,Information Technology,56,8.73,,30,8.66,0.00808314,7,8.8,-0.02146893
57,CHCO,CITY HOLDING,Financials,57,129.62,,867,127.82,0.0140823,786,128.34,0.00550661
