current_rank,ticker,name,sector,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return
1,TMUS,T-Mobile US,Communication Services,1,182.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,QCOM,Qualcomm,Information Technology,2,166.610001,,1,170.479996,-0.02270058,,,,1,164.779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,EXE,Expand Energy,Energy,3,99.980003,,,,,,,,7,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96.279999,,,,,4,97.559998,,,,,,,,,,,,,
4,AAPL,Apple Inc.,Information Technology,4,325.130005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ULTA,Ulta Beauty,Consumer Discretionary,5,545.659973,,,,,,,,,,,4,543.190002,,6,537.219971,0.01111282,2,538.76001,-0.00285849,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,548.659973,,,,,6,538.789978,,,,,,,
6,SBAC,SBA Communications,Real Estate,6,188.809998,,15,189.660004,-0.00448174,14,190.949997,-0.00675566,,,,11,185.979996,,,,,15,185.070007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,187.899994,
7,APA,APA Corporation,Energy,7,44.299999,,,,,,,,,,,,,,,,,,,,29,43.860001,,,,,,,,,,,27,41.345001,,28,40.650002,0.01709715,34,39.73,0.02315636,9,39.970001,-0.00600453,14,40.619999,-0.01600192,,,,15,37.630001,,,,,,,,,,
8,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",,8,246.110001,,11,240.690002,0.02251859,11,237.100006,0.01514127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,DOCU,"DocuSign, Inc. - Common Stock",,9,64.639999,,13,66.269997,-0.02459632,12,64.0,0.03546870,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,61.389999,,,,,,,,,,,13,59.639999,,,,,,,,,,,,,
10,OKTA,"Okta, Inc. - Class A Common Stock",,10,166.429993,,14,173.039993,-0.03819926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,150.330002,,24,150.770004,-0.00291837,,,,,,,,,,,,
