current_rank,ticker,name,sector,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return
1,SBRA,SABRA HEALTH CARE REIT,Real Estate,1,20.940001,,,,,,,,,,,3,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,2,27.655001,,21,26.844999,0.03017329,,,,,,,,,,,,,,,,,,,,,,,,,23,26.764999,,,,,35,26.299999,,,,,,,,,,,,,,,,,,,,,,,,,
3,TMUS,T-Mobile US,Communication Services,3,182.160004,,,,,,,,,,,,,,,,,,,,,,,,,,30,184.630005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SD,SANDRIDGE ENERGY INC,Energy,4,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ADM,Archer Daniels Midland,Consumer Staples,5,84.550003,,18,81.300003,0.03997540,,,,,,,,,,,,,,,,,,,,,,,,,7,83.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,6,16.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,LXU,LSB INDUSTRIES,Materials,7,11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CRC,CALIFORNIA RESOURCES,Energy,8,53.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,53.884998,,,,,,,,,,,,,,,,,,,,,,,,,
9,LIVN,LIVANOVA PLC,Health Care,9,80.160004,,,,,50,80.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,82.089996,,,,,,,,,,,,,,,,,,,,,,,,,
10,GDDY,GoDaddy,Information Technology,10,100.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
