current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,CRM,Salesforce,Information Technology,1,182.979996,,6,173.550003,0.05433588,,,,,,,,,,,,,33,173.770004,,,,
2,GILD,Gilead Sciences,Health Care,2,134.820007,,,,,,,,,,,,,,,,,,,,,,
3,TPG,TPG Inc. - Class A Common Stock,,3,43.869999,,,,,,,,,,,,,,,,,,,,,,
4,OTIS,Otis Worldwide,Industrials,4,74.019997,,,,,,,,,,,,,,,,,,,,,,
5,RMD,ResMed,Health Care,5,209.184998,,,,,,,,,,,,,,,,,,,,,,
6,OPCH,OPTION CARE HEALTH INC,Health Care,6,22.809999,,,,,,,,,,,,,,,,,,,,,,
7,NOW,ServiceNow,Information Technology,7,111.290001,,,,,,,,,,,,,,,,,,,,,,
8,MSFT,Microsoft,Information Technology,8,397.470001,,,,,,,,,,,,,,,,,20,402.290009,,,,
9,TYL,Tyler Technologies,Information Technology,9,333.174988,,,,,,,,,,,,,,,,,11,317.920013,,4,319.51001,-0.00497636
10,FOXA,Fox Corporation (Class A),Communication Services,10,57.814999,,,,,,,,,,,,,,,,,21,57.48,,,,
11,CFFI,C AND F FINANCIAL CORP,Financials,11,82.694901,,,,,,,,,,,,,,,,,,,,,,
12,PFE,Pfizer,Health Care,12,25.219999,,,,,,,,,,,,,,,,,,,,,,
13,GRMN,Garmin,Consumer Discretionary,13,253.425003,,,,,,,,,,,,,,,,,,,,34,249.559998,
14,TMDX,TRANSMEDICS GROUP INC,Health Care,14,75.199997,,,,,,,,,,,,,,,,,,,,,,
15,DOLE,DOLE PLC,Consumer Staples,15,14.3389,,,,,,,,,,,,,,,,,,,,,,
16,PPG,PPG Industries,Materials,16,121.220001,,,,,,,,,,,,,,,,,,,,,,
17,TTWO,Take-Two Interactive,Communication Services,17,247.270004,,,,,,,,,,,,,,,,,,,,,,
18,MRBK,MERIDIAN CORP,Financials,18,20.370001,,,,,,,,,,,,,,,,,,,,,,
19,PODD,Insulet Corporation,Health Care,19,168.565002,,,,,,,,,,,,,,,,,9,167.369995,,31,164.059998,0.02017553
20,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,20,20.99,,,,,,,,,,,,,,,,,,,,,,
21,SYF,Synchrony Financial,Financials,21,76.550003,,,,,,,,,,,,,,,,,,,,,,
22,LMAT,LEMAITRE VASCULAR INC,Health Care,22,102.419998,,,,,,,,,,,,,,,,,,,,,,
23,TAP,Molson Coors Beverage Company,Consumer Staples,23,42.52,,41,41.150002,0.03329278,,,,,,,,,,,,,,,,,,
24,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,,24,130.339996,,,,,,,,,,,,,,,,,,,,,,
25,TJX,TJX Companies,Consumer Discretionary,25,160.020004,,,,,,,,,,,,,,,,,,,,,,
26,ABNB,Airbnb,Consumer Discretionary,26,151.770004,,,,,,,,,,,,,,,,,,,,,,
27,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,27,41.82,,17,41.490002,0.00795368,,,,,,,,,,,,,,,,,,
28,FIVN,FIVE9 INC,Information Technology,28,27.1511,,,,,,,,,,,,,,,,,,,,,,
29,TIPT,TIPTREE INC,Financials,29,18.309999,,,,,,,,,,,,,,,,,,,,,,
30,DUOL,"Duolingo, Inc. - Class A Common Stock",,30,140.875,,,,,,,,,,,,,,,,,,,,,,
31,GIS,General Mills,Consumer Staples,31,37.749901,,,,,,,,,,,,,,,,,,,,,,
32,SLB,Schlumberger,Energy,32,50.27,,,,,,,,,,,,,,,,,,,,,,
33,HD,Home Depot (The),Consumer Discretionary,33,343.779999,,,,,,,,,,,,,,,,,,,,,,
34,ORLY,O’Reilly Automotive,Consumer Discretionary,34,91.305099,,,,,,,,,,,,,,,,,,,,,,
35,EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,35,21.469999,,,,,,,,,,,,,,,,,,,,,,
36,IDXX,Idexx Laboratories,Health Care,36,569.618103,,,,,,,,,,,,,,,,,,,,,,
37,DD,DuPont,Materials,37,140.475006,,,,,,,,,,,,,,,,,,,,,,
