current_rank,ticker,name,sector,2026-07-02__predicted_rank,2026-07-02__close,2026-07-02__next_snapshot_return,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,1,7.68,,475,7.92,-0.030303030303030276,517,7.84,0.010204081632652962,115,7.73,0.014230271668822736,1105,7.13,0.0841514726507715,977,7.0,0.01857142857142846,1059,6.6,0.06060606060606055,1147,5.95,0.10924369747899143,1409,5.28,0.12689393939393945,1861,5.035,0.10000000000000009
2,STTK,SHATTUCK LABS INC,Health Care,2,6.78,,50,6.51,0.04147465437788034,651,6.94,-0.06195965417867444,659,6.85,0.013138686131386912,,,,,,,,,,,,,,,,,,
3,TARS,TARSUS PHARMACEUTICALS INC,Health Care,3,63.535,,706,60.889999,0.04343900547608803,170,62.939999,-0.032570702773604965,201,61.259998,0.027424111244665594,121,62.919998,-0.02638270903950124,157,64.339996,-0.022070222074617507,286,67.110001,-0.04127559169608708,400,66.169998,0.014205879226413032,542,63.560001,0.0410635141431166,176,63.43,0.006333138062064592
4,CHCI,COMSTOCK HOLDING COMPANIES INC CLA,Real Estate,4,16.450001,,635,16.594999,-0.009036084337349481,757,15.99,0.037836085053158275,556,15.875,0.006926952141057985,,,,,,,,,,,,,,,,,,
5,ZURA,ZURA BIO LTD CLASS A,Health Care,5,5.155,,14,5.005,0.029970029970030065,615,5.9,-0.1516949152542374,548,5.63,0.047957371225577416,,,,,,,,,,,,,,,,,,
6,PRLD,PRELUDE THERAPEUTICS INC,Health Care,6,5.03,,29,4.91,0.024439918533604832,508,5.33,-0.07879924953095685,42,4.93,0.08113590263691695,,,,,,,,,,,,,,,,,,
7,SI,SHOULDER INNOVATIONS INC,Health Care,7,21.290001,,6,20.629999,0.032492723933427614,271,20.219999,0.017258283172668643,359,20.98,-0.041251825509720175,519,22.76,-0.07942083898987107,497,21.610001,0.05321605491827608,543,19.77,0.09307035912999506,644,19.290001,0.02488330612320855,187,17.77,0.08553747889701757,903,17.98,-0.04204846587862354
8,GENB,GENERATE BIOMEDICINES INC,Health Care,8,16.735001,,36,16.5,0.014242484848484782,26,16.870001,-0.021932482398785758,467,16.91,-0.002365405085748229,,,,,,,,,,,,,,,,,,
9,ORMP,ORAMED PHARMACEUTICALS INC,Health Care,9,4.5299,,4,4.61,-0.017375271149674743,274,4.81,-0.04158004158004147,9,4.64,0.03663793103448265,,,,,,,,,,,,,,,,,,
10,MQ,MARQETA INC CLASS A,Financials,10,17.344999,,9,16.620001,0.04362201903597973,595,4.06,0.024661037278732145,84,4.18,-0.028708133971291905,1109,4.18,0.0,1213,3.95,0.05822784810126569,1099,3.97,-0.005037783375314908,1567,3.83,0.036553524804177506,1656,3.76,0.018617021276595924,980,3.775,-0.030927835051546393
11,TWIN,TWIN DISC INC,Industrials,11,22.735001,,10,22.65,0.003752803532008908,299,23.200001,-0.02370693863332174,333,23.540001,-0.01444349981123616,,,,,,,,,,,,,,,,,,
12,EIKN,EIKON THERAPEUTICS INC,Health Care,12,12.33,,58,12.25,0.0065306122448980375,825,13.05,-0.06130268199233724,740,12.74,0.024332810047095865,,,,,,,,,,,,,,,,,,
13,ANRO,ALTO NEUROSCIENCE INC,Health Care,13,25.01,,25,24.959999,0.002806695958031513,10,26.42,-0.0541871941715496,462,28.02,-0.058781617385108564,,,,,,,,,,,,,,,,,,
14,DSGN,DESIGN THERAPEUTICS INC,Health Care,14,14.41,,373,14.66,-0.017053206002728527,465,14.47,0.01313061506565294,411,14.24,0.016151685393258397,97,13.35,0.06666666666666665,264,13.44,-0.006696428571428603,685,13.78,-0.02467343976777936,629,13.74,0.0029112081513826826,351,13.7,0.0029197080291971655,771,13.555,0.1012861736334405
15,ONT,ONTERRIS INC,Industrials,15,20.17,,429,20.6,-0.021823519795173496,408,20.23,0.019297427971174175,529,20.395,-0.008819206271435509,432,20.047001,0.017714520074125772,16,18.190001,0.10208905431066229,1120,17.799999,0.021910225950012574,1072,16.799999,0.05952381306689358,1232,16.309999,0.030042920296929454,1180,16.33,-0.0511926671790186
16,AVBC,AVIDIA BANCORP INC,Financials,16,21.030001,,288,21.459999,-0.02140525825965567,8,20.995001,0.022391567413053926,293,21.209999,-0.007328557919621725,,,,,,,,,,,,,,,,,,
17,ELVN,ENLIVEN THERAPEUTICS INC,Health Care,17,49.59,,34,48.759998,0.0170221910181374,617,50.75,-0.03921186206896543,657,50.849998,-0.0019665290842292293,567,50.080002,0.015375318874787602,135,49.119999,0.019544035414170047,267,47.77,0.02826039355243881,821,48.599998,-0.0170781488509526,314,45.959999,0.05744123275546631,177,46.78,0.019068759160477233
18,LWAY,LIFEWAY FOODS INC,Consumer Staples,18,29.57,,495,29.450001,0.004074668792031666,497,29.84,-0.013069671581769415,617,29.92,-0.002673796791443861,442,29.389999,0.018033379313827202,687,30.33,-0.03099244971974935,918,29.75,0.019495798319327573,932,28.610001,0.03984617127416379,561,26.43,0.0824820658342793,496,26.18,0.03932363350373569
19,ESTA,ESTABLISHMENT LABS INC,Health Care,19,88.855003,,5,89.230003,-0.0042026222951040415,24,85.809998,0.03985555389478046,27,87.419998,-0.01841683867345789,,,,,,,,,,,,,,,,,,
20,CLPT,CLEARPOINT NEURO INC,Health Care,20,18.42,,283,18.719999,-0.01602558846290536,33,17.84,0.049327298206278014,500,19.43,-0.08183221821924858,311,18.48,0.051406926406926345,224,17.959999,0.028953286690049485,394,17.98,-0.0011124026696329725,476,18.530001,-0.029681649774330743,327,17.059999,0.08616659356193379,325,17.77,-0.03995503657850297
21,PCVX,VAXCYTE INC,Health Care,21,57.619999,,35,56.080002,0.027460715853754758,730,58.130001,-0.03526576577901663,874,57.720001,0.007103256980192985,140,56.52,0.021231440198159923,296,53.68,0.05290611028315961,36,53.869999,-0.0035269909695004875,984,51.959999,0.036759046127002426,928,52.110001,-0.0028785645196973686,1058,51.685,0.013024922492708368
22,PGEN,PRECIGEN INC,Health Care,22,5.375,,658,5.25,0.023809523809523725,717,5.7,-0.07894736842105265,779,5.92,-0.03716216216216217,560,5.86,0.010238907849829282,652,5.52,0.061594202898550776,680,5.4,0.022222222222222143,745,5.36,0.00746268656716409,707,5.38,-0.0037174721189590088,193,5.285,0.1161825726141077
23,IRWD,IRONWOOD PHARMA INC CLASS A,Health Care,23,4.335,,113,4.12,0.05218446601941751,102,4.21,-0.02137767220902609,673,4.3,-0.020930232558139528,233,4.13,0.041162227602905554,564,3.84,0.07552083333333326,565,3.91,-0.017902813299232823,211,3.86,0.012953367875647714,1002,3.82,0.010471204188481575,1198,3.815,0.07909604519774005
24,PVLA,PALVELLA THERAPEUTICS INC,Health Care,24,141.020004,,90,138.259995,0.019962455517230415,756,152.820007,-0.0952755616612424,774,154.839996,-0.013045653914896871,635,148.210007,0.0447337472968341,846,136.199997,0.08817922367501962,567,129.839996,0.048983373351305204,1084,118.68,0.09403434445567926,1039,118.839996,-0.0013463144175803743,1117,119.96,0.05075153051726855
25,DTIL,PRECISION BIOSCIENCES INC,Health Care,25,8.07,,164,7.88,0.02411167512690371,342,7.86,0.0025445292620864812,285,7.92,-0.007575757575757569,,,,,,,,,,,,,,,,,,
26,MMED,MINIMED INC,Health Care,26,15.61,,2,15.19,0.02764976958525356,596,14.95,0.016053511705685697,231,14.88,0.0047043010752687575,,,,,,,,,,,,,,,,,,
27,FWRD,FORWARD AIR CORP,Industrials,27,13.765,,22,14.09,-0.023066004258339157,47,13.51,0.04293116210214665,14,14.43,-0.0637560637560638,19,14.855,-0.029589778076664408,4,14.29,0.03953813855843258,8,13.39,0.0672143390589992,4,13.08,0.023700305810397504,6,13.71,-0.04595185995623641,14,13.62,0.006607929515418665
28,TLSI,TRISALUS LF SC CM A,Health Care,28,4.51,,119,4.46,0.011210762331838486,20,4.55,-0.01978021978021971,93,4.74,-0.040084388185654074,155,4.73,0.0021141649048626032,6,4.37,0.08237986270022901,48,4.16,0.05048076923076916,151,4.03,0.032258064516129004,62,4.2,-0.04047619047619044,39,4.08,0.02941176470588247
29,NKTR,NEKTAR THERAPEUTICS,Health Care,29,65.910004,,1337,64.389999,0.02360622804171797,1173,69.809998,-0.07763929458929353,1334,65.389999,0.06759441914045583,,,,,,,,,,,,,,,,,,
30,GYRE,GYRE THERAPEUTICS INC,Health Care,30,6.85,,107,6.52,0.05061349693251538,15,6.59,-0.01062215477996964,1229,6.45,0.021705426356589008,1184,6.29,0.025437201907790197,1175,6.23,0.009630818619582593,1152,6.48,-0.038580246913580196,1314,6.13,0.057096247960848334,1211,6.13,0.0,1402,6.25,-0.019199999999999995
31,ATRC,ATRICURE INC,Health Care,31,31.18,,71,29.73,0.048772283888328216,261,27.98,0.06254467476769121,152,28.700001,-0.025087141983026418,117,30.18,-0.04903906560636184,383,28.129999,0.07287597130735768,510,28.280001,-0.0053041723725538725,576,28.440001,-0.005625878845784804,562,28.440001,0.0,236,28.635,-0.01249993098958102
32,VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,32,19.059999,,131,18.48,0.0313852272727273,247,18.370001,0.005987969189549913,752,18.790001,-0.02235231387161718,287,17.9,0.04972072625698343,534,17.389999,0.02932725873072206,595,17.32,0.004041512702078531,618,17.280001,0.0023147568104886496,219,17.629999,-0.01985241178970021,1143,17.64,0.06013229465618131
33,ICHR,ICHOR HOLDINGS LTD,Information Technology,33,100.940002,,432,111.769997,-0.09689536808344013,647,112.279999,-0.004542233741915203,459,105.459999,0.06466906945447626,94,94.0,0.12191488297872333,44,95.029999,-0.010838672112371661,177,89.379997,0.06321327130946308,13,92.199997,-0.030585684292375737,505,99.610001,-0.07439016088354422,587,97.06,0.010140959231913937
34,LAUR,LAUREATE EDUCATION INC,Consumer Discretionary,34,37.560001,,781,37.34,0.0058918318157470395,1305,36.32,0.02808370044052877,938,36.360001,-0.0011001374834944677,248,37.119999,-0.020474084603289033,260,36.5,0.016986273972602772,270,36.849998,-0.009497910963251588,215,36.580002,0.007380972805851593,809,37.189999,-0.016402178445877325,192,37.28,0.020861899533351602
35,COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,35,37.009998,,96,35.869999,0.031781405959894204,159,36.200001,-0.00911607709624096,156,35.98,0.006114535853251946,103,36.59,-0.01667122164525847,514,34.84,0.0502296211251434,505,35.580002,-0.020798256278906302,244,34.619999,0.027729723504613668,1292,33.450001,0.034977517638938194,469,33.36,-0.002683363068474498
36,STOK,STOKE THERAPEUTICS INC,Health Care,36,32.445,,169,32.709999,-0.008101467688825137,140,32.720001,-0.00030568458723456704,374,32.389999,0.010188391793405138,82,32.0,0.012187468750000097,1201,30.4,0.05263157894736836,1166,30.389999,0.000329088526787924,1067,31.110001,-0.023143747247067026,1144,30.969999,0.004520568437861305,1345,31.44,-0.0009677741935483208
37,ALMS,ALUMIS INC,Health Care,37,26.184999,,28,26.639999,-0.017079580220704882,616,28.139999,-0.05330490594544801,695,27.139999,0.03684598514539372,107,26.4,0.028030265151515188,167,25.030001,0.054734276678614524,446,24.85,0.007243501006036102,491,24.51,0.013871889024887896,428,24.6,-0.003658536585365857,72,24.63,0.050832977360102616
38,HROW,HARROW INC,Health Care,38,42.779999,,56,43.0,-0.005116302325581468,93,42.470001,0.012479373381695913,148,41.150002,0.03207773841663486,74,42.07,-0.021868267173758005,55,41.5,0.013734939759036058,550,42.68,-0.02764761012183692,531,42.779999,-0.0023375175861971575,211,42.41,0.00872433388351812,215,42.869999,-0.010730091223001947
39,CTNM,CONTINEUM THERAPEUTICS INC CLASS A,Health Care,39,14.85,,54,15.24,-0.025590551181102428,902,16.389999,-0.07016467786239644,664,15.0,0.09266660000000004,,,,,,,,,,,,,,,,,,
40,FINW,FINWISE BANCORP,Financials,40,15.05,,30,14.8,0.016891891891891886,35,14.5,0.020689655172413834,39,14.67,-0.011588275391956393,200,15.42,-0.048638132295719894,106,14.55,0.0597938144329897,1161,14.6,-0.003424657534246478,1028,14.48,0.008287292817679592,1513,14.06,0.029871977240398362,1452,14.2631,-0.008462623413258097
41,ABOS,ACUMEN PHARMACEUTICALS INC,Health Care,41,2.68,,313,2.59,0.0347490347490349,337,2.67,-0.029962546816479474,567,2.77,-0.036101083032491044,,,,,,,,,,,,,,,,,,
42,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,42,12.56,,1506,12.08,0.039735099337748325,1386,12.51,-0.03437250199840125,1476,12.2,0.0254098360655739,1420,11.39,0.07111501316944668,1437,11.43,-0.0034995625546805353,1511,11.14,0.0260323159784559,1631,10.53,0.05792972459639145,1501,10.0,0.052999999999999936,1849,9.87,0.051524710830704645
43,DIBS,1STDIBS COM INC,Consumer Discretionary,43,5.06,,26,5.18,-0.02316602316602323,164,4.9,0.05714285714285694,791,5.44,-0.09926470588235292,,,,,,,,,,,,,,,,,,
44,CGON,CG ONCOLOGY INC,Health Care,44,69.339996,,73,70.889999,-0.02186490367985483,114,71.050003,-0.0022519914601552005,693,73.730003,-0.036348838884490364,800,71.959999,0.0245970542606595,790,72.839996,-0.01208123350253898,860,68.720001,0.05995336059439227,186,65.730003,0.04548908966275267,964,66.25,-0.007849011320754773,1384,65.305,0.08464305551267004
45,LBRX,LB PHARMACEUTICALS INC,Health Care,45,33.174999,,141,31.889999,0.04029476451222225,76,32.455002,-0.017408811128712953,35,32.639999,-0.005667800418743929,57,31.92,0.022556359649122948,146,31.0,0.029677419354838808,228,30.48,0.017060367454068137,534,30.6,-0.0039215686274509665,469,29.870001,0.0244392023957416,54,29.91,-0.004333300000000095
46,PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,46,11.17,,1282,10.535,0.06027527289985768,1292,10.85,-0.029032258064516037,1336,10.87,-0.0018399264029438367,1297,10.72,0.01399253731343264,1349,10.34,0.03675048355899424,1380,10.61,-0.025447690857681393,1426,10.86,-0.023020257826887658,1475,10.69,0.015902712815715647,1480,10.9,-0.01746323529411775
47,PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,47,4.93,,794,4.99,-0.012024048096192508,397,4.74,0.052742616033755185,346,4.75,-0.002105263157894721,39,4.74,0.002109704641350074,1143,4.4,0.07727272727272716,1200,4.34,0.01382488479262678,1349,4.06,0.06896551724137945,1165,4.04,0.004950495049504955,1074,4.205,-0.05164319248826288
48,KRUS,KURA SUSHI USA INC,Consumer Discretionary,48,57.09,,165,58.02,-0.016028955532574996,583,57.560001,0.007991643363592038,1203,59.5,-0.032605025210084015,759,59.119999,0.006427621894919078,1125,54.869999,0.07745580604074731,1373,52.639999,0.04236322268927095,1583,47.060001,0.11857199068057822,1539,49.380001,-0.046982583090672714,1455,48.735,-0.004836719162368386
49,CTMX,CYTOMX THERAPEUTICS INC,Health Care,49,3.805,,300,3.6,0.056944444444444464,50,3.75,-0.039999999999999925,1222,3.74,0.002673796791443861,,,,,,,,,,,,,,,,,,
50,MAMA,MAMAS CREATIONS INC,Consumer Staples,50,18.48,,452,18.33,0.008183306055646655,478,17.85,0.026890756302520913,768,20.65,-0.1355932203389829,530,19.940001,0.03560676852523725,544,19.52,0.021516444672131207,699,19.24,0.01455301455301461,787,18.91,0.01745108408249596,820,18.129999,0.043022671981393756,957,17.95,0.020258806978052935
51,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Health Care,51,9.365,,116,9.07,0.0325248070562294,12,9.38,-0.03304904051172708,928,8.98,0.04454342984409809,,,,,,,,,,,,,,,,,,
52,MATX,MATSON INC,Industrials,52,203.529999,,798,203.899994,-0.0019125098265251328,1330,192.429993,0.060708517103647,902,194.369995,-0.010591865633403641,1267,194.380005,-0.0006170497039167389,802,196.369995,-0.010133880178588295,752,195.589996,0.0039879289122741746,817,195.759995,-0.0008684052122088781,824,196.830002,-0.005436198694953043,1367,197.58,0.029230270099606104
53,XRAY,DENTSPLY SIRONA INC,Health Care,53,11.355,,201,11.09,0.02389540126239864,472,10.61,0.045240339302544896,339,10.82,-0.019408502772643277,,,,,,,,,,,,,,,,,,
54,GKOS,GLAUKOS CORP,Health Care,54,141.695007,,459,137.589996,0.02998473351825881,14,139.720001,-0.01552661045816428,19,141.919998,-0.01737112993359402,512,144.410004,-0.01731062203726108,651,142.570007,0.012905919265333132,250,137.759995,0.034915883961813554,623,134.649994,0.023096926391248163,833,131.190002,0.026373900047657495,586,131.02,0.0039027320731490622
55,ANAB,ANAPTYSBIO INC,Health Care,55,65.360001,,654,65.43,-0.0010698303530491948,833,67.5,-0.03066666666666662,948,65.970001,0.023192344653746533,333,63.150002,0.04465556469816101,649,59.68,0.058143465147453055,766,58.48,0.020519835841313228,741,59.43,-0.01598519266363796,242,59.990002,-0.009334922175865179,1003,58.815,0.043123006194505376
56,TAYD,TAYLOR DEVICES INC,Industrials,56,57.825001,,38,57.75,0.0012987186147186414,19,58.68,-0.0158486707566462,57,57.060001,0.028391149169450625,,,,,,,,,,,,,,,,,,
57,INFU,INFUSYSTEM HOLDINGS INC,Health Care,57,10.1,,55,10.01,0.007984031936127733,96,9.63,0.03730569948186524,62,9.87,-0.0253036437246964,,,,,,,,,,,,,,,,,,
58,CBFV,CB FINANCIAL SERVICES INC,Financials,58,38.310001,,40,38.310001,0.010817914996416045,59,37.900002,0.010817914996416045,66,37.299999,0.01608587174492948,48,37.939999,-0.016868740560588846,231,37.25,0.018523463087248393,214,37.099998,0.0040431808109531175,316,36.98,0.0032449432125474242,899,35.349998,0.046110384504123525,223,36.15,-0.044594648648648705
59,OI,O I GLASS INC,Materials,59,9.71,,69,9.59,0.012513034410844837,132,9.635,-0.004153686396677125,232,9.59,0.004692387904066786,348,9.71,-0.012358393408856916,472,9.4,0.03297872340425534,308,9.57,-0.017763845350052265,538,9.09,0.05280528052805278,516,9.12,-0.003289473684210509,119,9.145,-0.011917659804983827
60,ADMA,ADMA BIOLOGICS INC,Health Care,60,8.875,,1342,8.61,0.030778164924506468,1374,8.37,0.028673835125448077,1365,8.37,0.0,95,8.75,-0.04342857142857148,1168,8.72,0.0034403669724769603,1219,8.7,0.0022988505747127963,1251,8.69,0.0011507479861909697,1326,8.57,0.014002333722286986,1338,8.63,0.03128760529482544
61,AFRI,FORAFRIC GLOBAL PLC,Consumer Staples,61,10.365,,61,10.19,0.017173699705593792,736,10.08,0.010912698412698374,676,10.05,0.0029850746268655914,825,10.2,-0.014705882352941013,565,10.05,0.01492537313432818,488,10.13,-0.007897334649555776,706,10.03,0.009970089730807707,1016,9.95,0.008040201005025116,32,10.05,-0.009950248756219082
62,NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,62,77.230003,,53,76.580002,0.008883082604189907,44,76.195,0.004196170883918882,142,77.540001,-0.018105644796537312,551,77.610001,-0.00012897484994289776,1052,76.419998,0.01557187949677763,1143,75.209999,0.016088273049970514,1348,73.029999,0.02985074667740295,1404,70.959999,0.029171364559912316,1175,71.06,0.001976828579497436
63,LCTX,LINEAGE CELL THERAPEUTICS INC,Health Care,63,1.355,,24,1.305,0.04230769230769216,1281,1.32,-0.003816793893129833,1069,1.35,-0.022222222222222254,,,,,,,,,,,,,,,,,,
64,SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,64,21.415001,,101,20.889999,0.025131738876579268,956,21.860001,-0.04437337399938823,912,21.780001,0.0036730944135403565,851,21.309999,0.02205546795192226,149,19.809999,0.07571933749214232,1077,19.98,-0.008508558558558477,1257,19.610001,0.018867872571755706,1329,19.32,0.015010403726708033,1325,19.53,0.01684210526315799
65,VREX,VAREX IMAGING CORP,Health Care,65,10.73,,1188,10.68,0.004681647940074862,1502,10.43,0.023969319271332612,1609,9.98,0.04509018036072132,1479,10.29,-0.030126336248785135,1230,10.29,0.0,1243,10.37,-0.0077145612343297865,1134,10.52,-0.014258555133079831,1238,10.4,0.011538461538461497,1067,10.49,-0.012345679012345623
66,SRZN,SURROZEN INC,Health Care,66,25.945,,1374,25.52,0.016653605015674033,1277,25.950001,-0.01657036545008228,1277,25.719999,0.008942535339911961,,,,,,,,,,,,,,,,,,
67,LMAT,LEMAITRE VASCULAR INC,Health Care,67,100.419998,,1165,98.739998,0.017014381547789892,1353,95.959999,0.02897039421603176,1339,96.0,-0.00041667708333337217,1281,95.660004,0.003554212688512859,1274,93.93,0.01841801341424465,1329,92.25,0.01821138211382123,1304,91.949997,0.00326267547349679,1413,88.610001,0.037693217044428184,1421,89.63,-0.0568387032519011
68,RCKT,ROCKET PHARMACEUTICALS INC,Health Care,68,3.605,,163,3.52,0.024147727272727293,522,3.42,0.029239766081871288,486,3.37,0.014836795252225476,462,3.25,0.03692307692307706,461,3.24,0.0030864197530864335,386,3.3,-0.018181818181818077,36,3.47,-0.04899135446685887,1095,3.46,0.0028901734104047616,1009,3.435,0.032835820895522394
69,AHCO,ADAPTHEALTH CORP,Health Care,69,10.75,,1203,10.6,0.014150943396226356,1334,10.42,0.017274472168905985,1371,10.21,0.020568070519098924,1285,10.29,-0.007774538386783103,1263,10.02,0.026946107784431073,1254,10.03,-0.0009970089730807485,1337,9.7,0.03402061855670113,1362,9.66,0.0041407867494822614,1470,9.595,0.0010362694300518616
70,ACHV,ACHIEVE LIFE SCIENCES INC,Health Care,70,6.325,,79,6.4,-0.01171875,727,6.53,-0.019908116385911168,741,6.23,0.048154093097913186,,,,,,,,,,,,,,,,,,
71,BNTC,BENITEC BIOPHARMA INC,Health Care,71,13.14,,128,12.69,0.03546099290780158,109,13.38,-0.05156950672645744,210,12.7,0.053543307086614256,239,12.37,0.02667744543249806,180,13.0,-0.048461538461538556,657,13.63,-0.04622157006603089,203,12.88,0.05822981366459623,165,12.3,0.047154471544715415,38,12.15,0.012345679012345734
72,TATT,TAT TECHNOLOGIES LTD,Industrials,72,48.205002,,114,48.110001,0.00197466219133946,13,48.23,-0.002488057225793039,914,45.490002,0.06023297163187635,,,,,,,,,,,,,,,,,,
73,IMRX,IMMUNEERING CORP CLASS A,Health Care,73,5.21,,185,5.05,0.03168316831683171,520,4.99,0.012024048096192397,1252,5.05,-0.01188118811881178,,,,,,,,,,,,,,,,,,
74,RJET,REPUBLIC AIRWAYS HOLDINGS INC,Industrials,74,21.559999,,3,21.540001,0.0009284122131656414,1162,21.01,0.025226130414088388,1546,18.6,0.12956989247311834,,,,,,,,,,,,,,,,,,
