current_rank,ticker,name,sector,2026-07-02__predicted_rank,2026-07-02__close,2026-07-02__next_snapshot_return,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-19__predicted_rank,2026-06-19__close,2026-06-19__next_snapshot_return
1,CLOV,CLOVER HEALTH INVESTMENTS CORP CLA,Health Care,1,5.26,,44,5.39,-0.024118738404452666,202,5.24,0.028625954198473247,271,5.31,-0.013182674199623268,6,5.41,-0.01848428835489846,58,5.21,0.03838771593090207,22,5.210000038146973,0.0,50,5.059999942779541,0.029644268774703608,54,5.139999866485596,-0.015564202334630406,25,4.800000190734863,0.028000000000000025
2,MBX,MBX BIOSCIENCES INC,Health Care,2,57.799999,,4,55.919998,0.033619475451340364,2,55.200001,0.0130434236767496,4,53.849998,0.025069694524408437,7,52.310001,0.02943981973925025,5,50.369999,0.03851502955161856,6,48.400001525878906,0.040702415673453896,16,46.38999938964844,0.04332836911680027,58,43.90999984741211,0.05647913914825797,27,41.59000015258789,0.020450871960280503
3,RGNX,REGENXBIO INC,Health Care,3,13.28,,5,13.09,0.014514896867837912,3,11.98,0.09265442404006663,5,11.83,0.012679628064243387,8,10.48,0.12881679389312972,9,10.24,0.0234375,11,9.970000267028809,0.027081243731193583,7,9.949999809265137,0.0020100502512563345,7,9.069999694824219,0.09702315325248057,31,7.900000095367432,0.1628205128205129
4,RNAC,CARTESIAN THERAPEUTICS INC,Health Care,4,10.59,,96,10.18,0.04027504911591362,182,10.42,-0.02303262955854124,267,9.64,0.08091286307053935,168,9.42,0.023354564755838636,129,8.93,0.054871220604703286,81,9.640000343322754,-0.07365145228215775,8,10.180000305175781,-0.05304518664047142,8,9.949999809265137,0.02311557788944718,32,9.880000114440918,0.03322949117341634
5,TGTX,TG THERAPEUTICS INC,Health Care,5,53.310001,,6,53.52,-0.003923748131539728,5,54.939999,-0.025846360135536206,7,55.720001,-0.013998599892343866,28,55.830002,-0.0019702847225403497,31,53.630001,0.041021834029054016,14,53.599998474121094,0.0005597574835729535,1027,,-0.0063033186188973245,11,54.400001525878906,,46,51.5,0.022172134119275988
6,ABSI,ABSCI CORP,Health Care,6,11.62,,7,11.11,0.045904590459045824,6,11.59,-0.04141501294219163,8,11.35,0.021145374449339283,11,10.89,0.04224058769513306,1,10.21,0.06660137120470133,1,10.074999809265137,0.013399503722084427,48,7.409999847412109,0.35964912280701733,1,8.399999618530273,-0.11785714285714288,47,7.179999828338623,0.1336032388663968
7,ALHC,ALIGNMENT HEALTHCARE INC,Health Care,7,23.799999,,8,24.01,-0.008746397334444045,7,23.809999,0.008399874355307535,9,23.26,0.023645700773860634,12,23.190001,0.0030184992230057883,29,22.709999,0.02113615240581912,84,21.690000534057617,0.04702618501492939,57,21.65999984741211,0.0013850877192982392,91,21.290000915527344,0.01737900341103793,49,21.420000076293945,-0.026075021680008192
8,INNV,INNOVAGE HOLDING CORP,Health Care,8,11.99,,9,11.71,0.023911187019641345,8,11.85,-0.01181434599156106,10,11.61,0.02067183462532296,13,10.79,0.07599629286376275,22,10.35,0.04251207729468587,26,9.670000076293945,0.07032057911065137,72,9.319999694824219,0.037553648068669565,106,9.210000038146973,0.011943539630836053,58,9.149999618530273,0.026755852842809347
9,BIOA,BIOAGE LABS INC,Health Care,9,25.1,,34,24.26,0.03462489694971138,10,24.51,-0.010199918400652819,12,24.950001,-0.01763530991441642,33,23.76,0.05008421717171707,61,22.620001,0.050397831547399186,71,22.829999923706055,-0.00919837932544898,83,22.31999969482422,0.022849462365591267,83,21.469999313354492,0.03959017417746491,66,19.989999771118164,0.033702407318247474
10,AKTS,AKTIS ONCOLOGY INC,Health Care,10,31.76,,11,30.889999,0.02816448780072811,11,32.23,-0.041576202295997455,13,30.110001,0.07040846660881872,14,29.440001,0.022758151400878113,16,31.15,-0.054895634028892415,24,28.700000762939453,0.0853658158409123,18,27.010000228881836,0.06256945575712702,82,24.790000915527344,0.08955219485469157,68,23.530000686645508,0.029057741801577386
11,NEO,NEOGENOMICS INC,Health Care,11,15.16,,12,14.97,0.012692050768203123,30,14.59,0.026045236463331012,14,14.25,0.023859649122806914,15,14.17,0.0056457304163726185,6,13.73,0.03204661325564451,8,12.899999618530273,0.06434108527131777,19,11.470000267028809,0.12467306015693103,53,11.199999809265137,0.024107142857142883,71,10.380000114440918,0.0062893081761004055
12,NVCT,NUVECTIS PHARMA INC,Health Care,12,19.57,,13,19.52,0.0025614754098362003,12,18.389999,0.061446496000353346,15,28.530001,-0.3554154099048227,16,27.190001,0.04928282275532103,7,27.870001,-0.02439899446002891,9,24.479999542236328,0.1384804330065359,5,17.549999237060547,0.3948718743516737,5,16.530000686645508,0.06170586438561032,86,12.59000015258789,0.19609269175108524
13,LMRI,LUMEXA IMAGING HOLDINGS INC,Health Care,13,12.43,,14,11.59,0.07247627264883527,38,11.28,0.027482269503546153,16,11.48,-0.017421602787456525,34,12.1,-0.0512396694214875,194,10.58,0.14366729678638945,280,9.979999542236328,0.060120240480961984,529,9.430000305175781,0.058324496288441274,181,9.489999771118164,-0.006322444678609096,88,8.789999961853027,0.008501594048884176
14,ORKA,ORUKA THERAPEUTICS INC,Health Care,14,85.209999,,15,93.290001,-0.08661166162920297,13,95.169998,-0.019754093091396308,19,92.489998,0.028976106151499925,17,90.599998,0.020860927612823987,24,86.629997,0.045827093818322506,89,82.08999633789062,0.05530516775759131,41,83.4000015258789,-0.015707505618525075,59,85.37999725341797,-0.023190384979751233,112,70.87999725341797,0.18025990767265188
15,BCAX,BICARA THERAPEUTICS INC,Health Care,15,29.0,,16,28.91,0.0031131096506398226,14,29.690001,-0.026271504672566337,37,29.34,0.01192914110429455,93,26.870001,0.09192403826110773,125,26.34,0.020121526195899797,162,25.639999389648438,0.027301132110028492,124,25.0,0.025599960000000088,147,24.549999237060547,0.018329980380039856,116,22.920000076293945,0.0568230305639259
16,LQDA,LIQUIDIA CORP,Health Care,16,78.93,,95,79.32,-0.004916792738275166,133,79.730003,-0.005142392883140889,420,75.120003,0.06136847465248363,137,78.169998,-0.03901746294019359,63,76.919998,0.01625065044853491,131,75.54000091552734,0.018268427081434613,154,74.04000091552734,0.02025931901324518,129,75.48999786376953,-0.019207802866811563,123,68.6500015258789,0.06219217672717048
17,NUTX,NUTEX HEALTH INC,Health Care,17,196.529999,,31,190.710007,0.030517496651342624,122,170.889999,0.11598108792779627,161,167.600006,0.019630029130189852,41,166.399994,0.007211610836957316,215,149.104996,0.11599207581213444,176,147.5399932861328,0.010607313774238847,160,147.22999572753906,0.0021055288217219914,174,150.1699981689453,-0.019577825392259718,146,146.3800048828125,-0.0022589662566928626
18,KYMR,KYMERA THERAPEUTICS INC,Health Care,18,113.510002,,17,114.199997,-0.006041987899526813,15,114.669998,-0.004098726852685641,20,109.32,0.04893887669227959,19,108.120003,0.011098751079390956,18,116.459999,-0.07161253710812754,55,99.87000274658203,0.16611590569392498,70,98.25,0.01648858015267174,76,99.44999694824219,-0.012066335205620948,149,89.9000015258789,0.09974562645139873
19,APGE,APOGEE THERAPEUTICS INC,Health Care,19,132.910004,,18,132.770004,0.0010544550409141706,16,132.729996,0.0003014239524274931,21,132.610001,0.0009048714206705277,20,132.550003,0.0004526442749308579,2,132.679993,-0.0009797257074017907,3,132.69000244140625,-7.543145564192777e-05,1,132.8800048828125,-0.0014298840521568268,2,132.5500030517578,0.0024896415883144396,164,88.43000030517578,0.4665856096454617
20,MNPR,MONOPAR THERAPEUTICS INC,Health Care,20,97.790001,,35,95.029999,0.029043481311622488,87,92.589996,0.026352771416039422,22,94.559998,-0.020833354924563285,42,87.68,0.07846713047445242,26,87.629997,0.0005706151056927844,7,88.98999786376953,-0.015282627604958465,75,81.7699966430664,0.08829645670648611,708,68.66000366210938,0.1909407549699531,170,64.38999938964844,0.017637512707314285
21,SLDB,SOLID BIOSCIENCES INC,Health Care,21,10.84,,39,10.2,0.06274509803921569,94,9.99,0.02102102102102088,99,9.47,0.05491024287222812,96,9.29,0.019375672766415608,33,8.86,0.048532731376975224,13,9.25,-0.042162162162162176,10,8.789999961853027,0.05233219567690561,52,8.300000190734863,0.059036144578312966,176,7.309999942779541,-0.0036014405762304635
22,DFTX,DEFINIUM THERAPEUTICS INC,Health Care,22,44.189999,,19,43.400002,0.018202695013700643,17,47.040001,-0.07738092947744613,24,46.549999,0.01052635898015808,21,44.950001,0.03559506038720661,4,44.790001,0.003572225863536005,5,42.130001068115234,0.06313790498129812,4,36.18000030517578,0.16445552791597562,4,36.66999816894531,-0.013362367786330376,184,24.43000030517578,0.4979574346405229
23,MGTX,MEIRAGTX HOLDINGS PLC,Health Care,23,13.92,,91,12.8,0.08749999999999991,111,13.51,-0.052553663952627616,131,12.54,0.07735247208931417,140,12.11,0.035507844756399676,152,11.53,0.050303555941023426,103,11.600000381469727,-0.0060344827586207295,91,11.8100004196167,-0.01778154106689256,169,11.479999542236328,0.028745644599303066,222,10.40999984741211,0.014134275618374659
24,LFST,LIFESTANCE HEALTH GROUP INC,Health Care,24,11.27,,30,11.43,-0.013998250218722696,33,10.71,0.0672268907563025,102,10.34,0.03578336557059969,76,10.28,0.005836575875486361,82,9.88,0.04048582995951411,87,9.649999618530273,0.023834196891191706,97,9.4399995803833,0.022245762711864403,200,9.204999923706055,0.025529603476371454,234,8.609999656677246,0.02505567928730512
25,NRIX,NURIX THERAPEUTICS INC,Health Care,25,23.969999,,92,23.91,0.002509368465077433,27,24.26,-0.014427040395713187,101,23.85,0.01719077568134164,120,22.9,0.04148471615720539,111,22.459999,0.019590428298772444,648,19.299999237060547,0.1637305784316363,738,18.860000610351562,0.02332969123384454,401,18.649999618530273,0.011260107238606043,256,17.1200008392334,0.0626781232295226
26,FHTX,FOGHORN THERAPEUTICS INC,Health Care,26,5.3,,89,5.01,0.05788423153692612,234,4.88,0.026639344262294973,248,4.86,0.00411522633744843,856,4.22,0.15165876777251208,1377,4.03,0.04714640198511155,1245,4.079999923706055,-0.01225490196078427,1048,4.139999866485596,-0.01449275362318836,663,4.179999828338623,-0.009569377990430672,285,4.050000190734863,0.0072289156626503814
27,ZBIO,ZENAS BIOPHARMA INC,Health Care,27,27.23,,20,28.0,-0.02749999999999997,32,25.379999,0.10323093393344895,46,25.549999,-0.006653620612666056,35,25.870001,-0.012369616839210784,95,24.67,0.04864211593027945,425,21.799999237060547,0.13165142805740504,1233,20.204999923706055,0.07894080673100734,939,20.799999237060547,-0.028605722529121302,420,18.579999923706055,0.05156713591672735
28,ORIC,ORIC PHARMACEUTICALS INC,Health Care,28,11.64,,275,10.89,0.06887052341597788,148,10.83,0.005540166204986097,291,10.155,0.06646971935007384,527,9.53,0.06558237145855195,417,9.46,0.007399577167018778,357,9.430000305175781,0.0031813361611878754,715,8.90999984741211,0.058361391694724984,1128,8.930000305175781,-0.002239641657334812,539,8.630000114440918,0.051825677267373305
29,BFLY,BUTTERFLY NETWORK INC CLASS A,Health Care,29,7.685,,21,7.93,-0.03089533417402268,18,8.415,-0.05819477434679332,27,8.9,-0.05555555555555569,23,8.87,0.0011248593925758943,12,8.02,0.10598503740648368,16,7.769999980926514,0.03217503217503226,12,7.670000076293945,0.01303780964797907,13,7.269999980926514,0.05502063273727642,594,5.71,-0.18314606741573036
30,BHVN,BIOHAVEN LTD,Health Care,30,15.97,,84,15.76,0.01332487309644681,104,14.91,0.05913978494623651,28,14.99,-0.0026755852842809125,45,15.82,-0.05306380290587487,13,15.34,0.0312907431551499,17,14.960000038146973,0.025401069518716568,13,14.779999732971191,0.012178619756427755,14,15.5,-0.04645161290322586,596,13.62,0.14222549742078106
31,EPC,EDGEWELL PERSONAL CARE,Consumer Staples,31,27.200001,,22,27.530001,-0.011268593238822344,19,26.860001,0.02494415394846783,29,27.77,-0.03311734941982181,24,27.76,0.0018037879438594917,14,25.49,0.08905453118870166,18,26.579999923706055,-0.0410082768999247,14,26.219999313354492,0.013730015779176652,49,22.719999313354492,0.15404930255498694,614,22.56,-0.01687589714946347
32,SI,SHOULDER INNOVATIONS INC,Health Care,32,21.205,,23,20.629999,0.02837046419153899,20,20.219999,0.017258283172668643,31,20.98,-0.041251825509720175,25,22.76,-0.07942083898987107,27,21.610001,0.05321605491827608,77,19.770000457763672,0.09307035912999506,133,19.290000915527344,0.02488330612320855,294,17.770000457763672,0.08553747889701757,649,17.97,-0.04204846587862354
33,ASTH,ASTRANA HEALTH INC,Health Care,33,49.169998,,40,49.810001,-0.01284888550795249,142,46.41,0.07326009480715379,234,45.029999,0.030646258730762987,230,44.509998,0.011682790909134377,268,43.5,0.023218344827586224,316,42.27000045776367,0.02909865152590485,321,41.20000076293945,0.025970848884202757,745,39.59000015258789,0.040666860318262055,737,38.15999984741211,0.01072254330980571
34,AVAH,AVEANNA HEALTHCARE HOLDINGS INC,Health Care,34,9.1,,94,8.86,0.02708803611738153,210,8.57,0.03383897316219353,213,8.66,-0.010392609699769073,159,8.66,0.0,181,8.48,0.021226415094339535,221,8.470000267028809,0.001180637544273777,396,8.199999809265137,0.032926829268292934,638,7.920000076293945,0.03535353535353525,769,7.539999961853027,0.016688061617458283
35,SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care,35,14.98,,29,13.27,0.1288620949510173,21,14.76,-0.10094850948509482,32,15.45,-0.044660194174757306,36,12.39,0.24697336561743333,134,10.53,0.17663817663817682,398,9.170000076293945,0.14830970556161382,294,9.069999694824219,0.011025358324145529,1561,8.529999732971191,0.06330597889800704,1655,7.760000228881836,0.05962732919254643
36,GALT,GALECTIN THERAPEUTICS INC,Health Care,36,4.51,,24,4.33,0.04157043879907607,22,4.64,-0.06681034482758608,33,4.97,-0.0663983903420523,,,,,,,,,,,,,,,,,,
37,KNSA,KINIKSA PHARMACEUTICALS INTERNATIO,Health Care,37,64.529999,,37,62.884998,0.026158878147694242,26,63.950001,-0.01665368230408626,106,62.41,0.02467554879025813,,,,,,,,,,,,,,,,,,
38,ODD,ODDITY TECH LTD CLASS A,Consumer Staples,38,17.9,,403,17.01,0.05232216343327445,840,15.13,0.12425644415069392,993,14.29,0.05878236529041292,,,,,,,,,,,,,,,,,,
39,RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care,39,33.470001,,25,32.380001,0.03366275374729,23,33.389999,-0.030248518426131188,35,30.68,0.08833112777053476,,,,,,,,,,,,,,,,,,
40,STTK,SHATTUCK LABS INC,Health Care,40,7.05,,172,6.51,0.08294930875576045,157,6.94,-0.06195965417867444,194,6.85,0.013138686131386912,,,,,,,,,,,,,,,,,,
41,VOR,VOR BIOPHARMA INC,Health Care,41,20.59,,147,18.389999,0.11963029470529074,196,18.41,-0.001086420423682788,178,18.6,-0.010215053763440896,,,,,,,,,,,,,,,,,,
42,BRBR,BELLRING BRANDS INC,Consumer Staples,42,13.86,,26,13.355,0.038202247191011285,24,12.935,0.03207109737248848,38,12.37,0.0448303715670435,,,,,,,,,,,,,,,,,,
43,HNGE,HINGE HEALTH INC CLASS A,Health Care,43,84.129997,,27,85.139999,-0.011049759021981798,25,83.080002,0.025783120481927657,36,81.338997,0.019636707671697007,,,,,,,,,,,,,,,,,,
44,OFRM,ONCE UPON A FARM PBC,Consumer Staples,44,21.35,,28,21.84,-0.024222990138162204,112,20.48,0.06640625,103,20.450001,0.0,,,,,,,,,,,,,,,,,,
45,LGND,LIGAND PHARMACEUTICALS INC,Health Care,45,319.549988,,10,312.01001,0.024165820833760954,9,316.089996,-0.01290767202894949,11,314.040009,0.006527789266494333,29,303.589996,0.03442146690498982,21,295.920013,0.025919108755919185,23,284.9100036621094,0.03864381329340749,17,279.44000244140625,0.01957487103081257,117,262.1700134277344,0.06587324310046094,60,263.1400146484375,-0.046238328611788226
46,XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care,46,8.28,,87,8.0,0.03499999999999992,107,7.92,0.010101010101010166,173,7.74,0.023255813953488413,143,7.69,0.006501950585175553,212,7.4,0.03918918918918912,204,7.400000095367432,0.0,295,7.199999809265137,0.0277777777777779,371,6.900000095367432,0.04347826086956519,130,6.900000095367432,-0.007194244604316502
47,GENB,GENERATE BIOMEDICINES INC,Health Care,47,17.41,,148,16.5,0.055151515151515174,128,16.870001,-0.021932482398785758,130,16.91,-0.002365405085748229,,,,,,,,,,,,,,,,,,
