ticker,file,decision,sources,mode,provider,generated_at
MRNA,mrna.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq500-rankings;prism-nasdaq500-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
CRL,crl.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
EL,el.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-25 13:21:43
WDAY,wday.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
PLTR,pltr.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
MRK,mrk.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-25 13:21:43
NEM,nem.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-25 13:21:43
REGN,regn.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
DXCM,dxcm.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
IQV,iqv.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;aster-trend-relay-ranking,enhanced-fallback,,2026-08-25 13:21:43
MSFT,msft.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
MRVL,mrvl.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
SMCI,smci.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
BDX,bdx.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-25 13:21:43
GEHC,gehc.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
ZBRA,zbra.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
RVTY,rvty.html,WATCH-BUY / 强观察,spx-yahoo-rankings;aster-consensus-agent-ranking;aster-trend-relay-ranking;aster-v2-balanced-ranking;aster-v5-risk-adjusted-ranking;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
AMGN,amgn.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
RMD,rmd.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
COIN,coin.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq500-rankings;nasdaq500-early-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
PSKY,psky.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
PFE,pfe.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-25 13:21:43
A,a.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-25 13:21:43
BR,br.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-25 13:21:43
IT,it.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
APA,apa.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq500-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
TGT,tgt.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
PTC,ptc.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
NOW,now.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
ORCL,orcl.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;early-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
CTSH,ctsh.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
VRTX,vrtx.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
CRM,crm.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-25 13:21:43
