current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
18,GEHC,GE HealthCare,Health Care,18,72.364998,,,,,1,70.309998,,,,,,,,,,,,,,8,69.940002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,GEN,Gen Digital,Information Technology,19,29.5,,,,,,,,4,27.950001,,18,28.27,-0.01131938,5,28.17,0.00354988,2,27.450001,0.02622947,7,27.290001,0.00586295,11,27.629999,-0.01230539,21,27.58,0.00181287,,,,,,,,,,,,,,,,,,,13,26.74,
20,DXCM,Dexcom,Health Care,20,86.620003,,1,84.75,0.02206493,,,,,,,,,,,,,,,,,,,24,75.139999,,11,74.849998,0.00387443,,,,,,,,,,,,,,,,,,,,,
21,NFLX,Netflix,Communication Services,21,74.739998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MPWR,Monolithic Power Systems,Information Technology,22,1398.790039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GILD,Gilead Sciences,Health Care,23,133.264999,,,,,,,,,,,2,135.25,,,,,,,,,,,2,132.729996,,2,134.320007,-0.01183748,,,,,,,,,,,,,,,,,,,,,
24,BIIB,Biogen,Health Care,24,207.262299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,NVDA,Nvidia,Information Technology,25,220.432007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,IDXX,Idexx Laboratories,Health Care,26,586.674988,,,,,2,590.0,,6,584.780029,0.00892638,6,588.090027,-0.00562839,,,,,,,,,,4,569.77002,,1,569.539978,0.00040391,,,,,,,,,,,,,,,,,,,,,
27,NDSN,Nordson Corporation,Industrials,27,309.309998,,2,310.109985,-0.00257969,3,308.980011,0.00365711,10,310.670013,-0.00543986,16,309.670013,0.00322924,4,302.619995,0.02329660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AVGO,Broadcom,Information Technology,28,429.714996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AMGN,Amgen,Health Care,29,410.976715,,,,,,,,,,,,,,,,,,,,5,387.640015,,30,387.640015,0.00000000,,,,7,376.26001,,6,376.040009,0.00058505,4,371.5,0.01222075,,,,,,,,,,10,366.290009,
30,TSCO,Tractor Supply,Consumer Discretionary,30,34.064999,,,,,,,,12,33.41,,11,33.119999,0.00875607,,,,,,,,,,,,,,,,3,31.799999,,,,,,,,,,,,,,,,,,,
31,DASH,DoorDash,Consumer Discretionary,31,213.5,,3,216.259995,-0.01276239,,,,11,207.270004,,14,202.369995,0.02421312,,,,8,196.160004,,16,197.529999,-0.00693563,12,193.529999,0.02066863,,,,,,,,,,,,,,,,,,,,,,,,
32,ADBE,Adobe Inc.,Information Technology,32,267.089996,,,,,,,,,,,,,,,,,,,,,,,16,263.429993,,9,249.179993,0.05718758,,,,,,,,,,,,,,,,,,,5,237.25,
33,ULTA,Ulta Beauty,Consumer Discretionary,33,552.054993,,,,,6,538.789978,,,,,,,,,,,4,512.830017,,,,,7,508.089996,,6,501.519989,0.01310019,,,,,,,,,,,,,,,,1,488.079987,,9,479.570007,0.01774502
34,BKNG,Booking Holdings,Consumer Discretionary,34,210.505005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,181.679993,
35,FOXA,Fox Corporation (Class A),Communication Services,35,63.18,,,,,,,,,,,3,59.080002,,10,58.700001,0.00647361,7,58.23,0.00807146,,,,,,,,,,,,,,,,,,,,,,,,,11,57.48,,11,57.619999,-0.00242969
36,LULU,Lululemon Athletica,Consumer Discretionary,36,125.894997,,,,,,,,,,,5,123.029999,,11,123.669998,-0.00517505,,,,,,,23,119.029999,,12,120.32,-0.01072142,,,,,,,,,,,,,,,,,,,,,
37,CEG,Constellation Energy,Utilities,37,274.040009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,274.350006,,,,,,,,,,,,,,,,
38,COO,Cooper Companies (The),Health Care,38,75.440002,,,,,,,,5,74.839996,,,,,,,,,,,,,,10,73.059998,,,,,,,,,,,,,,,,,,,,,,,,,
39,MSTR,Strategy Inc - Class A Common Stock,,39,99.339996,,7,100.010002,-0.00669939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,DOCU,"DocuSign, Inc. - Common Stock",,40,59.610001,,,,,,,,,,,,,,15,55.130001,,,,,,,,,,,41,55.970001,,,,,,,,,,,,,,,,,20,52.299999,,27,52.740002,-0.00834287
41,PDD,PDD Holdings Inc. - American Depositary Shares,,41,92.18,,,,,,,,,,,29,91.029999,,16,90.150002,0.00976148,,,,25,87.440002,,41,88.32,-0.00996375,,,,,,,,,,,,,,,,,,,,,,,,
42,RVMD,"Revolution Medicines, Inc. - Common Stock",,42,204.480103,,8,205.149994,-0.00326537,,,,16,197.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FOX,Fox Corporation (Class B),Communication Services,43,56.140099,,,,,,,,,,,25,52.82,,14,52.619999,0.00380086,,,,19,52.34,,,,,,,,,,,,,,,,,,,,3,51.470001,,10,51.549999,-0.00155185,,,
44,FER,Ferrovial N.V. - Ordinary Shares,,44,66.010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BNTX,BioNTech SE - American Depositary Shares,,45,93.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SWKS,Skyworks Solutions,Information Technology,46,69.214996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,NTRS,Northern Trust,Financials,47,187.615005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,48,102.849998,,9,102.849998,0.00000000,,,,,,,,,,,,,,,,,,,46,101.889999,,35,101.199997,0.00681820,,,,,,,,,,,,,,,,,,,24,102.199997,
49,AMBA,AMBARELLA,Information Technology,49,84.489998,,,,,,,,,,,,,,25,82.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BELFB,BEL FUSE CLASS B,Information Technology,50,295.519989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
