current_rank,ticker,name,sector,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,TAYD,TAYLOR DEVICES INC,Industrials,1,56.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MC,MOELIS CLASS A,Financials,2,68.834999,,,,,,,,50,68.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,68.349998,,,,,,,,16,67.790001,,,,,,,,,,
3,LKQ,LKQ Corporation - Common Stock,,3,26.040001,,12,25.35,0.02721897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,GRAL,GRAIL INC,Health Care,4,75.830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,5,36.035099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,36.330002,,29,36.450001,-0.00329215,,,,,,,,,,,,,,,,,,
6,HLT,Hilton Worldwide,Consumer Discretionary,6,334.170013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,7,58.32,,5,58.365002,-0.00077104,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,58.863998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MYFW,FIRST WESTERN FINANCIAL INC,Financials,8,32.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,MTCH,"Match Group, Inc. - Common Stock",,9,39.740002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,40.540001,,,,,,,,,,,,,,,,,,,,,,,,,
10,STC,STEWART INFO SERVICES CORP,Financials,10,68.730003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,V,Visa Inc.,Financials,11,369.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CELH,"Celsius Holdings, Inc. - Common Stock",,12,31.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,GLSI,GREENWICH LIFESCIENCES INC,Health Care,13,17.825001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,14,16.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MANE,VERADERMICS,Health Care,15,113.360001,,,,,,,,32,112.559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,FUTU,Futu Holdings Limited - American Depositary Shares,,16,108.889999,,4,108.945,-0.00050485,,,,,,,,,,,,,,,,,,,,,,,,,43,110.220001,,,,,24,107.040001,,,,,,,,,,,,,,,,,,,,,,,,,
17,MAZE,MAZE THERAPEUTICS,Health Care,17,29.540001,,38,28.545,0.03485728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,SNDA,SONIDA SENIOR LIVING,Health Care,18,40.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,TMUS,T-Mobile US,Communication Services,19,186.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,NVGS,NAVIGATOR HOLDINGS,Energy,20,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21.695,,,,
21,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,21,39.900002,,10,39.610001,0.00732141,15,39.189999,0.01071707,28,39.470001,-0.00709405,,,,1,37.869999,,,,,,,,5,38.669998,,35,38.220001,0.01177386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AWK,American Water Works,Utilities,22,138.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NP,NEPTUNE INSURANCE HOLDINGS CLASS A,Financials,23,32.939999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENT,CENTRAL GARDEN AND PET,Consumer Staples,24,44.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,44.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOW,Dow Inc.,Materials,25,31.84,,,,,43,31.389999,,,,,,,,,,,18,31.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,VAL,VALARIS LTD,Energy,26,86.779999,,39,86.68,0.00115366,35,86.489998,0.00219681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,BEAM,BEAM THERAPEUTICS,Health Care,27,28.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BTU,PEABODY ENERGY CORP,Energy,28,26.075001,,40,25.115,0.03822421,,,,,,,,,,,,,43,24.415001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,OGS,ONE GAS,Utilities,29,81.625,,,,,,,,,,,44,81.019997,,34,80.360001,0.00821299,,,,,,,15,80.230003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,80.029999,,,,
30,CNNE,CANNAE HOLDINGS INC,Financials,30,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,SR,SPIRE INC,Utilities,31,84.07,,,,,,,,,,,,,,18,82.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,82.57,,,,
32,VTS,VITESSE ENERGY INC,Energy,32,16.671,,35,16.420099,0.01528011,34,16.450001,-0.00181775,,,,,,,,,,3,16.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CF,CF Industries,Materials,33,122.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,,34,108.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CSX,CSX Corporation,Industrials,35,51.43,,,,,47,50.740002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,NWSA,News Corp (Class A),Communication Services,36,29.450001,,50,29.575001,-0.00422654,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,28.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,IPI,INTREPID POTASH INC,Materials,37,37.525002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,STRA,STRATEGIC EDUCATION,Consumer Discretionary,38,81.980003,,9,82.410004,-0.00521783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PEP,PepsiCo,Consumer Staples,39,141.899994,,1,140.619995,0.00910254,,,,13,140.960007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,NFLX,Netflix,Communication Services,40,80.07,,,,,,,,45,77.915001,,,,,,,,,,,23,76.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,41,190.889999,,,,,,,,,,,,,,,,,,,,,,,,,,27,188.229996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,KROS,KEROS THERAPEUTICS,Health Care,42,10.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,NWS,News Corp (Class B),Communication Services,43,33.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,32.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,WMT,Walmart,Consumer Staples,44,116.419998,,,,,,,,,,,12,114.959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BKV,BKV,Energy,45,26.93,,42,26.645,0.01069619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PPL,PPL Corporation,Utilities,46,35.77,,26,35.98,-0.00583658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,CWBC,COMMUNITY WEST BANCSHARES,Financials,47,26.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,DHI,D. R. Horton,Consumer Discretionary,48,152.850006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ZBIO,ZENAS BIOPHARMA,Health Care,49,31.844999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,VC,VISTEON,Consumer Discretionary,50,106.945,,,,,,,,23,107.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
