current_rank,ticker,name,sector,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,YOU,CLEAR SECURE INC CLASS A,Information Technology,1,56.029999,
2,KAI,KADANT INC,Industrials,2,311.01001,
3,SBRA,SABRA HEALTH CARE REIT INC,Real Estate,3,20.110001,
4,TYL,Tyler Technologies,Information Technology,4,319.51001,
5,ITRI,ITRON INC,Information Technology,5,85.989998,
6,FANG,Diamondback Energy,Energy,6,195.539993,
7,ADSK,Autodesk,Information Technology,7,218.350006,
8,MO,Altria,Consumer Staples,8,74.209999,
9,ABBV,AbbVie,Health Care,9,254.490005,
10,PODD,Insulet Corporation,Health Care,10,164.059998,
11,CF,CF Industries,Materials,11,121.419998,
12,XOM,ExxonMobil,Energy,12,147.360001,
13,TPC,TUTOR PERINI CORP,Industrials,13,78.620003,
14,GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,14,17.07,
15,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,15,49.919998,
16,ENSG,"The Ensign Group, Inc. - Common Stock",,16,171.279999,
17,NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,17,51.200001,
18,REPX,RILEY EXPLORATION PERMIAN INC,Energy,18,35.0,
19,VTOL,BRISTOW GROUP INC,Energy,19,44.169998,
20,BMI,BADGER METER INC,Information Technology,20,149.479996,
21,AWK,American Water Works,Utilities,21,135.110001,
22,SNA,Snap-on,Industrials,22,410.98999,
23,ABT,Abbott Laboratories,Health Care,23,100.68,
24,COP,ConocoPhillips,Energy,24,114.709999,
25,PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,25,33.310001,
26,REGN,Regeneron Pharmaceuticals,Health Care,26,676.690002,
27,BSY,"Bentley Systems, Incorporated - Class B Common Stock",,27,32.34,
28,XPRO,EXPRO NV,Other,28,16.48,
29,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",,29,69.559998,
30,MRK,Merck & Co.,Health Care,30,127.5,
31,OIS,OIL STATES INTERNATIONAL INC,Energy,31,8.43,
32,DHR,Danaher Corporation,Health Care,32,203.830002,
33,ADP,Automatic Data Processing,Industrials,33,255.264999,
34,CTVA,Corteva,Materials,34,87.300003,
35,APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,35,38.509998,
36,TNDM,TANDEM DIABETES CARE INC,Health Care,36,17.08,
37,DLX,DELUXE CORP,Industrials,37,26.049999,
38,DORM,DORMAN PRODUCTS INC,Consumer Discretionary,38,141.970001,
39,BL,BLACKLINE INC,Information Technology,39,30.290001,
40,GILD,Gilead Sciences,Health Care,40,134.279999,
41,ACT,ENACT HOLDINGS INC,Financials,41,46.52,
42,ADBE,Adobe Inc.,Information Technology,42,237.25,
43,GRMN,Garmin,Consumer Discretionary,43,249.559998,
44,EFX,Equifax,Industrials,44,177.080002,
45,REZI,RESIDEO TECHNOLOGIES INC,Industrials,45,35.830002,
46,CRM,Salesforce,Information Technology,46,170.770004,
47,DGX,Quest Diagnostics,Health Care,47,210.679993,
48,MGPI,MGP INGREDIENTS INC,Consumer Staples,48,17.860001,
49,EVI,EVI INDUSTRIES INC,Industrials,49,16.52,
50,OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,50,25.24,
