current_rank,ticker,name,sector,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return,2026-07-16__predicted_rank,2026-07-16__close,2026-07-16__next_snapshot_return,2026-07-15__predicted_rank,2026-07-15__close,2026-07-15__next_snapshot_return,2026-07-14__predicted_rank,2026-07-14__close,2026-07-14__next_snapshot_return,2026-07-13__predicted_rank,2026-07-13__close,2026-07-13__next_snapshot_return,2026-07-10__predicted_rank,2026-07-10__close,2026-07-10__next_snapshot_return,2026-07-09__predicted_rank,2026-07-09__close,2026-07-09__next_snapshot_return,2026-07-08__predicted_rank,2026-07-08__close,2026-07-08__next_snapshot_return,2026-07-07__predicted_rank,2026-07-07__close,2026-07-07__next_snapshot_return,2026-07-06__predicted_rank,2026-07-06__close,2026-07-06__next_snapshot_return,2026-07-02__predicted_rank,2026-07-02__close,2026-07-02__next_snapshot_return,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,LCID,LUCID GROUP INC,Consumer Discretionary,1,7.36,,1,6.46,0.13931888544891646,280,5.95,0.08571428571428563,443,4.62,0.28787878787878785,367,5.51,-0.16152450090744097,110,5.55,-0.007207207207207245,50,5.83,-0.04802744425385941,88,5.82,0.0017182130584192379,113,5.995,-0.029190992493744794,61,6.66,-0.0998498498498499,141,6.08,0.09539473684210531,146,6.63,-0.08295625942684759,221,6.69,-0.008968609865470878,265,6.51,0.02764976958525356,,,,,,,,,,,,,390,5.16,,392,5.2114,-0.03731343283582089
2,AGEN,AGENUS INC,Health Care,2,5.01,,2,5.0,0.0020000000000000018,29,5.01,-0.001996007984031878,46,5.08,-0.013779527559055205,141,6.12,-0.16993464052287577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PSNL,PERSONALIS INC,Health Care,3,15.39,,21,15.58,-0.012195121951219523,56,15.79,-0.013299556681443891,45,15.03,0.05056553559547572,36,15.04,-0.0006648936170212671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ABVX,Abivax SA - American Depositary Shares,,4,136.649994,,3,137.770004,-0.008129563529663542,5,136.940002,0.0060610631508535295,12,134.910004,0.015047053145146982,4,135.979996,-0.007868745635203678,120,139.899994,-0.02802000120171555,123,140.740005,-0.005968530411804451,112,138.539993,0.015879977704344128,96,142.169998,-0.02553284835806202,91,143.990005,-0.012639814826036044,86,144.649994,-0.004562661786214783,191,132.559998,0.09120395430301675,399,133.259995,-0.005252866773708065,358,96.150002,0.38595935754634714,470,97.5,-0.013846133333333288,470,92.370003,0.055537477897451115,499,92.510002,-0.0015133390657585677,359,98.43,-0.060144244640861544,483,101.660004,-0.03177261334752646,361,102.735,0.02531519868249732
5,ERAS,ERASCA INC,Health Care,5,19.17,,4,19.02,0.007886435331230457,79,21.26,-0.10536218250235196,81,19.5,0.09025641025641029,105,17.9,0.08938547486033532,4,18.530001,-0.0339989728009189,90,19.18,-0.03388941605839424,61,18.870001,0.016428139034014855,119,18.360001,0.027777776264826803,130,18.85,-0.025994641909814376,127,18.469999,0.02057395888326785,157,17.92,0.03069190848214287,119,18.32,-0.02183406113537112,101,18.290001,0.0016401858042545125,15,16.01,0.14241105559025602,13,14.95,0.0709030100334449,15,15.05,-0.006644518272425293,30,15.07,-0.0013271400132713884,11,15.08,-0.0006631299734748408,17,13.67,0.103145574250183
6,CHYM,"Chime Financial, Inc. - Class A Common Stock",,6,22.33,,8,21.93,0.01823985408116724,4,22.09,-0.007243096423721118,14,21.459999,0.02935699111635559,9,20.950001,0.024343578790282594,25,20.92,0.0014340822179732537,25,21.309999,-0.018301220943276464,9,20.98,0.015729218303145887,10,21.120001,-0.006628834913407378,109,21.450001,-0.015384614667384056,16,20.870001,0.027791086354044925,180,21.01,-0.006663445978105864,34,20.48,0.02587890625,145,21.0,-0.024761904761904763,62,20.32,0.0334645669291338,254,18.27,0.1122058018609744,294,17.379999,0.0512083458692949,351,16.67,0.042591421715656885,319,16.92,-0.014775413711583973,371,17.125,-0.03863636363636358
7,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,7,105.599998,,117,95.349998,0.10749869129520073,10,99.910004,-0.04564113519603108,2,101.279999,-0.013526807005596497,3,98.639999,0.02676399053896983,32,97.599998,0.010655748169175139,10,100.029999,-0.024292722426199398,22,98.07,0.019985714285714495,23,95.760002,0.024122785628178933,45,93.339996,0.025926784912225553,17,94.339996,-0.010599958049606006,54,90.209999,0.04578203132448766,67,97.480003,-0.07457943964158475,57,95.68,0.018812740384615223,60,95.349998,0.0034609544511998713,111,91.57,0.04127987332095673,41,90.800003,0.00848014289162502,243,87.529999,0.03735866602717541,246,87.370003,0.001831246360378458,246,86.45,0.05915874794905429
8,IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,8,5.0,,20,4.66,0.07296137339055786,6,4.74,-0.016877637130801704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,BAND,BANDWIDTH INC CLASS A,Communication,9,71.809998,,93,68.879997,0.042537763176731636,92,70.970001,-0.029449118931250906,150,75.769997,-0.06334956038074024,125,73.809998,0.026554654560484003,175,75.480003,-0.022125131606049453,235,78.440002,-0.037735835345848234,240,70.489998,0.11278201483279959,157,67.559998,0.04336885859588113,,,,,,,112,63.790001,,264,63.299999,0.007740947989588465,117,60.889999,0.03957957036589854,334,56.900002,0.07012296765824377,412,52.32,0.08753826452599389,424,52.279999,0.0007651300834952135,372,52.73,-0.008534060307225477,466,50.82,0.037583628492719345,464,50.38,-0.011091632829181464
10,ONC,BeOne Medicines Ltd. - American Depositary Shares,,10,312.019989,,87,317.420013,-0.017012235457251945,105,311.26001,0.019790537820775445,3,306.559998,0.015331458868289793,8,303.959991,0.008553780355915253,28,298.700012,0.0176095707689492,24,302.829987,-0.013637932758620797,26,301.880005,0.0031468861278176607,190,308.959991,-0.02291554313257349,208,309.459991,-0.0016157177487928776,,,,,,,,,,257,289.98999,,318,279.890015,0.03608551380441338,322,275.339996,0.016525092852837986,348,277.119995,-0.006423206669010084,350,276.130005,0.0035852315288953385,297,271.799988,0.015930894743085844,291,271.49,0.006107695860248619
