current_rank,ticker,name,sector,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-19__predicted_rank,2026-06-19__close,2026-06-19__next_snapshot_return
1,AMAT,Applied Materials,Information Technology,1,725.344971,,1,694.640015,0.044202688208222485,1,626.840027,0.10816154852855298,1,668.0,-0.06161672604790425,3,588.969970703125,0.13418346077273946,2,585.8800048828125,0.005274059489365879,3,640.1799926757812,-0.08481987658742718,2,592.9199829101562,0.0373839486651637
2,KLAC,KLA Corporation,Information Technology,2,295.165009,,2,278.390015,0.06025716834707584,3,248.639999,0.11965096573218714,4,258.799988,-0.03925807369048251,4,240.47999572753906,0.07618093939090054,4,244.49000549316406,-0.016401525289346686,4,269.1600036621094,-0.09165551580241471,3,238.72999572753906,0.03698569145465935
3,MRVL,Marvell Technology,Information Technology,3,297.124512,,4,277.75,0.06975521872187218,2,266.769989,0.04115909379896543,3,281.26001,-0.0515182410752244,1,276.70001220703125,0.016479934232890514,1,279.0400085449219,-0.008385883473792433,2,307.8599853515625,-0.09361390698437144,,,
4,LRCX,Lam Research,Information Technology,4,429.809998,,3,410.910004,0.04599545841186181,6,379.089996,0.08393787315875256,5,401.820007,-0.0565676437310898,5,374.79998779296875,0.0720918352857578,5,371.3299865722656,0.009344790675362091,5,409.5400085449219,-0.09329985144381825,4,374.17999267578125,0.052693809186088014
5,TER,Teradyne,Information Technology,5,479.209991,,8,463.209991,0.03454156929011498,8,436.859985,0.06031682210491307,6,471.959991,-0.07437072351329888,6,427.20001220703125,0.1047752287984487,6,420.1199951171875,0.016852368571507848,6,457.0,-0.08070022975929969,5,408.55999755859375,0.043569570774560695
6,MU,Micron Technology,Information Technology,6,1153.759888,,5,1145.280029,0.007404179576417036,5,1132.329956,0.01143666025205814,2,1213.560059,-0.06693537942154693,2,1048.510009765625,0.1574138991767946,3,1051.77001953125,-0.0030995464198532163,1,1211.3800048828125,-0.1317588075923377,1,1043.18994140625,0.06824576555565542
7,MRNA,Moderna,Health Care,7,73.040001,,7,69.699997,0.0479197151184958,7,67.269997,0.036123087682016664,23,59.75,0.12585769037656913,14,60.41999816894531,-0.011089010628567042,14,61.0,-0.009508229508196742,37,59.345001220703125,0.02788775755518147,12,61.79999923706055,-0.07215444140329019
8,TECH,Bio-Techne,Health Care,8,70.739998,,6,70.900002,-0.0022567559306979623,4,71.0,-0.001408422535211229,7,70.699997,0.004243324083875288,27,58.875,0.20074721126448347,49,56.2599983215332,0.04648066286813579,53,55.61000061035156,0.01168849106836034,29,55.0,-0.04021398067335147
9,GEV,GE Vernova,Industrials,9,1145.425049,,11,1101.5,0.03892485202923468,22,1042.810059,0.05389549415750383,24,1085.469971,-0.0393008679555632,18,1057.6500244140625,0.026303546890478646,29,1034.97998046875,0.02190384784061239,23,1127.5899658203125,-0.08213090643979704,20,1048.8599853515625,0.01609399252239707
10,GLW,Corning Inc.,Information Technology,10,268.799988,,9,255.630005,0.05127297077497772,116,223.005005,0.15643520258174348,136,228.009995,-0.021950748255575303,334,205.8300018310547,0.10775879504679797,416,194.07000732421875,0.06059666396569985,151,209.8300018310547,-0.0751083965580861,456,175.39999389648438,0.07649294147848296
11,CAT,Caterpillar Inc.,Industrials,11,1063.97998,,10,1032.599976,0.029800947316810822,21,998.02002,0.03521911037059189,10,1057.01001,-0.05580835511671256,11,994.4500122070312,0.06290914298867745,17,984.239990234375,0.01037350859925934,28,1022.280029296875,-0.03721097734562118,34,955.9199829101562,0.03698446140381484
12,ROK,Rockwell Automation,Industrials,12,489.959991,,12,482.184998,0.015819053771583214,13,476.76001,0.011251606311058149,15,479.390015,-0.005486148892775766,25,460.3699951171875,0.04131463867448604,23,456.3599853515625,0.008786944806302488,27,478.0799865722656,-0.045431732326415175,26,458.69000244140625,0.009054597856663626
13,INTC,Intel,Information Technology,13,137.149994,,23,131.720001,0.04122375462174488,27,128.320007,0.026496211148118176,25,132.869995,-0.03424390886746087,13,131.64999389648438,0.009267003840501387,13,132.27999877929688,-0.004762662570023224,18,140.94000244140625,-0.06144460676252861,14,121.0999984741211,0.051869518177867
14,VRT,Vertiv,Industrials,14,323.5,,16,307.01001,0.05384890688390098,26,303.470001,0.010067438326009981,17,325.570007,-0.06788096423145007,28,316.42999267578125,0.028884790323905785,25,318.32000732421875,-0.005937465313011092,7,357.9599914550781,-0.11073858810103732,50,317.5799865722656,0.07479358624087395
15,BAX,Baxter International,Health Care,15,21.49,,13,22.014999,-0.024069028156221695,12,22.040001,-0.0011343919630494304,19,21.549999,0.022737912888070255,21,21.040000915527344,0.02423944751713658,34,20.100000381469727,0.0467662189054725,51,19.65999984741211,0.02238046795523907,31,19.389999389648438,-0.0115635501037481
16,HUM,Humana,Health Care,16,394.950012,,20,388.975006,0.015556744904449804,19,383.850006,0.01337799617942892,18,376.0,0.020877675531914885,46,361.6400146484375,0.03970795377828962,38,359.1300048828125,0.006989140325381671,49,360.7200012207031,-0.004407839863584506,49,362.0,0.00019411340957908862
