current_rank,ticker,name,sector,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,SGP,SPYGLASS PHARMA INC SHS,Health Care,1,22.125,,738,21.65,0.021939953810623525,,,,,,,,,,,,,,,,,,
2,VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,2,144.860001,,1340,143.690002,0.005413652062553398,1289,146.929993,-0.026358584816932096,1549,135.690002,0.08283580834496562,1578,138.610001,-0.02106629376620539,1525,141.910004,-0.023254195666148947,1505,140.570007,0.009532595385016718,1230,140.19,-0.0072740039290676295
3,RZLT,REZOLUTE INC,Health Care,3,4.995,,287,5.1,-0.020588235294117574,205,5.04,0.011904761904761862,208,5.03,0.001988071570576455,254,5.03,0.0,264,4.89,0.02862985685071595,433,5.15,-0.05048543689320406,486,5.02,0.02589641434262968
4,TNGX,TANGO THERAPEUTICS INC,Health Care,4,31.92,,265,32.560001,-0.019656049764863237,2,31.469999,0.03463622607677874,102,30.139999,0.044127406905355215,410,29.120001,0.03502740264328974,667,28.389999,0.025713350676764613,600,28.5,-0.003859684210526293,86,27.969999,0.018948910223414606
5,SI,SHOULDER INNOVATIONS INC,Health Care,5,20.469999,,359,20.98,-0.02939786628733987,519,22.76,-0.07942083898987107,497,21.610001,0.05321605491827608,543,19.77,0.09307035912999506,644,19.290001,0.02488330612320855,187,17.77,0.08553747889701757,903,17.98,-0.04204846587862354
6,MPAA,MOTORCAR PARTS OF AMERICA INC,Consumer Discretionary,6,15.23,,11,15.19,0.0026333113890717463,365,15.53,-0.021893110109465597,12,14.91,0.041582830315224584,494,15.01,-0.0066622251832111345,465,14.95,0.004013377926421535,466,15.12,-0.011243386243386277,329,15.36,-0.015625
7,RAIL,FREIGHTCAR AMERICA INC,Industrials,7,9.69,,545,9.76,-0.0071721311475410054,,,,,,,,,,,,,,,,,,
8,ALTO,ALTO INGREDIENTS INC,Materials,8,5.595,,1422,5.35,0.04579439252336459,,,,,,,,,,,,,,,,,,
9,GYRE,GYRE THERAPEUTICS INC,Health Care,9,6.64,,1229,6.45,0.029457364341085146,1184,6.29,0.025437201907790197,1175,6.23,0.009630818619582593,1152,6.48,-0.038580246913580196,1314,6.13,0.057096247960848334,1211,6.13,0.0,1402,6.25,-0.019199999999999995
10,GKOS,GLAUKOS CORP,Health Care,10,139.115005,,19,141.919998,-0.021625971986412917,512,144.410004,-0.01731062203726108,651,142.570007,0.012905919265333132,250,137.759995,0.034915883961813554,623,134.649994,0.023096926391248163,833,131.190002,0.026373900047657495,586,131.02,0.0039027320731490622
