current_rank,ticker,name,sector,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,SKYQ,Sky Quarry Inc. - Common Stock,,1,3.6699,,82,3.48,0.05456896551724144,176,2.88,0.20833333333333348,228,2.64,0.09090909090909083,248,2.62,0.007633587786259444,,,,,,,,,
2,TNGX,TANGO THERAPEUTICS INC,Health Care,2,31.92,,44,32.560001,-0.019656049764863237,1,31.469999,0.03463622607677874,24,30.139999,0.044127406905355215,75,29.120001,0.03502740264328974,146,28.389999,0.025713350676764613,147,28.5,-0.003859684210526293,48,27.969999,0.018948910223414606
3,CAST,"FreeCast, Inc. - Class A common stock",,3,6.9001,,43,5.6,0.23216071428571428,42,7.65,-0.2679738562091504,90,8.71,-0.12169919632606208,114,8.58,0.015151515151515138,123,8.26,0.03874092009685226,187,9.84,-0.16056910569105687,103,7.165,0.2193308550185873
4,EBAY,eBay Inc.,Consumer Discretionary,4,110.040001,,325,110.800003,-0.006859223640995782,312,107.870003,0.027162324265440185,324,108.0,-0.0012036759259259622,337,109.449997,-0.013248031427538498,347,108.970001,0.00440484532986285,448,104.940002,0.03840288663230629,429,105.485,-0.030487768486470168
5,ILLR,Triller Group Inc. - Common Stock,,5,2.71,,4,3.77,-0.28116710875331563,8,4.46,-0.1547085201793722,,,,,,,,,,,,,,,
6,ESTA,ESTABLISHMENT LABS INC,Health Care,6,86.154999,,7,87.419998,-0.014470361804400866,,,,,,,,,,,,,,,,,,
7,BBIO,"BridgeBio Pharma, Inc. - Common Stock",,7,74.07,,35,72.010002,0.028607109329062297,34,70.239998,0.0251993742938319,70,69.690002,0.007892035933647845,46,69.360001,0.004757799816064168,231,68.629997,0.010636806526452158,254,68.919998,-0.004207791764590629,258,69.53,0.0399879450726397
8,ROKU,"Roku, Inc. - Class A Common Stock",,8,138.210007,,207,136.529999,0.012305046600051606,61,135.399994,0.008345679838065667,30,134.729996,0.004972894083660417,31,135.929993,-0.008828051657443936,27,135.054993,0.006478842289081355,10,135.199997,-0.0010725148166977894,11,135.35,-0.020786628916445338
9,SOLS,Solstice Advanced Materials Inc. - Common Stock,,9,88.514999,,322,82.540001,0.07238911954944127,233,82.690002,-0.0018140161612283379,93,86.910004,-0.04855599822547463,94,86.660004,0.0028848371620200375,103,84.669998,0.023503083110973932,127,86.949997,-0.02622195605136124,120,87.3896,0.01612711230571473
10,FORM,"FormFactor, Inc. - Common Stock",,10,156.820007,,99,144.169998,0.087743699628823,241,130.740005,0.10272290413328333,81,148.75,-0.12107559663865552,218,141.419998,0.05183143900200027,114,142.789993,-0.00959447487331988,184,156.660004,-0.08853575032463279,60,155.41,0.047542633616663776
