current_rank,ticker,name,sector,2026-09-17__predicted_rank,2026-09-17__close,2026-09-17__next_snapshot_return,2026-09-16__predicted_rank,2026-09-16__close,2026-09-16__next_snapshot_return,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-02__predicted_rank,2026-09-02__close,2026-09-02__next_snapshot_return,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return
1,ARM,Arm Holdings plc - American Depositary Shares,,1,264.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,VIA,VIA TRANSPORTATION CLASS A,Information Technology,2,27.865999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SMCI,Supermicro,Information Technology,3,40.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,RIOT,RIOT PLATFORMS,Information Technology,4,21.879999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,KN,KNOWLES,Information Technology,5,35.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,6,123.660004,,5,121.120003,0.02097095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DLX,DELUXE,Industrials,7,23.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SEI,SOLARIS ENERGY INFRASTRUCTURE INC,Energy,8,69.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PRLB,PROTO LABS,Industrials,9,86.525002,,4,83.220001,0.03971402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CRUS,"Cirrus Logic, Inc. - Common Stock",,10,120.370003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WMK,WEIS MARKETS,Consumer Staples,11,72.779999,,12,73.050003,-0.00369615,,,,,,,11,72.120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,BRKR,Bruker Corporation - Common Stock,,12,63.049999,,7,60.669998,0.03922863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,COHU,COHU,Information Technology,13,55.0,,,,,,,,,,,,,,,,,3,56.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,VSTS,VESTIS,Industrials,14,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,GENB,GENERATE BIOMEDICINES INC,Health Care,15,17.120001,,,,,49,16.190001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WDAY,"Workday, Inc.",Information Technology,16,199.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,NTCT,NETSCOUT SYSTEMS,Information Technology,17,39.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ROG,ROGERS,Information Technology,18,131.080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,LOGI,Logitech International S.A. - Registered Shares,,19,102.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AMRX,AMNEAL PHARMACEUTICALS CLASS A,Health Care,20,18.280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,XMTR,XOMETRY CLASS A,Industrials,21,95.260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MIR,MIRION TECHNOLOGIES CLASS A,Information Technology,22,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,HURN,HURON CONSULTING GROUP,Industrials,23,157.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,KEYS,Keysight Technologies,Information Technology,24,331.464996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ISRG,Intuitive Surgical,Health Care,25,383.540009,,24,382.290009,0.00326977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CMRE,COSTAMARE,Industrials,26,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,GEO,GEO GROUP,Industrials,27,32.139999,,,,,,,,,,,,,,,,,27,31.610001,,31,32.049999,-0.01372849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BIIB,Biogen,Health Care,28,219.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CHRW,C.H. Robinson,Industrials,29,153.820007,,16,153.470001,0.00228062,,,,,,,35,152.779999,,33,152.419998,0.00236190,11,150.449997,0.01309406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,RMD,ResMed|,Health Care,30,228.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,DHR,Danaher Corporation,Health Care,31,212.509995,,31,208.404999,0.01969721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,32,48.935001,,18,48.91,0.00051116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,HONA,Honeywell Aerospace,Industrials,33,167.130005,,3,164.179993,0.01796816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,WOR,WORTHINGTON ENTERPRISES,Industrials,34,59.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,OPCH,OPTION CARE HEALTH INC,Health Care,35,24.5,,34,24.469999,0.00122603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,DNOW,DNOW,Industrials,36,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,RAMP,LIVERAMP HOLDINGS INC,Information Technology,37,37.880001,,37,37.869999,0.00026411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ACA,ARCOSA,Industrials,38,145.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,39,16.754999,,48,16.344999,0.02508413,37,16.08,0.01648004,,,,40,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,GNRC,Generac,Industrials,40,207.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CLFD,CLEARFIELD INC,Information Technology,41,30.639999,,,,,,,,,,,50,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,42,29.280001,,,,,,,,49,29.344999,,49,28.610001,0.02569025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials,43,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,GILD,Gilead Sciences,Health Care,44,150.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SGP,SPYGLASS PHARMA SHS,Health Care,45,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,TKNO,ALPHA TEKNOVA,Health Care,46,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,SENS,SENSEONICS HOLDINGS INC,Health Care,47,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,AMLX,AMYLYX PHARMACEUTICALS,Health Care,48,33.939999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,RGR,STURM RUGER,Consumer Discretionary,49,40.115002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,TRAK,REPOSITRAK INC,Information Technology,50,8.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
