current_rank,ticker,name,sector,2026-07-06__predicted_rank,2026-07-06__close,2026-07-06__next_snapshot_return,2026-07-02__predicted_rank,2026-07-02__close,2026-07-02__next_snapshot_return,2026-07-01__predicted_rank,2026-07-01__close,2026-07-01__next_snapshot_return,2026-06-30__predicted_rank,2026-06-30__close,2026-06-30__next_snapshot_return,2026-06-29__predicted_rank,2026-06-29__close,2026-06-29__next_snapshot_return,2026-06-26__predicted_rank,2026-06-26__close,2026-06-26__next_snapshot_return,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,1,7.685,,954,7.63,0.007208387942332806,476,7.89,-0.03295310519645123,518,7.79,0.01283697047496779,116,7.63,0.02096985583224109,1131,7.07,0.07920792079207906,1075,6.91,0.02315484804630974,1084,6.55,0.05496183206106875,1209,5.88,0.11394557823129259,1448,5.3,0.10943396226415092,1882,4.995,0.10647181628392488
2,MQ,MARQETA INC CLASS A,Financials,2,16.469999,,11,17.41,-0.05399201608271098,9,16.620001,0.047533029630985046,595,4.06,0.024661037278732145,84,4.18,-0.028708133971291905,1109,4.18,0.0,1213,3.95,0.05822784810126569,1099,3.97,-0.005037783375314908,1567,3.83,0.036553524804177506,1656,3.76,0.018617021276595924,980,3.775,-0.030927835051546393
3,MC,MOELIS CLASS A,Financials,3,71.220001,,1437,68.480003,0.038949640892065096,1512,66.379997,0.031014830804421134,1660,65.419998,0.014674396657731403,1704,62.900002,0.03989823557463068,1556,64.519997,-0.024503736452989866,1469,65.459999,-0.014359945223952564,1313,65.150002,0.004758203998213251,1198,67.309998,-0.03209026985857277,1141,66.940002,0.005527277994404445,1437,66.9,-0.00357246204227446
4,RNAC,CARTESIAN THERAPEUTICS INC,Health Care,4,10.46,,9,10.59,-0.01227573182247399,13,10.18,0.04027504911591362,43,10.42,-0.02303262955854124,82,9.64,0.08091286307053935,73,9.42,0.023354564755838636,589,8.93,0.054871220604703286,29,9.64,-0.07365145228215775,231,10.18,-0.05304518664047142,188,9.95,0.02311557788944718,11,9.63,0.03322949117341634
5,SI,SHOULDER INNOVATIONS INC,Health Care,5,20.725,,10,21.205,-0.025622943112364793,6,20.629999,0.02837046419153899,271,20.219999,0.017258283172668643,359,20.98,-0.041251825509720175,519,22.76,-0.07942083898987107,497,21.610001,0.05321605491827608,543,19.77,0.09307035912999506,644,19.290001,0.02488330612320855,187,17.77,0.08553747889701757,903,17.98,-0.04204846587862354
6,LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,6,7.775,,946,7.62,0.020341207349081403,475,7.92,-0.037878787878787845,517,7.84,0.010204081632652962,115,7.73,0.014230271668822736,1105,7.13,0.0841514726507715,977,7.0,0.01857142857142846,1059,6.6,0.06060606060606055,1147,5.95,0.10924369747899143,1409,5.28,0.12689393939393945,1861,5.035,0.10000000000000009
7,ELVN,ENLIVEN THERAPEUTICS INC,Health Care,7,50.669998,,19,49.82,0.017061380971497453,34,48.759998,0.021739172343690383,617,50.75,-0.03921186206896543,657,50.849998,-0.0019665290842292293,567,50.080002,0.015375318874787602,135,49.119999,0.019544035414170047,267,47.77,0.02826039355243881,821,48.599998,-0.0170781488509526,314,45.959999,0.05744123275546631,177,46.78,0.019068759160477233
8,LWAY,LIFEWAY FOODS INC,Consumer Staples,8,29.5,,509,30.940001,-0.046541724416880204,495,29.450001,0.05059422578627415,497,29.84,-0.013069671581769415,617,29.92,-0.002673796791443861,442,29.389999,0.018033379313827202,687,30.33,-0.03099244971974935,918,29.75,0.019495798319327573,932,28.610001,0.03984617127416379,561,26.43,0.0824820658342793,496,26.18,0.03932363350373569
9,DTIL,PRECISION BIOSCIENCES INC,Health Care,9,8.165,,23,8.18,-0.0018337408312959491,164,7.88,0.038071065989847774,342,7.86,0.0025445292620864812,285,7.92,-0.007575757575757569,,,,,,,,,,,,,,,,,,
10,ZURA,ZURA BIO LTD CLASS A,Health Care,10,5.13,,5,5.17,-0.007736943907156735,14,5.005,0.03296703296703307,615,5.9,-0.1516949152542374,548,5.63,0.047957371225577416,,,,,,,,,,,,,,,,,,
11,VERA,VERA THERAPEUTICS INC CLASS A,Health Care,11,40.82,,3,41.200001,-0.00922332501885137,542,42.66,-0.03422407407407402,722,42.91,-0.005826147751107014,540,43.150002,-0.0055620391396506985,438,42.459999,0.01625065982691143,631,40.5,0.04839503703703718,111,39.509998,0.025056999496684274,172,38.200001,0.03429311428552073,105,38.43,-0.005984881602914327,1379,38.06,0.0951838130521514
12,PGEN,PRECIGEN INC,Health Care,12,5.4279,,292,5.64,-0.03760638297872332,658,5.25,0.07428571428571429,717,5.7,-0.07894736842105265,779,5.92,-0.03716216216216217,560,5.86,0.010238907849829282,652,5.52,0.061594202898550776,680,5.4,0.022222222222222143,745,5.36,0.00746268656716409,707,5.38,-0.0037174721189590088,193,5.285,0.1161825726141077
13,TRVI,TREVI THERAPEUTICS INC,Health Care,13,17.969999,,16,17.93,0.0022308421639711806,474,17.610001,0.018171435651820778,631,18.65,-0.05576402144772108,646,18.629999,0.0010735910399135573,579,18.15,0.026446225895316866,610,18.0,0.008333333333333304,642,17.52,0.027397260273972712,635,17.379999,0.008055293904217109,665,17.709999,-0.018633541424818767,653,17.715,0.029052877922886466
14,OFRM,ONCE UPON A FARM PBC,Consumer Staples,14,20.92,,330,21.35,-0.021515389219615932,445,21.84,-0.024222990138162204,22,20.48,0.06640625,17,20.450001,0.0,,,,,,,,,,,,,,,,,,
15,OLPX,OLAPLEX HOLDINGS INC,Consumer Staples,15,2.07,,894,2.07,0.0,1442,2.05,0.009756097560975618,1169,2.05,0.0,1135,2.05,0.0,1301,2.06,-0.004854368932038944,1185,2.05,0.004878048780487809,1269,2.04,0.004901960784313708,840,2.05,-0.004878048780487698,884,2.06,-0.004854368932038944,780,2.055,0.004878048780487809
