ticker,file,decision,sources,mode,provider,generated_at
MSFT,msft.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
BAX,bax.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
ZBRA,zbra.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
HPQ,hpq.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
PLTR,pltr.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
HPE,hpe.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
PYPL,pypl.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings,enhanced-fallback,,2026-08-05 13:20:19
ANET,anet.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
IT,it.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
AVGO,avgo.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
ALLE,alle.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
SWK,swk.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
DXCM,dxcm.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
CRL,crl.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
BMY,bmy.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
WDAY,wday.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
REGN,regn.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings,enhanced-fallback,,2026-08-05 13:20:19
IQV,iqv.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
AMGN,amgn.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-v3-quality-momentum-ranking;nasdaq200-early-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
ZBH,zbh.html,WATCH-BUY / 强观察,spx-yahoo-rankings;aster-v3-quality-momentum-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
IR,ir.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
ADBE,adbe.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
SWKS,swks.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq500-rankings;aster-v5-risk-adjusted-ranking;nasdaq500-early-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
INTU,intu.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
TMO,tmo.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
DGX,dgx.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
WTW,wtw.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq500-rankings,enhanced-fallback,,2026-08-05 13:20:19
MTD,mtd.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
WAB,wab.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
CTSH,ctsh.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
NTAP,ntap.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-trend-relay-ranking;aster-v3-quality-momentum-ranking;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
HII,hii.html,WAIT / 暂不追,spx-yahoo-rankings;early-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
ICE,ice.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
ARES,ares.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
NVDA,nvda.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
PANW,panw.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
PFE,pfe.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;aster-consensus-agent-ranking;aster-trend-relay-ranking;aster-v2-balanced-ranking;aster-v3-quality-momentum-ranking;aster-v5-risk-adjusted-ranking;early-spx-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
PTC,ptc.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
WAT,wat.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
EXPD,expd.html,WATCH-BUY / 强观察,spx-yahoo-rankings;aster-v2-balanced-ranking;aster-v3-quality-momentum-ranking,enhanced-fallback,,2026-08-05 13:20:19
BDX,bdx.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
STE,ste.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
CRM,crm.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
ABT,abt.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
GEHC,gehc.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
TGT,tgt.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
ADSK,adsk.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
PSX,psx.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
ULTA,ulta.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
IVZ,ivz.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
VLO,vlo.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
CEG,ceg.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
CBOE,cboe.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
NDAQ,ndaq.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq500-rankings;nasdaq500-early-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
EA,ea.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings,enhanced-fallback,,2026-08-05 13:20:19
CRWD,crwd.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
DDOG,ddog.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-trend-relay-ranking;aster-v3-quality-momentum-ranking;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
VRSN,vrsn.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-trend-relay-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
J,j.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
DPZ,dpz.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
GPN,gpn.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
CME,cme.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq500-rankings;nasdaq500-early-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
DLR,dlr.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
BKR,bkr.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-v3-quality-momentum-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
APH,aph.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
PCAR,pcar.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
RTX,rtx.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
ITW,itw.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-08-05 13:20:19
A,a.html,WAIT / 暂不追,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
IDXX,idxx.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-trend-relay-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
ROST,rost.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
FSLR,fslr.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-trend-relay-ranking;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-08-05 13:20:19
