current_rank,ticker,name,sector,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,EHGO,Eshallgo Inc. - Class A Ordinary Shares,,1,3.7,,1,3.7,-0.075,2,4.0,-0.075,36,4.06,-0.01477833,1,3.77,1.25555556
2,CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,,2,5.74,,2,5.74,0.45685279,,,,,,,,,
3,RXT,RACKSPACE TECHNOLOGY INC,Information Technology,3,6.82,,3,6.82,-0.06189821,5,7.27,-0.06189821,6,6.835,0.06364301,6,6.875,-0.0533241
4,RGEN,Repligen Corporation - Common Stock,,4,138.4,,4,138.4,0.09519664,261,126.37,0.09519664,210,126.57,-0.00158015,135,126.47,-0.04128162
5,DAVE,DAVE INC CLASS A,Financials,5,323.22,,5,323.22,0.01651099,21,317.97,0.01651099,27,309.72,0.02663696,53,311.17,-0.01501081
6,AMAT,Applied Materials,Information Technology,6,588.97,,6,588.97,0.00527412,7,585.88,0.00527412,146,640.18,-0.08481989,132,626.57,0.03738393
7,TEM,"Tempus AI, Inc. - Class A Common Stock",,7,51.94,,7,51.94,0.06850442,200,48.61,0.06850442,100,47.85,0.01588297,49,48.6,-0.05881196
8,ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,8,19.34,,8,19.34,0.12246082,119,17.23,0.12246082,15,17.37,-0.00805987,8,17.56,-0.00912721
9,MRNA,Moderna,Health Care,9,60.42,,11,60.42,-0.0095082,121,61.0,-0.0095082,26,59.345,0.02788777,13,59.99,-0.07215447
10,PCVX,VAXCYTE INC,Health Care,10,53.87,,9,53.87,0.03675905,211,51.96,0.03675905,241,52.11,-0.00287853,297,51.685,0.01302488
11,COHU,COHU INC,Information Technology,11,63.66,,10,63.66,-0.01102998,10,64.37,-0.01102998,133,70.07,-0.08134722,130,70.39,0.00965418
12,WYFI,WHITEFIBER INC,Information Technology,12,38.71,,12,38.71,-0.13516533,107,44.76,-0.13516533,138,44.77,-0.00022336,187,46.325,0.16315926
13,POOL,Pool Corporation - Common Stock,,13,205.36,,13,205.36,0.05399302,54,194.84,0.05399302,42,195.61,-0.0039364,80,194.62,-0.01698578
14,ACMR,ACM RESEARCH CLASS A INC,Information Technology,14,101.6,,14,101.6,0.02502018,17,99.12,0.02502018,86,103.17,-0.0392556,61,104.52,-0.06098116
15,ERAS,ERASCA INC,Health Care,15,15.05,,15,15.05,-0.00132714,30,15.07,-0.00132714,11,15.08,-0.00066313,17,15.0601,0.10314557
16,BKNG,Booking Holdings,Consumer Discretionary,16,181.25,,16,181.25,0.07286611,50,168.94,0.07286611,48,167.77,0.00697383,31,169.42,-0.02334381
17,UPST,UPSTART HOLDINGS INC,Financials,17,32.65,,17,32.65,0.03782581,309,31.46,0.03782581,245,31.32,0.00446999,111,31.5,-0.03422757
18,BLLN,"BillionToOne, Inc. - Class A common stock",,18,107.74,,18,107.74,0.0331799,13,104.28,0.0331799,263,100.72,0.03534551,64,101.66,-0.04213029
19,DASH,DoorDash,Consumer Discretionary,19,177.93,,19,177.93,0.03737174,38,171.52,0.03737174,62,172.08,-0.0032543,117,176.505,-0.00795572
20,SOFI,"SoFi Technologies, Inc.  - Common Stock",,20,17.31,,20,17.31,0.00115674,32,17.29,0.00115674,35,17.1,0.01111111,51,17.3899,-0.04522613
