current_rank,ticker,name,sector,2026-06-25__predicted_rank,2026-06-25__close,2026-06-25__next_snapshot_return,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,LH,Labcorp,Health Care,1,267.535,,314,265.18,0.00888076,390,258.59,0.02548436,379,254.43,0.01635027,186,255.405,-0.00543351
2,J,Jacobs Solutions,Industrials,2,124.135,,143,122.04,0.0171665,145,120.9,0.00942928,162,118.7,0.01853412,52,119.87,-0.01876498
3,IQV,IQVIA,Health Care,3,187.57,,65,185.62,0.01050533,380,171.28,0.08372256,377,167.81,0.02067815,395,166.9,0.00023842
4,DLTR,Dollar Tree,Consumer Staples,4,118.16,,49,119.35,-0.00997067,140,113.41,0.05237633,140,113.93,-0.00456421,148,115.075,0.02042096
5,LEN,Lennar,Consumer Discretionary,5,93.605,,114,92.95,0.0070468,402,87.35,0.0641099,380,87.44,-0.00102928,147,87.64,-0.02552101
6,DGX,Quest Diagnostics,Health Care,6,206.34,,179,203.11,0.01590271,297,197.18,0.03007404,319,193.58,0.01859696,286,194.95,-0.00728205
7,MRNA,Moderna,Health Care,7,59.6967,,5,60.42,-0.0119712,133,61.0,-0.0095082,14,59.345,0.02788777,176,59.99,-0.07215447
8,DASH,DoorDash,Consumer Discretionary,8,176.975,,10,177.93,-0.00536728,22,171.52,0.03737174,60,172.08,-0.0032543,90,176.505,-0.00795572
9,FAST,Fastenal,Industrials,9,46.865,,171,46.26,0.01307825,293,45.6,0.01447368,175,46.12,-0.01127493,196,46.715,0.00501199
10,BIIB,Biogen,Health Care,10,203.12,,182,199.59,0.01768626,322,197.19,0.012171,6,199.71,-0.0126183,304,199.03,0.01592227
11,KIM,Kimco Realty,Real Estate,11,25.51,,187,25.42,0.00354052,171,25.19,0.00913061,274,24.69,0.02025111,248,24.8,0.01271534
12,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,12,20.885,,113,21.01,-0.00594955,16,20.39,0.03040706,9,20.04,0.01746507,1,20.145,-0.01956947
13,DG,Dollar General,Consumer Staples,13,117.52,,19,119.17,-0.01384577,83,114.58,0.04005935,87,112.46,0.01885115,97,114.06,-0.00872631
14,CHD,Church & Dwight,Consumer Staples,14,97.97,,201,98.67,-0.00709435,199,96.48,0.022699,354,93.74,0.02922978,227,94.39,-0.01976367
15,CTVA,Corteva,Materials,15,81.33,,250,80.09,0.01548258,230,79.11,0.01238781,235,78.86,0.00317017,383,78.585,0.00343555
16,RCL,Royal Caribbean Group,Consumer Discretionary,16,321.695,,9,320.95,0.00232123,17,309.53,0.03689465,15,309.36,0.00054952,7,311.005,-0.01007968
17,VLTO,Veralto,Industrials,17,88.15,,251,86.32,0.02120019,296,84.6,0.02033097,314,82.95,0.0198915,386,82.773,-0.01273506
18,WDC,Western Digital,Information Technology,18,669.615,,129,643.83,0.04004939,1,670.75,-0.04013418,131,732.62,-0.08445033,138,736.91,-0.01823834
19,CRH,CRH plc,Materials,19,112.98,,53,112.02,0.0085699,70,110.28,0.01577802,45,111.25,-0.0087191,61,112.06,8.99e-05
20,MO,Altria,Consumer Staples,20,73.45,,135,72.07,0.01914805,337,71.61,0.00642368,424,69.51,0.03021148,427,69.465,0.00564236
21,BKNG,Booking Holdings,Consumer Discretionary,21,177.325,,8,181.25,-0.02165517,34,168.94,0.07286611,28,167.77,0.00697383,12,169.42,-0.02334381
22,XYL,Xylem Inc.,Industrials,22,116.9,,316,112.04,0.04337737,317,110.4,0.01485507,267,111.77,-0.01225731,301,111.85,0.00314127
23,FTV,Fortive,Industrials,23,61.5,,326,60.39,0.01838053,224,60.34,0.00082864,114,61.67,-0.0215664,93,61.965,0.01048665
24,ALLE,Allegion,Industrials,24,137.58,,278,134.0,0.02671642,341,128.76,0.04069587,287,130.93,-0.01657374,287,131.2275,-0.01976492
25,TRGP,Targa Resources,Energy,25,273.575,,240,266.32,0.02724166,215,268.72,-0.00893123,210,264.51,0.01591622,358,262.905,0.02293294
26,WM,Waste Management,Industrials,26,222.615,,247,223.26,-0.00288901,240,218.84,0.0201974,432,213.31,0.02592471,315,213.88,-0.00601118
27,STX,Seagate Technology,Information Technology,27,1021.195,,155,993.25,0.02813491,6,1038.59,-0.04365534,101,1094.04,-0.0506837,112,1096.6275,0.02224755
28,SNDK,Sandisk,Information Technology,28,2320.0,,262,1914.46,0.21182997,153,1963.6,-0.02502546,141,2273.73,-0.13639702,120,2313.1,0.04072777
29,ZBH,Zimmer Biomet,Health Care,29,91.245,,42,90.56,0.00756405,59,87.57,0.03414411,47,87.09,0.00551154,41,88.02,-0.01000341
30,EME,Emcor,Industrials,30,860.04,,254,847.17,0.01519176,233,838.61,0.01020737,232,868.88,-0.03483795,290,857.27,0.03859716
31,OTIS,Otis Worldwide,Industrials,31,73.58,,312,72.63,0.01307999,306,71.75,0.01226481,286,72.48,-0.01007174,272,72.155,-0.01078204
32,BRO,Brown & Brown,Financials,32,61.015,,60,61.8,-0.01270227,102,60.4,0.02317881,127,58.24,0.03708791,123,58.775,-0.01455161
33,MU,Micron Technology,Information Technology,33,1207.38,,227,1048.51,0.15151978,130,1051.77,-0.00309954,135,1211.38,-0.13175882,3,1197.8,0.06824575
34,EXPE,Expedia Group,Consumer Discretionary,34,252.11,,146,262.15,-0.03829868,15,245.07,0.06969437,74,238.02,0.02961936,43,238.41,-0.01195517
35,SO,Southern Company,Utilities,35,95.935,,98,95.78,0.00161829,113,94.93,0.00895397,123,93.43,0.0160548,142,93.88,0.00365238
36,PPG,PPG Industries,Materials,36,122.12,,30,120.98,0.00942305,55,117.7,0.02786746,46,118.92,-0.010259,33,119.545,0.00566596
37,TTWO,Take-Two Interactive,Communication Services,37,237.605,,56,235.77,0.00778301,178,242.64,-0.02831355,81,239.57,0.01281463,218,238.83,0.00121197
38,INCY,Incyte,Health Care,38,107.53,,44,108.46,-0.00857459,7,104.4,0.03888889,166,103.66,0.00713872,250,103.36,0.05538587
39,MDT,Medtronic,Health Care,39,80.57,,58,80.14,0.00536561,51,80.63,-0.00607714,125,79.27,0.01715655,109,79.485,-0.00088228
40,VTR,Ventas,Real Estate,40,87.425,,253,86.57,0.0098764,248,85.37,0.01405646,337,83.04,0.02805877,368,82.95,0.01764706
41,PCG,PG&E Corporation,Utilities,41,17.095,,36,17.12,-0.00146028,10,16.77,0.0208706,281,16.63,0.00841852,274,16.6043,0.00910194
42,DRI,Darden Restaurants,Consumer Discretionary,42,212.595,,63,213.45,-0.00400562,64,210.59,0.01358089,61,212.0,-0.00665094,45,214.18,-0.00679316
43,PEG,Public Service Enterprise Group,Utilities,43,82.47,,38,81.95,0.00634533,38,81.39,0.00688045,62,80.61,0.00967622,99,80.745,0.00901239
44,GNRC,Generac,Industrials,44,291.69,,79,284.14,0.02657141,31,274.54,0.03496758,26,295.54,-0.07105637,162,292.56,0.05871395
45,HUBB,Hubbell Incorporated,Industrials,45,531.65,,78,518.18,0.02599483,24,509.96,0.01611891,195,539.39,-0.05456163,188,534.48,0.02997957
46,PCAR,Paccar,Industrials,46,121.3,,26,117.03,0.03648637,25,116.78,0.00214078,17,120.12,-0.02780553,23,119.85,0.00983607
47,ABT,Abbott Laboratories,Health Care,47,93.245,,87,90.49,0.03044535,19,90.53,-0.00044184,292,87.83,0.0307412,347,88.22,-0.00656034
48,RTX,RTX Corporation,Industrials,48,186.055,,55,185.06,0.00537663,48,186.39,-0.00713558,32,181.83,0.02507837,11,182.65,-0.0203125
49,RSG,Republic Services,Industrials,49,213.51,,33,213.58,-0.00032775,176,209.1,0.02142516,421,204.36,0.02319436,132,205.03,-0.0028301
50,CMI,Cummins,Industrials,50,723.62,,178,694.87,0.04137465,50,699.05,-0.00597954,53,724.93,-0.0357,50,723.88,0.01125743
51,EXC,Exelon,Utilities,51,46.85,,51,46.9,-0.0010661,49,46.62,0.00600601,132,45.94,0.01480192,83,46.055,0.00283781
52,VRSK,Verisk Analytics,Industrials,52,177.495,,257,180.06,-0.01424525,351,174.76,0.03032731,359,168.99,0.03414403,198,168.97,-0.02767549
53,IEX,IDEX Corporation,Industrials,53,227.39,,83,222.16,0.02354159,183,221.17,0.00447619,71,225.36,-0.01859247,127,223.79,0.00191171
54,WFC,Wells Fargo,Financials,54,84.685,,64,84.3,0.00456702,65,84.13,0.00202068,35,83.84,0.00345897,172,83.91,0.01995134
55,FE,FirstEnergy,Utilities,55,48.02,,62,47.82,0.00418235,122,47.45,0.00779768,133,46.76,0.0147562,77,46.905,0.00667384
56,WY,Weyerhaeuser,Real Estate,56,25.7,,6,25.3,0.01581028,193,24.44,0.03518822,301,24.25,0.00783505,190,24.68,-0.00287829
57,DOV,Dover Corporation,Industrials,57,229.73,,74,224.31,0.02416299,79,223.54,0.00344457,174,229.4,-0.0255449,74,227.58,0.02607684
58,TDG,TransDigm Group,Industrials,58,1333.0,,59,1322.67,0.00780996,92,1297.68,0.01925744,67,1295.9,0.00137356,183,1285.31,-0.02439942
59,SCHW,Charles Schwab Corporation,Financials,59,89.595,,66,91.39,-0.0196411,60,93.17,-0.01910486,121,92.03,0.01238727,100,92.32,0.00359869
60,AME,Ametek,Industrials,60,239.63,,80,235.38,0.01805591,90,234.08,0.00555366,183,241.55,-0.03092527,131,240.21,0.01739533
61,FIX,Comfort Systems USA,Industrials,61,1998.32,,81,1954.47,0.02243575,191,1908.07,0.02431777,27,2066.51,-0.07667033,71,2056.94,0.05037079
62,WAB,Wabtec,Industrials,62,281.645,,92,272.48,0.0336355,106,270.26,0.00821431,84,276.75,-0.02345077,78,276.27,0.01066355
63,AMP,Ameriprise Financial,Financials,63,453.395,,54,460.95,-0.01639006,40,466.11,-0.01107035,95,471.41,-0.01124287,124,470.67,0.00851464
64,GIS,General Mills,Consumer Staples,64,35.295,,23,34.8,0.01422414,269,34.43,0.01074644,296,33.34,0.03269346,302,33.515,-0.00239378
65,AJG,Arthur J. Gallagher & Co.,Financials,65,218.54,,24,220.76,-0.01005617,41,215.78,0.02307906,54,209.08,0.03204515,32,209.77,-0.02326451
66,ABNB,Airbnb,Consumer Discretionary,66,141.96,,68,144.4,-0.01689751,123,138.85,0.03997119,120,139.19,-0.0024427,133,139.2,-0.02261077
67,NRG,NRG Energy,Utilities,67,146.5625,,21,142.21,0.03060615,311,137.66,0.03305245,271,138.91,-0.00899863,253,138.05,0.02850585
68,AOS,A. O. Smith,Industrials,68,61.215,,18,60.18,0.0171984,308,57.44,0.04770195,258,58.69,-0.02129835,285,58.05,0.00807283
69,CNP,CenterPoint Energy,Utilities,69,44.16,,82,43.86,0.00683995,88,43.5,0.00827586,98,43.12,0.00881262,89,43.355,0.00700607
70,RL,Ralph Lauren Corporation,Consumer Discretionary,70,410.595,,198,414.25,-0.00882317,87,407.01,0.01778826,145,410.92,-0.00951523,139,411.41,-0.00506041
71,AMGN,Amgen,Health Care,71,353.95,,96,351.43,0.0071707,52,347.01,0.01273739,31,344.72,0.00664307,24,344.46,0.02109005
72,LYV,Live Nation Entertainment,Communication Services,72,175.855,,107,171.47,0.02557299,214,168.6,0.01702254,92,170.56,-0.01149156,141,171.195,-0.00397103
73,XYZ,"Block, Inc.",Financials,73,74.195,,50,75.68,-0.01962209,212,72.37,0.04573718,116,73.07,-0.00957985,79,73.655,-0.02286708
74,COR,Cencora,Health Care,74,286.86,,28,284.47,0.00840159,256,281.1,0.01198862,268,271.28,0.03619876,259,271.6,-0.00202332
75,TFC,Truist Financial,Financials,75,50.695,,95,49.79,0.01817634,5,49.67,0.00241595,263,48.76,0.01866284,257,48.855,0.00889717
76,AWK,American Water Works,Utilities,76,129.805,,99,129.64,0.00127276,26,126.6,0.02401264,272,124.92,0.01344861,280,125.89,-0.00119933
77,ETN,Eaton Corporation,Industrials,77,417.78,,230,404.59,0.0326009,196,405.28,-0.00170253,18,435.78,-0.06998944,51,434.7,0.03321716
78,ERIE,Erie Indemnity,Financials,78,230.72,,4,229.53,0.00518451,389,221.12,0.03803365,402,211.65,0.04474368,145,213.59,-0.04291399
79,ES,Eversource Energy,Utilities,79,72.01,,110,71.71,0.00418352,109,71.03,0.00957342,69,70.12,0.01297775,44,70.165,0.00761604
80,ED,Consolidated Edison,Utilities,80,110.905,,89,110.72,0.00167088,32,108.75,0.01811494,265,106.92,0.0171156,364,107.39,0.00526514
