current_rank,ticker,name,sector,2026-06-24__predicted_rank,2026-06-24__close,2026-06-24__next_snapshot_return,2026-06-23__predicted_rank,2026-06-23__close,2026-06-23__next_snapshot_return,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,EHGO,Eshallgo Inc. - Class A Ordinary Shares,,1,3.7,,2,4.0,-0.075,36,4.06,-0.01477833,1,3.77,1.25555556
2,CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,,2,5.74,,,,,,,,,,
3,RXT,RACKSPACE TECHNOLOGY INC,Information Technology,3,6.82,,5,7.27,-0.06189821,6,6.835,0.06364301,6,6.875,-0.0533241
4,RGEN,Repligen Corporation - Common Stock,,4,138.4,,261,126.37,0.09519664,210,126.57,-0.00158015,135,126.47,-0.04128162
5,DAVE,DAVE INC CLASS A,Financials,5,323.22,,21,317.97,0.01651099,27,309.72,0.02663696,53,311.17,-0.01501081
6,AMAT,Applied Materials,Information Technology,6,588.97,,7,585.88,0.00527412,146,640.18,-0.08481989,132,626.57,0.03738393
7,TEM,"Tempus AI, Inc. - Class A Common Stock",,7,51.94,,200,48.61,0.06850442,100,47.85,0.01588297,49,48.6,-0.05881196
8,ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,8,19.34,,119,17.23,0.12246082,15,17.37,-0.00805987,8,17.56,-0.00912721
9,PCVX,VAXCYTE INC,Health Care,9,53.87,,211,51.96,0.03675905,241,52.11,-0.00287853,297,51.685,0.01302488
10,COHU,COHU INC,Information Technology,10,63.66,,10,64.37,-0.01102998,133,70.07,-0.08134722,130,70.39,0.00965418
11,MRNA,Moderna,Health Care,11,60.42,,121,61.0,-0.0095082,26,59.345,0.02788777,13,59.99,-0.07215447
12,WYFI,WHITEFIBER INC,Information Technology,12,38.71,,107,44.76,-0.13516533,138,44.77,-0.00022336,187,46.325,0.16315926
13,POOL,Pool Corporation - Common Stock,,13,205.36,,54,194.84,0.05399302,42,195.61,-0.0039364,80,194.62,-0.01698578
14,ACMR,ACM RESEARCH CLASS A INC,Information Technology,14,101.6,,17,99.12,0.02502018,86,103.17,-0.0392556,61,104.52,-0.06098116
15,ERAS,ERASCA INC,Health Care,15,15.05,,30,15.07,-0.00132714,11,15.08,-0.00066313,17,15.0601,0.10314557
16,BKNG,Booking Holdings,Consumer Discretionary,16,181.25,,50,168.94,0.07286611,48,167.77,0.00697383,31,169.42,-0.02334381
17,UPST,UPSTART HOLDINGS INC,Financials,17,32.65,,309,31.46,0.03782581,245,31.32,0.00446999,111,31.5,-0.03422757
18,BLLN,"BillionToOne, Inc. - Class A common stock",,18,107.74,,13,104.28,0.0331799,263,100.72,0.03534551,64,101.66,-0.04213029
19,DASH,DoorDash,Consumer Discretionary,19,177.93,,38,171.52,0.03737174,62,172.08,-0.0032543,117,176.505,-0.00795572
20,SOFI,"SoFi Technologies, Inc.  - Common Stock",,20,17.31,,32,17.29,0.00115674,35,17.1,0.01111111,51,17.3899,-0.04522613
21,ICCM,IceCure Medical Ltd. - Ordinary Shares,,21,9.3,,155,6.12,0.51960784,179,5.93,0.03204047,158,5.9501,0.09814815
22,CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,22,611.6,,148,585.0,0.04547009,38,587.16,-0.00367872,19,592.2,-0.02385663
23,ENTG,"Entegris, Inc. - Common Stock",,23,171.46,,18,168.22,0.01926049,114,184.0,-0.08576087,209,181.845,0.02925547
24,COO,Cooper Companies (The),Health Care,24,68.83,,60,66.15,0.04051398,54,65.42,0.01115867,41,65.605,-0.00743438
25,REG,Regency Centers,Real Estate,25,79.87,,128,78.67,0.01525359,374,77.36,0.01693382,374,77.54,0.0062435
26,LRCX,Lam Research,Information Technology,26,374.8,,135,371.33,0.00934479,124,409.54,-0.0932998,139,397.615,0.05269381
27,SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",,27,83.69,,3,84.36,-0.00794215,63,91.91,-0.08214558,62,93.585,-0.00852211
28,KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,28,123.28,,136,127.1,-0.03005507,167,124.22,0.02318467,194,121.88,0.01928284
29,DUOL,"Duolingo, Inc. - Class A Common Stock",,29,132.15,,37,132.18,-0.00022696,66,127.25,0.03874263,125,128.25,0.0134597
30,TER,Teradyne,Information Technology,30,427.2,,25,420.12,0.01685233,120,457.0,-0.08070022,148,450.6,0.0435696
31,ROKU,"Roku, Inc. - Class A Common Stock",,31,135.93,,27,135.055,0.00647884,10,135.2,-0.00107249,11,135.35,-0.02078656
32,CECO,CECO ENVIRONMENTAL CORP,Industrials,32,95.4,,43,96.67,-0.01313748,152,99.67,-0.03009933,193,98.34,0.0129065
33,ALAB,"Astera Labs, Inc. - Common Stock",,33,399.92,,29,397.02,0.00730442,128,439.66,-0.09698403,101,429.199,0.05416357
34,PCAR,Paccar,Industrials,34,117.03,,44,116.78,0.00214078,33,120.12,-0.02780553,42,119.85,0.00983607
35,XENE,XENON PHARMACEUTICALS INC,Health Care,35,55.58,,222,54.61,0.01776231,,,,,,
36,MIDD,The Middleby Corporation - Common Stock,,36,168.91,,39,163.77,0.03138548,31,166.65,-0.01728173,46,167.29,-0.03256705
37,MKSI,MKS Inc. - Common Stock,,37,381.62,,140,389.17,-0.01940026,165,420.56,-0.07463858,221,418.975,0.03491892
38,BEAM,BEAM THERAPEUTICS INC,Health Care,38,33.9,,46,33.2,0.02108434,,,,,,
39,ALGM,"Allegro MicroSystems, Inc. - Common Stock",,39,55.42,,23,55.52,-0.00180115,119,61.58,-0.09840857,160,60.83,0.04372881
40,ICHR,ICHOR HOLDINGS LTD,Information Technology,40,89.38,,8,92.2,-0.03058568,118,99.61,-0.07439012,151,97.06,0.01014096
41,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,41,90.8,,243,87.53,0.03735862,246,87.37,0.00183129,246,86.45,0.05915869
42,JBLU,JETBLUE AIRWAYS CORP,Industrials,42,5.79,,79,5.53,0.04701627,45,5.49,0.00728597,56,5.655,-0.0334507
43,TLN,Talen Energy Corporation - Common Stock,,43,405.89,,34,411.92,-0.01463876,141,438.12,-0.05980097,149,437.125,0.00419446
44,XEL,Xcel Energy,Utilities,44,81.47,,228,80.33,0.01419146,261,78.81,0.01928689,266,78.695,0.01808552
45,AGNC,AGNC Investment Corp. - Common Stock,,45,10.49,,293,10.44,0.00478927,314,10.38,0.00578035,326,10.425,0.0
46,BBIO,BRIDGEBIO PHARMA INC,Health Care,46,69.36,,231,68.63,0.01063675,254,68.92,-0.00420778,258,69.53,0.03998793
47,CRVO,CervoMed Inc. - Common Stock,,47,3.26,,1,3.72,-0.12365591,3,4.13,-0.09927361,3,4.0801,-0.0259434
48,LYFT,"Lyft, Inc. - Class A Common Stock",,48,14.4,,75,13.82,0.04196816,43,14.22,-0.0281294,54,14.375,-0.00420168
49,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",,49,77.66,,124,71.83,0.08116386,129,72.2,-0.00512465,113,72.87,-0.0232684
50,INCY,Incyte,Health Care,50,108.46,,20,104.4,0.03888889,194,103.66,0.00713872,203,103.36,0.05538587
51,VRNS,VARONIS SYSTEMS INC,Information Technology,51,37.29,,170,35.03,0.06451613,,,,,,
52,DLTR,Dollar Tree,Consumer Staples,52,119.35,,134,113.41,0.05237633,130,113.93,-0.00456421,12,115.075,0.02042096
53,TXG,10X GENOMICS INC CLASS A,Health Care,53,34.6,,22,31.87,0.0856605,8,32.94,-0.0324833,47,33.8,-0.0522227
54,EXC,Exelon,Utilities,54,46.9,,62,46.62,0.00600601,117,45.94,0.01480192,115,46.055,0.00283781
55,ACGL,Arch Capital Group,Financials,55,94.92,,235,93.71,0.01291218,344,92.04,0.01814429,344,91.805,0.00943189
56,WING,Wingstop Inc. - Common Stock,,56,155.79,,67,150.41,0.0357689,29,156.74,-0.04038535,40,159.07,-0.03115342
57,RELY,REMITLY GLOBAL INC,Financials,57,21.45,,241,20.4,0.05147059,270,20.66,-0.0125847,274,20.8901,-0.02085308
58,ELVN,ENLIVEN THERAPEUTICS INC,Health Care,58,47.77,,181,48.6,-0.01707819,75,45.96,0.05744125,28,46.78,0.01906874
59,TTWO,Take-Two Interactive,Communication Services,59,235.77,,190,242.64,-0.02831355,77,239.57,0.01281463,143,238.83,0.00121197
60,ZBRA,Zebra Technologies,Information Technology,60,247.78,,203,237.72,0.04231869,294,245.69,-0.03243925,363,244.61,0.04114755
61,ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care,61,79.81,,91,79.9,-0.00112641,85,82.0,-0.02560976,69,81.93,0.00219995
62,BELFB,BEL FUSE INC CLASS B,Information Technology,62,294.15,,180,288.64,0.01908952,37,304.33,-0.05155588,43,303.115,0.02678903
63,WTFC,Wintrust Financial Corporation - Common Stock,,63,159.81,,83,157.47,0.01485997,98,155.77,0.01091353,92,156.33,0.01077153
64,EWBC,"East West Bancorp, Inc. - Common Stock",,64,130.69,,70,130.89,-0.001528,72,129.13,0.01362968,82,129.01,0.01829509
65,ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,65,125.15,,74,123.05,0.01706623,57,127.05,-0.03148367,84,126.84,0.03477765
66,AXON,Axon Enterprise,Industrials,66,456.73,,346,433.04,0.05470626,403,410.03,0.05611785,336,413.135,-0.0315777
67,FRSH,FRESHWORKS INC CLASS A,Information Technology,67,9.37,,240,9.19,0.01958651,360,8.93,0.02911534,359,8.8807,0.00790068
68,NTLA,INTELLIA THERAPEUTICS INC,Health Care,68,15.5,,68,15.25,0.01639344,21,15.75,-0.03174603,58,16.27,0.0051053
69,ABNB,Airbnb,Consumer Discretionary,69,144.4,,108,138.85,0.03997119,108,139.19,-0.0024427,96,139.2,-0.02261077
70,CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,70,268.99,,16,272.005,-0.01108436,101,302.52,-0.10086936,94,303.715,0.11290145
71,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",,71,321.66,,56,319.0,0.00833856,160,336.9,-0.05313149,181,339.48,0.04737922
72,EA,Electronic Arts,Communication Services,72,204.52,,36,203.52,0.00491352,233,202.97,0.00270976,243,202.92,0.00405639
73,CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,,73,98.8,,95,97.77,0.01053493,242,96.98,0.00814601,100,97.3,0.00051584
