current_rank,ticker,name,sector,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return
1,KMI,Kinder Morgan,Energy,1,32.23,,35,32.25,-0.00062016,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,32.465,,,,,6,32.275002,,,,,,,,,,,,,,,,,,,,,,
2,ADM,Archer Daniels Midland,Consumer Staples,2,82.504997,,2,81.300003,0.01482157,,,,,,,,,,,,,,,,,,,,,,,,,24,83.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PG,Procter & Gamble,Consumer Staples,3,147.815002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TMUS,T-Mobile US,Communication Services,4,182.820007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TSLA,"Tesla, Inc.",Consumer Discretionary,5,359.369995,,,,,,,,,,,,,,47,350.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALX,ALEXANDERS REIT INC,Real Estate,6,271.660004,,12,271.850006,-0.00069892,,,,,,,,,,,,,,,,,,,12,273.950012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,BKR,Baker Hughes,Energy,7,63.939999,,7,63.549999,0.00613690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,COR,Cencora,Health Care,8,328.799988,,,,,,,,,,,27,327.734985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,320.640015,,,,,,,,,,
9,OKE,Oneok,Energy,9,96.029999,,6,96.019997,0.00010417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,92.459999,,,,,,,,,,,,,,,,,,,
10,ACN,Accenture,Information Technology,10,189.039001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,11,45.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ASND,Ascendis Pharma A/S - Ordinary Share,,12,262.799988,,3,263.040009,-0.00091249,,,,,,,,,,,,,,,,,,,9,256.279999,,42,257.660004,-0.00535591,,,,,,,,,,,,,39,255.460007,,,,,,,,,,,,,,,,,,,
