current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,NHP,NATIONAL HEALTHCARE PROPERTIES CLA,Real Estate,1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MOS,Mosaic Company (The),Materials,2,23.385,,3,23.42,-0.00149445,,,,,,,,,,38,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,FPI,FARMLAND PARTNERS INC,Real Estate,3,9.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,4,10.015,,,,,39,9.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CXW,CORECIVIC REIT,Industrials,5,32.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,6,39.310001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,OIS,OIL STATES INTERNATIONAL,Energy,7,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,8.72,,49,8.58,0.01631702,,,,,,
8,MUX,MCEWEN INC,Materials,8,18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,9,237.789993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,OFLX,OMEGA FLEX INC,Industrials,10,30.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,RL,Ralph Lauren Corporation,Consumer Discretionary,11,399.890015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,FUL,HB FULLER,Materials,12,59.240002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CGON,CG ONCOLOGY,Health Care,13,75.260002,,6,72.419998,0.03921574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,RAPP,RAPPORT THERAPEUTICS,Health Care,14,44.130001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PCVX,VAXCYTE,Health Care,15,58.259998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,HP,HELMERICH & PAYNE,Energy,16,37.424999,,,,,37,34.494999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
