current_rank,ticker,name,sector,2026-06-22__predicted_rank,2026-06-22__close,2026-06-22__next_snapshot_return,2026-06-20__predicted_rank,2026-06-20__close,2026-06-20__next_snapshot_return
1,ROK,Rockwell Automation,Industrials,1,478.08,,171,479.135,0.00905464
2,GLW,Corning Inc.,Information Technology,2,209.83,,158,208.82,0.07649292
3,IP,International Paper,Materials,3,36.89,,2,37.405,0.00190114
4,ANET,Arista Networks,Information Technology,4,174.56,,19,174.575,0.02882065
5,VST,Vistra Corp.,Utilities,5,167.26,,15,169.585,0.02143511
6,BIIB,Biogen,Health Care,6,199.71,,304,199.03,0.01592227
7,COHR,Coherent Corp.,Information Technology,7,425.48,,222,433.725,0.09217856
8,IRM,Iron Mountain,Real Estate,8,131.86,,200,132.205,0.03152625
9,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,9,20.04,,1,20.145,-0.01956947
10,BNY,BNY Mellon,Financials,10,146.44,,195,146.02,0.01956416
11,UAL,United Airlines Holdings,Industrials,11,118.68,,4,119.47,0.0030426
12,GPC,Genuine Parts Company,Consumer Discretionary,12,105.11,,160,106.305,-0.03302668
13,PWR,Quanta Services,Industrials,13,740.14,,327,734.46,0.05395514
14,MRNA,Moderna,Health Care,14,59.345,,176,59.99,-0.07215447
15,RCL,Royal Caribbean Group,Consumer Discretionary,15,309.36,,7,311.005,-0.01007968
16,CCL,Carnival Corporation,Consumer Discretionary,16,30.19,,144,30.23,-0.02202786
17,PCAR,Paccar,Industrials,17,120.12,,23,119.85,0.00983607
18,ETN,Eaton Corporation,Industrials,18,435.78,,51,434.7,0.03321716
19,TECH,Bio-Techne,Health Care,19,55.61,,102,56.31,-0.04021401
20,SWK,Stanley Black & Decker,Industrials,20,86.31,,182,87.36,-0.00507205
21,ECL,Ecolab,Materials,21,269.34,,16,270.03,0.00081748
22,DD,DuPont,Materials,22,48.19,,228,48.07,0.01006078
23,MRVL,Marvell Technology,Information Technology,23,307.86,,,,
24,COF,Capital One,Financials,24,200.7,,179,201.82,-0.00411849
25,ADI,Analog Devices,Information Technology,25,445.48,,9,442.885,0.02536482
26,GNRC,Generac,Industrials,26,295.54,,162,292.56,0.05871395
27,FIX,Comfort Systems USA,Industrials,27,2066.51,,71,2056.94,0.05037079
