current_rank,ticker,name,sector,2026-07-23 10:30-13:00__close,2026-07-23 10:30-13:00__next_4h_return,2026-07-23 06:30-10:30__close,2026-07-23 06:30-10:30__next_4h_return,2026-07-22 10:30-13:00__close,2026-07-22 10:30-13:00__next_4h_return,2026-07-22 06:30-10:30__close,2026-07-22 06:30-10:30__next_4h_return,2026-07-21 10:30-13:00__close,2026-07-21 10:30-13:00__next_4h_return,2026-07-21 06:30-10:30__close,2026-07-21 06:30-10:30__next_4h_return,2026-07-20 10:30-13:00__close,2026-07-20 10:30-13:00__next_4h_return,2026-07-20 06:30-10:30__close,2026-07-20 06:30-10:30__next_4h_return,2026-07-17 10:30-13:00__close,2026-07-17 10:30-13:00__next_4h_return,2026-07-17 06:30-10:30__close,2026-07-17 06:30-10:30__next_4h_return,2026-07-16 10:30-13:00__close,2026-07-16 10:30-13:00__next_4h_return,2026-07-16 06:30-10:30__close,2026-07-16 06:30-10:30__next_4h_return,2026-07-15 10:30-13:00__close,2026-07-15 10:30-13:00__next_4h_return,2026-07-15 06:30-10:30__close,2026-07-15 06:30-10:30__next_4h_return,2026-07-14 10:30-13:00__close,2026-07-14 10:30-13:00__next_4h_return,2026-07-14 06:30-10:30__close,2026-07-14 06:30-10:30__next_4h_return,2026-07-13 10:30-13:00__close,2026-07-13 10:30-13:00__next_4h_return,2026-07-13 06:30-10:30__close,2026-07-13 06:30-10:30__next_4h_return,2026-07-10 10:30-13:00__close,2026-07-10 10:30-13:00__next_4h_return,2026-07-10 06:30-10:30__close,2026-07-10 06:30-10:30__next_4h_return,2026-07-09 10:30-13:00__close,2026-07-09 10:30-13:00__next_4h_return,2026-07-09 06:30-10:30__close,2026-07-09 06:30-10:30__next_4h_return,2026-07-08 10:30-13:00__close,2026-07-08 10:30-13:00__next_4h_return,2026-07-08 06:30-10:30__close,2026-07-08 06:30-10:30__next_4h_return,2026-07-07 10:30-13:00__close,2026-07-07 10:30-13:00__next_4h_return,2026-07-07 06:30-10:30__close,2026-07-07 06:30-10:30__next_4h_return,2026-07-06 10:30-13:00__close,2026-07-06 10:30-13:00__next_4h_return,2026-07-06 06:30-10:30__close,2026-07-06 06:30-10:30__next_4h_return,2026-07-02 10:30-13:00__close,2026-07-02 10:30-13:00__next_4h_return,2026-07-02 06:30-10:30__close,2026-07-02 06:30-10:30__next_4h_return
1,PYPL,PayPal,Financials,56.000000,,55.669998,0.00592782,55.505001,0.00297265,55.419998,0.00153380,55.849998,-0.00769919,55.750000,0.00179369,56.840000,-0.01917664,56.884998,-0.00079103,56.570000,0.00556829,56.900101,-0.00580141,56.744999,0.00273332,57.424999,-0.01184153,55.520000,0.03431194,55.092300,0.00776334,47.380001,0.16277541,47.299999,0.00169137,47.669998,-0.00776167,48.310001,-0.01324784,46.323002,0.04289444,45.965000,0.00778858,45.330002,0.01400834,45.105000,0.00498840,44.509998,0.01336783,44.189999,0.00724143,45.645000,-0.03187646,45.645000,0.00000000,45.130001,0.01141146,45.095001,0.00077614,45.459999,-0.00802899,45.080002,0.00842939
2,TECH,Bio-Techne,Health Care,71.769997,,71.964996,-0.00270964,71.790001,0.00243760,71.730003,0.00083644,71.629997,0.00139615,71.650002,-0.00027920,71.629997,0.00027928,71.660004,-0.00041874,72.110001,-0.00624042,71.800003,0.00431752,71.775002,0.00034832,71.779999,-0.00006962,71.474998,0.00426724,71.480499,-0.00007696,71.239998,0.00337593,71.190002,0.00070229,71.389999,-0.00280147,71.375000,0.00021014,71.285004,0.00126248,71.180000,0.00147519,71.154999,0.00035136,71.181000,-0.00036528,70.959999,0.00311444,70.554199,0.00575161,70.620003,-0.00093180,70.705002,-0.00120216,70.900002,-0.00275035,70.820000,0.00112965,70.820000,0.00000000,70.660004,0.00226431
3,TMO,Thermo Fisher Scientific,Health Care,572.599976,,571.619995,0.00171439,526.239990,0.08623443,525.450012,0.00150343,523.309998,0.00408938,519.994995,0.00637507,526.349976,-0.01207368,530.575012,-0.00796313,532.559998,-0.00372725,533.210022,-0.00121908,543.270020,-0.01851749,537.025024,0.01162887,535.510010,0.00282910,537.780029,-0.00422109,534.359985,0.00640026,534.200012,0.00029946,528.570007,0.01065139,532.940002,-0.00819979,527.039978,0.01119464,525.544983,0.00284466,524.500000,0.00199234,522.315002,0.00418330,509.890015,0.02436797,511.980011,-0.00408218,516.395020,-0.00854967,514.494995,0.00369299,517.724976,-0.00623880,516.414978,0.00253672,523.380005,-0.01330778,521.570007,0.00347029
4,CRL,Charles River Laboratories,Health Care,229.339996,,225.315002,0.01786385,218.619995,0.03062395,221.080002,-0.01112723,219.399994,0.00765728,218.399994,0.00457875,219.830002,-0.00650506,220.449997,-0.00281241,224.339996,-0.01733975,225.880005,-0.00681782,229.134995,-0.01420556,228.300003,0.00365743,228.225006,0.00032861,227.380005,0.00371625,231.070007,-0.01596919,235.070007,-0.01701621,229.839996,0.02275501,233.264999,-0.01468288,233.570007,-0.00130585,233.929993,-0.00153886,233.550003,0.00162702,231.264999,0.00988046,223.750000,0.03358659,222.610001,0.00512106,228.720001,-0.02671389,231.179993,-0.01064102,231.320007,-0.00060528,231.220001,0.00043251,230.389999,0.00360260,228.089996,0.01008375
5,DGX,Quest Diagnostics,Health Care,227.884995,,222.690002,0.02332836,209.990005,0.06047905,207.169998,0.01361204,206.710007,0.00222530,206.589996,0.00058091,207.699997,-0.00534425,208.089996,-0.00187418,210.690002,-0.01234043,210.110001,0.00276046,209.399994,0.00339067,206.500000,0.01404355,201.850006,0.02303688,203.759995,-0.00937372,205.880005,-0.01029731,206.005005,-0.00060678,207.429993,-0.00686973,208.904999,-0.00706065,207.429993,0.00711086,208.550003,-0.00537046,208.050003,0.00240327,207.220001,0.00400541,208.050003,-0.00398944,208.929993,-0.00421189,212.350006,-0.01610555,214.699997,-0.01094546,213.539993,0.00543226,213.460007,0.00037471,215.639999,-0.01010940,215.115005,0.00244053
6,ALLE,Allegion,Industrials,154.580002,,158.639999,-0.02559252,140.005005,0.13310234,139.710007,0.00211150,137.320007,0.01740460,138.160004,-0.00607989,138.149994,0.00007246,137.740005,0.00297654,137.240005,0.00364325,137.389999,-0.00109174,139.470001,-0.01491362,140.835007,-0.00969224,135.889999,0.03638979,135.750000,0.00103130,136.524994,-0.00567657,136.690002,-0.00120717,136.429993,0.00190581,136.074997,0.00260883,136.710007,-0.00464494,138.179993,-0.01063820,135.080002,0.02294930,134.110001,0.00723288,134.990005,-0.00651903,135.580002,-0.00435165,139.330002,-0.02691452,139.470001,-0.00100379,140.154999,-0.00488743,140.059998,0.00067829,140.669998,-0.00433639,139.274994,0.01001618
7,IQV,IQVIA,Health Care,207.380005,,204.544998,0.01386007,198.520004,0.03034956,200.740005,-0.01105909,201.589996,-0.00421643,201.044998,0.00271083,203.940002,-0.01419537,205.500000,-0.00759123,206.279999,-0.00378126,206.684998,-0.00195950,210.520004,-0.01821682,209.960007,0.00266716,206.869995,0.01493698,208.820007,-0.00933824,207.830002,0.00476353,207.940002,-0.00052900,207.539993,0.00192738,211.600006,-0.01918721,207.839996,0.01809089,207.737503,0.00049338,208.951004,-0.00580759,208.395004,0.00266801,203.889999,0.02209527,203.464996,0.00208883,208.229996,-0.02288335,208.580002,-0.00167804,206.110001,0.01198390,207.341095,-0.00593753,207.119995,0.00106750,206.684998,0.00210464
8,MPC,Marathon Petroleum,Energy,312.170013,,315.239990,-0.00973854,315.899994,-0.00208928,319.250000,-0.01049336,319.679993,-0.00134507,316.910004,0.00874062,315.320007,0.00504249,318.404999,-0.00968889,312.670013,0.01834198,310.140015,0.00815760,305.839996,0.01405970,305.864990,-0.00008172,299.179993,0.02234440,296.165009,0.01018008,303.350006,-0.02368550,299.864990,0.01162195,296.880005,0.01005452,295.579987,0.00439819,283.739990,0.04172833,279.839996,0.01393651,283.299988,-0.01221317,283.390015,-0.00031768,280.609985,0.00990710,274.500000,0.02225860,266.299988,0.03079239,262.850006,0.01312529,268.940002,-0.02264444,269.600006,-0.00244809,266.160004,0.01292456,266.579987,-0.00157545
9,VLO,Valero Energy,Energy,305.410004,,309.200012,-0.01225746,310.790009,-0.00511598,312.105011,-0.00421333,314.700012,-0.00824595,310.940002,0.01209240,313.440002,-0.00797601,315.635010,-0.00695426,309.670013,0.01926243,305.260010,0.01444671,300.375000,0.01626304,299.505005,0.00290478,292.769989,0.02300446,288.350006,0.01532853,300.989990,-0.04199470,296.950012,0.01360491,295.790009,0.00392171,293.179993,0.00890244,280.649994,0.04464635,277.850006,0.01007734,281.200012,-0.01191325,280.079987,0.00399895,282.799988,-0.00961811,277.084991,0.02062543,266.209991,0.04085121,261.734985,0.01709747,270.339996,-0.03183033,270.670013,-0.00121926,267.774994,0.01081139,269.165009,-0.00516417
10,DHR,Danaher Corporation,Health Care,192.356003,,190.589996,0.00926600,179.139999,0.06391647,177.690002,0.00816026,179.130005,-0.00803887,176.955002,0.01229128,201.520004,-0.12189858,202.750000,-0.00606656,203.755005,-0.00493242,202.979996,0.00381815,204.990005,-0.00980540,202.580002,0.01189655,200.690002,0.00941751,200.990005,-0.00149263,199.054993,0.00972099,199.014999,0.00020096,200.199997,-0.00591907,199.979996,0.00110012,198.949997,0.00517718,199.000000,-0.00025127,195.860001,0.01603185,194.774994,0.00557057,190.649994,0.02163651,191.485001,-0.00436069,194.169998,-0.01382807,193.335007,0.00431888,193.669998,-0.00172970,194.024994,-0.00182964,197.789993,-0.01903534,197.235001,0.00281386
