current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,URBN,URBAN OUTFITTERS INC,Consumer Discretionary,1,75.139999,,,,,,,,,,,48,73.709999,,,,,,,,,,
2,TSCO,Tractor Supply,Consumer Discretionary,2,31.895,,8,31.799999,0.00298745,,,,,,,,,,,,,,,,,,
3,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,3,12.01,,,,,,,,,,,,,,,,,,,,,,
4,FOSL,FOSSIL GROUP INC,Consumer Discretionary,4,4.265,,,,,,,,,,,,,,,,,,,,,,
5,PCYO,PURE CYCLE CORP,Utilities,5,10.96,,,,,,,,,,,,,,,,,,,,,,
6,MC,MOELIS CLASS A,Financials,6,68.720001,,1,67.790001,0.01371884,,,,,,,,,,,,,,,,,,
7,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,7,43.189999,,25,42.950001,0.00558785,13,43.02,-0.00162713,,,,,,,,,,,,,,,
8,WY,Weyerhaeuser,Real Estate,8,24.469999,,,,,,,,,,,,,,,,,,,,,,
9,RGR,STURM RUGER INC,Consumer Discretionary,9,38.779999,,,,,,,,,,,,,,,,,,,,,,
10,MAR,Marriott International,Consumer Discretionary,10,378.390015,,3,383.059998,-0.01219126,,,,,,,,,,,,,,,,,,
11,ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,11,49.560001,,,,,,,,,,,,,,,,,,,,,,
12,WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,12,2.7901,,11,2.72,0.02577206,,,,,,,27,2.685,,,,,19,2.71,,,,
13,SYF,Synchrony Financial,Financials,13,76.730103,,,,,,,,,,,,,,,,,,,,,,
14,SAM,BOSTON BEER INC CLASS A,Consumer Staples,14,187.25,,7,183.520004,0.02032474,,,,,,,,,,,,,11,180.669998,,,,
15,TEL,TE Connectivity,Information Technology,15,209.910004,,5,207.559998,0.01132206,,,,,,,,,,,,,4,203.169998,,10,203.309998,-0.00068860
16,DLR,Digital Realty,Real Estate,16,194.649994,,,,,,,,,,,,,,,,,,,,,,
17,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,17,3.2,,6,3.19,0.00313480,,,,,,,,,,,,,,,,,,
18,PPL,PPL Corporation,Utilities,18,36.474998,,49,36.009998,0.01291308,12,36.279999,-0.00744214,,,,,,,,,,,,,,,
19,MLP,MAUI LAND AND PINEAPPLE INC,Real Estate,19,17.4,,,,,,,,,,,,,,,,,,,,,,
20,FOX,Fox Corporation (Class B),Communication Services,20,51.945,,,,,,,,,,,,,,,,,41,51.549999,,,,
21,SXT,SENSIENT TECHNOLOGIES CORP,Materials,21,123.955002,,,,,,,,,,,,,,,,,,,,,,
22,EGBN,EAGLE BANCORP INC,Financials,22,27.889999,,14,28.15,-0.00923627,1,28.440001,-0.01019694,,,,,,,,,,,,,,,
23,HQI,HIREQUEST INC,Industrials,23,13.44,,,,,,,,,,,,,,,,,,,,,,
24,TMDX,TRANSMEDICS GROUP INC,Health Care,24,73.93,,,,,,,,,,,,,,,,,,,,,,
25,ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Health Care,25,2.5863,,37,2.55,0.01423529,,,,,,,,,,,,,,,,,,
26,NOC,Northrop Grumman,Industrials,26,553.820007,,12,547.22998,0.01204252,,,,,,,,,,,,,,,,,,
27,WOR,WORTHINGTON ENTERPRISES INC,Industrials,27,58.099998,,15,56.630001,0.02595792,,,,,,,,,,,,,,,,,,
28,SLB,Schlumberger,Energy,28,50.68,,,,,,,,,,,,,,,,,,,,,,
29,SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,29,4.15,,,,,,,,,,,,,,,,,18,3.91,,,,
30,TNC,TENNANT,Industrials,30,89.635002,,18,87.0,0.03028738,2,87.915001,-0.01040779,,,,,,,,,,,,,,,
31,SMID,SMITH MIDLAND CORP,Materials,31,30.094999,,26,30.940001,-0.02731099,,,,,,,,,,,,,,,,,,
32,EQIX,Equinix,Real Estate,32,1047.089966,,27,1046.790039,0.00028652,,,,,,,,,,,,,,,,,,
33,LHX,L3Harris,Industrials,33,304.48999,,29,303.410004,0.00355949,,,,,,,,,,,,,,,,,,
34,CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,34,591.140015,,,,,,,,,,,,,,,,,,,,,,
35,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,35,31.995001,,,,,,,,,,,,,,,,,,,,,,
