current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,CLX,Clorox,Consumer Staples,1,99.495003,,,,,,,,,,,,,,,,,,,,,,
2,OPCH,OPTION CARE HEALTH INC,Health Care,2,22.4,,,,,,,,,,,,,,,,,,,,,,
3,PPG,PPG Industries,Materials,3,122.230003,,,,,,,,,,,,,,,,,,,,,,
4,FISV,Fiserv,Financials,4,54.240002,,,,,,,,,,,,,,,,,,,,,,
5,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,5,21.014999,,,,,,,,,,,,,,,,,,,,,,
6,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,6,127.349998,,,,,,,,,,,,,,,,,,,,,,
7,TGLS,TECNOGLASS INC,Industrials,7,47.715,,,,,,,,,,,,,,,,,,,,,,
8,PG,Procter & Gamble,Consumer Staples,8,151.309998,,,,,,,,,,,,,,,,,,,,,,
9,ORLY,O’Reilly Automotive,Consumer Discretionary,9,92.1399,,,,,,,,,,,,,,,,,,,,,,
10,TAP,Molson Coors Beverage Company,Consumer Staples,10,42.435001,,41,41.150002,0.03122719,,,,,,,,,,,,,,,,,,
11,GRMN,Garmin,Consumer Discretionary,11,252.255005,,,,,,,,,,,,,,,,,,,,34,249.559998,
12,ZS,"Zscaler, Inc. - Common Stock",,12,151.848206,,,,,,,,,,,,,,,,,,,,,,
13,TEL,TE Connectivity,Information Technology,13,209.910004,,,,,,,,,,,,,,,,,,,,,,
14,ECL,Ecolab,Materials,14,280.609985,,,,,,,,,,,,,,,,,,,,,,
15,TCOM,Trip.com Group Limited - American Depositary Shares,,15,45.650002,,,,,,,,,,,,,,,,,,,,,,
16,UHS,Universal Health Services,Health Care,16,160.690002,,28,159.25,0.00904240,1,155.839996,0.02188144,,,,,,,,,,,,,,,
17,SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,17,62.235001,,,,,,,,,,,,,,,,,,,,,,
18,RMD,ResMed,Health Care,18,207.800003,,,,,,,,,,,,,,,,,,,,,,
19,VEEV,Veeva Systems,Health Care,19,201.070007,,,,,,,,,,,,,,,,,,,,,,
