ticker,file,decision,sources,mode,provider,generated_at
MU,mu.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
MRNA,mrna.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq500-rankings;nasdaq500-early-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
SNDK,sndk.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
SWKS,swks.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq500-rankings;aster-v3-quality-momentum-ranking;nasdaq500-early-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
AMD,amd.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-chan-kline-pattern-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
INTC,intc.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
QCOM,qcom.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-chan-kline-pattern-ranking;aster-v3-quality-momentum-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
MRVL,mrvl.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-call-ranking;aster-consensus-agent-ranking;aster-deep-v3-daily-cnn-ranking;aster-deep-v4-shape-embedding-ranking;aster-ema-cross-ranking;aster-v2-balanced-ranking;aster-v3-quality-momentum-ranking;aster-v4-tactical-breakout-ranking;aster-v5-risk-adjusted-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
VRT,vrt.html,WAIT / 暂不追,spx-yahoo-rankings;early-spx-4h-signal-ranking;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
NVDA,nvda.html,WATCH-BUY / 强观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-chan-kline-pattern-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;early-nasdaq500-4h-signal-ranking;early-spx-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-09-09 13:30:24
