current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,STE,Steris,Health Care,1,218.5,,,,,,,,,,,,,,,,,,,
2,FIS,Fidelity National Information Services,Financials,2,43.395,,,,,,,,,,,,,,,,,,,
3,BR,Broadridge Financial Solutions,Industrials,3,154.080002,,,,,,,,,,,,,,,,,,,
4,MSI,Motorola Solutions,Information Technology,4,426.829987,,,,,,,,,,,,,,,,,,,
5,TRMB,Trimble Inc.,Information Technology,5,55.849998,,,,,,,,,,,,,,14,53.209999,,,,
6,ARLO,ARLO TECHNOLOGIES INC,Information Technology,6,13.72,,,,,,,,,,,,,,,,,,,
7,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,7,41.82,,,,,,,,,,,,,,,,,,,
8,TW,Tradeweb Markets Inc. - Class A Common Stock,,8,102.25,,,,,,,,,,,,,,,,,,,
9,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,9,42.119999,,,,,,,,,,,,,,,,,,,
10,BRCB,BLACK ROCK COFFEE BAR INC CLASS A,Consumer Discretionary,10,8.25,,,,,,,,,,,,,,,,,,,
11,FUTU,Futu Holdings Limited - American Depositary Shares,,11,103.154999,,,,,,,,,,,,,,,,,,,
12,SOLV,Solventum,Health Care,12,80.75,,,,,,,,,,,,,,,,,,,
13,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,13,15.86,,,,,,,,,,,,,,,,,,,
14,TYL,Tyler Technologies,Information Technology,14,321.815002,,,,,,,,,,,,,,5,317.920013,,4,319.51001,-0.00497636
15,FISV,Fiserv,Financials,15,52.345001,,,,,,,,,,,,,,,,,,,
16,CLX,Clorox,Consumer Staples,16,97.290001,,,,,,,,,,,,,,,,,,,
17,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,17,187.460007,,,,,,,,,,,,,,,,,,,
18,AORT,ARTIVION INC,Health Care,18,26.08,,,,,,,,,,,,,,,,,,,
19,SONO,SONOS INC,Consumer Discretionary,19,15.6,,,,,,,,,,,,,,,,,,,
20,CG,The Carlyle Group Inc. - Common Stock,,20,46.07,,,,,,,,,,,,,,,,,,,
21,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,21,50.98,,,,,,,,,,,,,,7,50.439999,,15,49.919998,0.01041669
22,NE,NOBLE CORPORATION PLC,Energy,22,42.98,,8,43.27,-0.00670210,18,43.110001,0.00371141,,,,,,,,,,,,
23,ENSG,"The Ensign Group, Inc. - Common Stock",,23,178.059998,,,,,,,,,,,,,,20,172.039993,,16,171.279999,0.00443714
24,UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials,24,43.279999,,,,,,,,,,,,,,,,,,,
25,CFBK,CF BANKSHARES INC,Financials,25,34.0425,,,,,,,,,,,,,,,,,,,
26,ASC,ARDMORE SHIPPING CORP,Energy,26,16.385,,,,,,,,,,,,,,,,,,,
27,JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,27,47.009998,,,,,,,,,,,,,,,,,,,
28,BL,BLACKLINE INC,Information Technology,28,30.875,,,,,,,,,,,,,,,,,39,30.290001,
29,INCY,Incyte,Health Care,29,119.730003,,,,,,,,,,,,,,,,,,,
30,LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,30,7.73,,,,,,,,,,,,,,,,,,,
31,ADBE,Adobe Inc.,Information Technology,31,240.5,,,,,,,,,,,,,,,,,42,237.25,
32,CRM,Salesforce,Information Technology,32,175.729996,,,,,,,,,,,,,,23,173.770004,,46,170.770004,0.01756749
33,BAX,Baxter International,Health Care,33,23.163099,,,,,,,,,,,,,,,,,,,
34,UHS,Universal Health Services,Health Care,34,161.080002,,2,155.839996,0.03362427,,,,,,,,,,,,,,,
35,EXPE,Expedia Group,Consumer Discretionary,35,279.160004,,,,,,,,,,,,,,,,,,,
36,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,36,7.675,,,,,,,,,,,,,,,,,,,
37,CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,37,74.25,,,,,,,,,,,,,,,,,,,
38,BSY,"Bentley Systems, Incorporated - Class B Common Stock",,38,33.66,,,,,,,,,,,,,,19,32.349998,,27,32.34,0.00030915
39,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,39,18.59,,36,18.584999,0.00026909,,,,,,,,,,,,,,,
40,TNK,TEEKAY TANKERS LTD CLASS A,Energy,40,75.480003,,,,,,,,,,,,,,,,,,,
41,SR,SPIRE INC,Utilities,41,82.995003,,50,83.345001,-0.00419939,32,82.57,0.00938599,,,,,,,,,,,,
42,CBRE,CBRE Group,Real Estate,42,143.020004,,,,,,,,,,,,,,,,,,,
43,BDX,Becton Dickinson,Health Care,43,159.960007,,,,,,,,,,,,,,,,,,,
44,MDT,Medtronic,Health Care,44,84.6651,,,,,,,,,,,,,,,,,,,
45,SIRI,SiriusXM Holdings Inc. - Common Stock,,45,31.299999,,,,,,,,,,,,,,,,,,,
46,WLY,JOHN WILEY AND SONS INC CLASS A,Communication,46,51.080002,,,,,,,,,,,,,,,,,,,
47,BKNG,Booking Holdings,Consumer Discretionary,47,186.559998,,,,,,,,,,,,,,,,,,,
48,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,48,12.45,,,,,,,,,,,,,,,,,,,
49,SNDA,SONIDA SENIOR LIVING INC,Health Care,49,43.209999,,,,,,,,,,,,,,,,,,,
50,NTGR,NETGEAR INC,Information Technology,50,25.07,,,,,,,,24,24.620001,,,,,,,,,,
