current_rank,ticker,name,sector,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,TDY,Teledyne Technologies,Information Technology,1,656.869995,,,,,,,
2,FRT,Federal Realty Investment Trust,Real Estate,2,125.580002,,39,125.574997,0.00003986,47,126.019997,-0.00353119
3,SKYH,SKY HARBOUR GROUP CORP CLASS A,Industrials,3,10.26,,,,,,,
4,NTGR,NETGEAR INC,Information Technology,4,23.959999,,,,,,,
5,PLUS,EPLUS,Information Technology,5,89.82,,,,,,,
6,LCNB,LCNB CORP,Financials,6,19.405001,,,,,,,
7,TMUS,T-Mobile US,Communication Services,7,191.830002,,2,195.639999,-0.01947453,,,
8,DPZ,Domino's,Consumer Discretionary,8,327.380005,,3,328.970001,-0.00483326,,,
9,FANG,Diamondback Energy,Energy,9,199.352493,,,,,1,195.539993,
10,PODD,Insulet Corporation,Health Care,10,165.059998,,4,167.369995,-0.01380174,4,164.059998,0.02017553
11,CASY,Casey's,Consumer Staples,11,864.349976,,,,,,,
12,ODFL,Old Dominion,Industrials,12,234.139999,,,,,,,
13,JBHT,J.B. Hunt,Industrials,13,292.880005,,7,290.609985,0.00781123,7,291.410004,-0.00274534
14,INTU,Intuit,Information Technology,14,290.51001,,,,,,,
15,CMCSA,Comcast,Communication Services,15,23.805,,9,23.780001,0.00105126,,,
16,FOX,Fox Corporation (Class B),Communication Services,16,51.580002,,10,51.549999,0.00058202,,,
17,FOXA,Fox Corporation (Class A),Communication Services,17,57.445,,11,57.48,-0.00060891,11,57.619999,-0.00242969
18,CTAS,Cintas,Industrials,18,200.509995,,16,201.800003,-0.00639251,,,
19,APA,APA Corporation,Energy,19,35.575001,,17,34.84,0.02109647,19,35.220001,-0.01078935
20,REG,Regency Centers,Real Estate,20,81.915001,,18,82.139999,-0.00273920,20,82.68,-0.00653122
21,VTRS,Viatris,Health Care,21,17.375,,,,,21,17.290001,
22,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",,22,177.449997,,,,,,,
23,PTEN,PATTERSON UTI ENERGY INC,Energy,23,10.475,,,,,,,
24,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,24,104.714996,,28,101.0,0.03678214,,,
25,CALM,CAL MAINE FOODS INC,Consumer Staples,25,87.760002,,25,88.419998,-0.00746433,30,88.550003,-0.00146815
26,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,26,71.845001,,,,,,,
27,ORKA,ORUKA THERAPEUTICS INC,Health Care,27,94.529999,,24,91.709999,0.03074910,,,
28,CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,28,87.150002,,26,86.110001,0.01207759,33,85.769997,0.00396414
29,LNTH,LANTHEUS HOLDINGS INC,Health Care,29,107.07,,,,,,,
30,LCID,LUCID GROUP INC,Consumer Discretionary,30,7.175,,,,,,,
31,WEN,WENDYS,Consumer Discretionary,31,7.785,,,,,,,
32,GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,32,7.245,,,,,32,7.29,
33,DVN,Devon Energy,Energy,33,44.105,,,,,,,
34,COP,ConocoPhillips,Energy,34,117.0,,30,115.665001,0.01154194,39,114.709999,0.00832536
35,LYB,LyondellBasell,Materials,35,61.279999,,,,,,,
36,AIG,American International Group,Financials,36,79.529999,,40,79.82,-0.00363319,,,
37,SJM,J.M. Smucker Company (The),Consumer Staples,37,115.110001,,,,,,,
38,TGT,Target Corporation,Consumer Staples,38,138.990005,,,,,,,
39,MO,Altria,Consumer Staples,39,73.300003,,50,74.654999,-0.01815010,42,74.209999,0.00599650
40,ACN,Accenture,Information Technology,40,140.960007,,,,,,,
41,KIM,Kimco Realty,Real Estate,41,25.975,,42,26.035,-0.00230459,,,
42,PM,Philip Morris International,Consumer Staples,42,189.699997,,49,192.725006,-0.01569599,,,
43,IVZ,Invesco,Financials,43,29.924999,,37,29.665001,0.00876447,,,
44,HIG,Hartford (The),Financials,44,140.669998,,44,140.5,0.00120995,,,
45,EIX,Edison International,Utilities,45,77.974998,,,,,,,
46,SPG,Simon Property Group,Real Estate,46,226.440002,,45,228.214996,-0.00777773,,,
47,PLD,Prologis,Real Estate,47,149.460007,,46,147.464996,0.01352871,,,
48,WRB,W. R. Berkley Corporation,Financials,48,72.769997,,,,,,,
49,BALL,Ball Corporation,Materials,49,62.84,,,,,,,
50,ABT,Abbott Laboratories,Health Care,50,99.660004,,,,,,,
