ticker,file,decision,sources,mode,provider,generated_at
BAX,bax.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-07-30 16:11:12
PYPL,pypl.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking,enhanced-fallback,,2026-07-30 16:11:12
IQV,iqv.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-07-30 16:11:12
ICE,ice.html,WAIT / 暂不追,spx-yahoo-rankings,enhanced-fallback,,2026-07-30 16:11:12
WTW,wtw.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq500-rankings,enhanced-fallback,,2026-07-30 16:11:12
CTSH,ctsh.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-07-30 16:11:12
WDAY,wday.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;aster-trend-relay-ranking;nasdaq200-early-signal-ranking;nasdaq500-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-07-30 16:11:12
HPQ,hpq.html,HOLD-WATCH / 继续观察,spx-yahoo-rankings;spx-early-signal-ranking,enhanced-fallback,,2026-07-30 16:11:12
CBOE,cboe.html,WATCH-BUY / 强观察,spx-yahoo-rankings;prism-spx-4h-signal-ranking,enhanced-fallback,,2026-07-30 16:11:12
NDAQ,ndaq.html,BUY-WATCH / 偏买入观察,spx-yahoo-rankings;nasdaq500-rankings;aster-trend-relay-ranking;nasdaq500-early-signal-ranking;prism-nasdaq500-4h-signal-ranking;prism-spx-4h-signal-ranking;spx-early-signal-ranking,enhanced-fallback,,2026-07-30 16:11:12
MSFT,msft.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking;early-nasdaq200-4h-signal-ranking;prism-nasdaq200-4h-signal-ranking,enhanced-fallback,,2026-07-30 16:11:12
REGN,regn.html,WAIT / 暂不追,spx-yahoo-rankings;nasdaq200-rankings;nasdaq500-rankings;nasdaq200-early-signal-ranking,enhanced-fallback,,2026-07-30 16:11:12
