current_rank,ticker,name,sector,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
1,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,1,139.449997,,,,,,,,,,,,,,,,
2,QCOM,Qualcomm,Information Technology,2,181.190002,,1,181.970001,-0.00428642,2,176.880005,0.02877655,1,176.399994,0.00272115,,,,,,
3,VRNS,VARONIS SYSTEMS,Information Technology,3,46.740002,,9,45.119999,0.03590432,6,45.5,-0.00835167,17,46.09,-0.01280104,1,45.459999,0.01385836,1,46.09,-0.01366893
4,CRVL,CORVEL,Health Care,4,71.779999,,,,,,,,,,,,,,,,
5,FFIV,"F5, Inc.",Information Technology,5,412.709991,,27,411.709991,0.00242889,,,,,,,,,,,,
6,VRSN,Verisign,Information Technology,6,297.829987,,,,,,,,,,,,,,,,
7,EBAY,eBay Inc.,Consumer Discretionary,7,109.290001,,28,107.75,0.01429235,,,,,,,,,,,,
8,AVT,"Avnet, Inc. - Common Stock",,8,93.684998,,,,,,,,,,,,,,,,
9,CHMG,CHEMUNG FINANCIAL CORP,Financials,9,85.160004,,16,85.099998,0.00070512,16,84.809998,0.00341941,7,83.900002,0.01084620,47,84.43,-0.00627737,,,
10,TMUS,T-Mobile US,Communication Services,10,183.705002,,,,,,,,,,,,,,,,
11,CDW,CDW Corporation,Information Technology,11,151.335007,,2,153.789993,-0.01596324,,,,,,,,,,19,152.380005,
12,TDS,TELEPHONE AND DATA SYSTEMS,Communication,12,37.825001,,12,37.455002,0.00987849,9,37.402,0.00141709,15,37.869999,-0.01235804,,,,,,
13,FOXA,Fox Corporation (Class A),Communication Services,13,68.309998,,,,,,,,,,,,,,,,
14,PHVS,Pharvaris N.V. - Ordinary Shares,,14,39.860001,,,,,,,,,,,,,,,,
15,IBEX,IBEX LTD,Industrials,15,41.02,,,,,,,,,,,,,,33,39.169998,
16,FUNC,FIRST UNITED CORP,Financials,16,44.380001,,,,,,,,,,,,,,,,
17,OVBC,OHIO VALLEY BANC CORP,Financials,17,47.099998,,,,,,,,,,,,,,,,
18,CSR,CENTERSPACE,Real Estate,18,58.119999,,,,,,,,,,,,,,,,
19,SFST,SOUTHERN FIRST BANCSHARES INC,Financials,19,63.139999,,,,,,,,,,,,,,,,
20,APA,APA Corporation,Energy,20,45.459999,,,,,,,,,,,,,,,,
21,PI,IMPINJ,Information Technology,21,176.184998,,3,176.820007,-0.00359127,,,,,,,,,,,,
22,VLO,Valero Energy,Energy,22,381.686005,,,,,,,,,,,,,,,,
23,CXW,CORECIVIC REIT,Industrials,23,34.599998,,,,,,,,,,,,,,,,
24,FOX,Fox Corporation (Class B),Communication Services,24,60.759998,,,,,,,,,,,,,,,,
25,BCAL,CALIFORNIA BANCORP,Financials,25,22.02,,15,21.809999,0.00962866,7,21.82,-0.00045834,,,,20,21.73,,44,21.9,-0.00776256
26,AMD,Advanced Micro Devices,Information Technology,26,496.890015,,31,516.130005,-0.03727741,22,503.600006,0.02488086,29,521.094971,-0.03357347,,,,,,
27,BWIN,BALDWIN INSURANCE GROUP CLASS A,Financials,27,31.879999,,,,,,,,,,,,,,,,
28,FTNT,Fortinet,Information Technology,28,170.600006,,,,,,,,,,,,,,,,
29,NWBI,NORTHWEST BANCSHARES INC,Financials,29,15.615,,,,,,,,,,,40,15.5,,,,
30,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,30,225.619995,,,,,35,224.490005,,39,224.735001,-0.00109016,,,,,,
31,GSBC,GREAT SOUTHERN BANCORP INC,Financials,31,80.260002,,,,,,,,,,,,,,,,
32,RRBI,RED RIVER BANCSHARES INC,Financials,32,103.690002,,30,103.480003,0.00202937,12,103.175003,0.00295614,,,,26,102.860001,,23,103.360001,-0.00483746
33,OPBK,OP BANCORP,Financials,33,15.46,,,,,,,,,,,,,,,,
34,FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,34,21.41,,7,21.309999,0.00469268,,,,,,,,,,,,
35,CXT,CRANE NXT,Information Technology,35,50.740002,,37,52.049,-0.02514934,,,,,,,,,,,,
36,DVN,Devon Energy,Energy,36,50.145,,36,50.240002,-0.00189096,46,50.014999,0.00449871,,,,,,,,,
37,FXNC,FIRST NATIONAL CORP,Financials,37,31.42,,,,,,,,,,,,,,,,
38,FA,FIRST ADVANTAGE,Industrials,38,22.049999,,,,,,,,,,,,,,,,
39,GNE,GENIE ENERGY LTD CLASS B,Utilities,39,15.89,,25,15.75,0.00888889,37,15.735,0.00095329,,,,,,,,,
40,BANR,BANNER CORP,Financials,40,71.889999,,,,,,,,,,,,,,,,
41,SRCE,1ST SOURCE,Financials,41,87.220001,,,,,,,,,,,,,,,,
