current_rank,ticker,name,sector,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,MOS,Mosaic Company (The),Materials,1,23.615,,,,,,,,,,,30,22.77,,,,,,,,,,,,,,,,,,,
2,SWKS,Skyworks Solutions,Information Technology,2,66.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,EQIX,Equinix,Real Estate,3,1051.380005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,OLED,Universal Display Corporation - Common Stock,,4,86.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DYN,DYNE THERAPEUTICS,Health Care,5,26.190001,,,,,,,,,,,,,,,,,,,,,,,35,24.440001,,,,,,,
6,BRCB,BLACK ROCK COFFEE BAR CLASS A,Consumer Discretionary,6,8.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,FEIM,FREQUENCY ELECTRONICS INC,Information Technology,7,70.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,TNC,TENNANT,Industrials,8,88.067497,,,,,,,,,,,,,,,,,,,,,,,44,87.915001,,,,,,,
9,DXPE,DXP ENTERPRISES,Industrials,9,171.242493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,10,15.685,,,,,,,,,,,,,,,,,,,,47,15.89,,,,,,,,,,
11,CGON,CG ONCOLOGY,Health Care,11,71.925003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,IIIV,I3 VERTICALS CLASS A,Information Technology,12,22.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,SRBK,SR BANCORP INC,Financials,13,19.754999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,HOV,HOVNANIAN ENTERPRISES CLASS A,Consumer Discretionary,14,139.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,15,71.68,,,,,,,,,,,,,,,,,,,,,,,,,,28,69.294998,,,,
16,MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,16,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FBLA,FB BANCORP INC,Financials,17,15.8617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PAL,PROFICIENT AUTO LOGISTICS INC,Industrials,18,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MTX,MINERALS TECHNOLOGIES,Materials,19,77.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DIS,Walt Disney Company (The),Communication Services,20,101.510101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PNRG,PRIMEENERGY RESOURCES CORP,Energy,21,187.514999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,193.395004,
22,BKR,Baker Hughes,Energy,22,61.66,,,,,,,,,,,34,59.900002,,7,58.720001,0.02009538,,,,,,,,,,,,,,,
23,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,23,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,USLM,UNITED STATES LIME AND MINERALS IN,Materials,24,117.449997,,,,,,,,,,,25,112.93,,,,,,,,,,,,,,,,,,,
25,ORLY,O’Reilly Automotive,Consumer Discretionary,25,92.900002,,,,,,,,,,,,,,,,,23,91.169998,,,,,,,,,,,,,
26,WFRD,Weatherford International plc - Ordinary shares,,26,87.845001,,26,89.419998,-0.01761348,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,LULU,Lululemon Athletica,Consumer Discretionary,27,123.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,28,61.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,SLB,Schlumberger,Energy,29,50.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,HUBB,Hubbell Incorporated,Industrials,30,513.700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Z,"Zillow Group, Inc. - Class C Capital Stock",,31,35.98,,,,,,,,7,34.060001,,,,,25,34.0,,,,,,,,,,,,,,,,
32,AVT,"Avnet, Inc. - Common Stock",,32,94.279999,,,,,,,,19,88.839996,,,,,,,,,,,,,,,,,,,,,,
33,IDYA,IDEAYA BIOSCIENCES,Health Care,33,36.310001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TITN,TITAN MACHINERY INC,Industrials,34,19.815001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,WAFD,WAFD INC,Financials,35,37.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,MHO,M I HOMES INC,Consumer Discretionary,36,152.119995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,GILD,Gilead Sciences,Health Care,37,131.509995,,1,135.25,-0.02765253,,,,,,,,,,,,,2,134.320007,,,,,,,,,,,,,
38,AKAM,Akamai Technologies,Information Technology,38,124.029999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ATRO,ASTRONICS,Industrials,39,76.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LCII,LCI INDUSTRIES,Consumer Discretionary,40,107.849998,,6,107.209999,0.00596958,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,BVFL,BV FINANCIAL INC,Financials,41,21.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,AOS,A. O. Smith,Industrials,42,63.330002,,,,,,,,,,,,,,,,,,,,25,62.470001,,,,,,,,,,
43,ZG,"Zillow Group, Inc. - Class A Common Stock",,43,36.709999,,,,,,,,18,34.689999,,,,,43,34.32,,,,,,,,,,,,,,,,
44,SDGR,SCHRODINGER INC,Health Care,44,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LOW,Lowe's,Consumer Discretionary,45,219.068893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,RYTM,RHYTHM PHARMACEUTICALS,Health Care,46,109.769997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,TEL,TE Connectivity,Information Technology,47,217.604996,,,,,,,,,,,,,,,,,,,,35,207.559998,,,,,,,,,,
48,CHTR,Charter Communications,Communication Services,48,151.044998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,WST,West Pharmaceutical Services,Health Care,49,349.450012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,LBRDK,Liberty Broadband Corporation - Class C Common Stock,,50,35.529999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
