current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,UHS,Universal Health Services,Health Care,1,155.839996,,,,,,,,,,,,,,,,
2,KMPR,KEMPER CORP,Financials,2,28.790001,,,,,,,,,,,,,,,,
3,OPBK,OP BANCORP,Financials,3,15.66,,,,,,,,,,,,,,,,
4,VREX,VAREX IMAGING CORP,Health Care,4,10.92,,,,,,,,,,,,,,,,
5,NWFL,NORWOOD FINANCIAL CORP,Financials,5,32.630001,,,,,,,,,,,,,,,,
6,AVBC,AVIDIA BANCORP INC,Financials,6,21.52,,,,,,,,,,,,,,,,
7,PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,7,325.299988,,,,,,,,,,,,,,,,
8,EGBN,EAGLE BANCORP INC,Financials,8,28.440001,,,,,,,,,,,,,,,,
9,TGTX,TG THERAPEUTICS INC,Health Care,9,56.040001,,,,,,,,,,,,,,,,
10,NE,NOBLE CORPORATION PLC,Energy,10,43.27,,44,43.110001,0.00371141,,,,,,,,,,,,
11,AMCR,Amcor,Materials,11,44.542,,,,,,,,,,,,,,,,
12,FRBA,FIRST BANK,Financials,12,17.98,,,,,,,,,,,,,,,,
13,LOGI,Logitech International S.A. - Registered Shares,,13,105.779999,,,,,,,,,,,,,,,,
14,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,14,43.584999,,,,,,,,,,,,,,,,
15,DXC,DXC TECHNOLOGY,Information Technology,15,10.05,,,,,,,,,,,,,,,,
16,MAS,Masco,Industrials,16,79.269997,,,,,,,,,,,,,,,,
17,CTSH,Cognizant,Information Technology,17,45.450001,,,,,,,,,,,,,,,,
18,ATLO,AMES NATIONAL CORP,Financials,18,30.049999,,,,,,,,,,,,,,,,
19,ROP,Roper Technologies,Information Technology,19,367.339996,,,,,,,,,,,21,362.839996,,,,
20,SYY,Sysco,Consumer Staples,20,83.110001,,,,,,,,,,,,,,,,
21,WSBF,WATERSTONE FINANCIAL INC,Financials,21,20.059999,,,,,,,,,,,,,,,,
22,SWK,Stanley Black & Decker,Industrials,22,91.230003,,,,,11,89.269997,,,,,,,,,,
23,SYK,Stryker Corporation,Health Care,23,330.290009,,,,,,,,,,,,,,,,
24,MMS,MAXIMUS INC,Industrials,24,59.650002,,,,,,,,,,,,,,,,
25,LYB,LyondellBasell,Materials,25,60.334999,,19,61.709999,-0.02228164,,,,,,,,,,,,
26,SKYW,SKYWEST INC,Industrials,26,103.650002,,,,,,,,,,,,,,,,
27,CME,CME Group,Financials,27,255.309998,,43,254.320007,0.00389270,4,249.240005,0.02038197,,,,,,,,,
28,ACN,Accenture,Information Technology,28,146.955002,,,,,,,,,,,,,,,,
29,FNLC,FIRST BANCORP INC,Financials,29,34.98,,,,,,,,,,,,,,,,
30,EXR,Extra Space Storage,Real Estate,30,147.669998,,,,,,,,,,,,,,,,
31,BKR,Baker Hughes,Energy,31,57.25,,,,,,,,,,,,,,,,
32,ARX,ACCELERANT HOLDINGS CLASS A,Financials,32,14.238,,,,,,,,,,,,,,,,
33,UFPI,UFP INDUSTRIES INC,Industrials,33,87.940002,,,,,,,,,,,,,,,,
34,NRG,NRG Energy,Utilities,34,141.039993,,7,143.089996,-0.01432667,,,,,,,,,,,,
35,JCI,Johnson Controls,Industrials,35,143.449997,,,,,,,,,,,,,,,,
36,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,36,15.78,,21,16.5,-0.04363636,,,,44,15.46,,,,,,,
37,SMC,SUMMIT MIDSTREAM CORP,Energy,37,30.59,,,,,,,,,,,,,,,,
38,GIC,GLOBAL INDUSTRIAL,Industrials,38,35.125,,,,,,,,,,,,,,,,
39,BKD,BROOKDALE SENIOR LIVING INC,Health Care,39,15.145,,,,,,,,,,,,,,25,15.01,
40,IBCP,INDEPENDENT BANK CORP,Financials,40,37.66,,,,,,,,,,,,,,,,
41,MSBI,MIDLAND STATES BANCORP INC,Financials,41,32.25,,,,,,,,,,,,,,,,
42,HTH,HILLTOP HOLDINGS INC,Financials,42,39.139999,,,,,,,,,,,,,,,,
43,BFC,BANK FIRST CORP,Financials,43,150.779999,,,,,,,,,,,,,,,,
44,FRD,FRIEDMAN INDUSTRIES INC,Materials,44,35.599998,,,,,,,,,,,,,,,,
45,FNRN,FIRST NORTHERN COMMUNITY BANCORP,Financials,45,18.299999,,,,,,,,,,,,,,,,
46,BHB,BAR HARBOR BANKSHARES,Financials,46,39.130001,,,,,,,,,,,,,,,,
47,ITW,Illinois Tool Works,Industrials,47,283.01001,,,,,,,,,,,,,,,,
48,KVUE,Kenvue,Consumer Staples,48,19.254999,,,,,,,,,,,,,,,,
49,TVTX,TRAVERE THERAPEUTICS INC,Health Care,49,57.360001,,,,,,,,,,,,,,,,
50,BX,Blackstone Inc.,Financials,50,129.970001,,,,,,,,,,,,,,,,
