current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,UHS,Universal Health Services,Health Care,1,155.839996,,,,,,,,,,,,,,,,
2,KMPR,KEMPER CORP,Financials,2,28.790001,,,,,,,,,,,,,,,,
3,EGBN,EAGLE BANCORP INC,Financials,3,28.440001,,,,,,,,,,,,,,,,
4,OPBK,OP BANCORP,Financials,4,15.66,,,,,,,,,,,,,,,,
5,AVBC,AVIDIA BANCORP INC,Financials,5,21.52,,,,,,,,,,,,,,,,
6,NWFL,NORWOOD FINANCIAL CORP,Financials,6,32.630001,,,,,,,,,,,,,,,,
7,NE,NOBLE CORPORATION PLC,Energy,7,43.27,,30,43.110001,0.00371141,,,,,,,,,,,,
8,VREX,VAREX IMAGING CORP,Health Care,8,10.92,,,,,,,,,,,,,,,,
9,LOGI,Logitech International S.A. - Registered Shares,,9,105.779999,,,,,,,,,,,,,,,,
10,LYB,LyondellBasell,Materials,10,60.334999,,5,61.709999,-0.02228164,,,,,,,,,,,,
11,NKTR,NEKTAR THERAPEUTICS,Health Care,11,70.724998,,21,69.360001,0.01967989,,,,,,,,,,,,
12,UFPI,UFP INDUSTRIES INC,Industrials,12,87.940002,,,,,,,,,,,,,,,,
13,PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,13,325.299988,,,,,,,,,,,,,,,,
14,NRG,NRG Energy,Utilities,14,141.039993,,38,143.089996,-0.01432667,,,,,,,,,,,,
15,CME,CME Group,Financials,15,255.309998,,,,,15,249.240005,,,,,,,,,,
16,JCI,Johnson Controls,Industrials,16,143.449997,,,,,,,,,,,,,,,,
17,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,17,15.78,,12,16.5,-0.04363636,,,,,,,,,,,,
18,AMCR,Amcor,Materials,18,44.542,,,,,,,,,,,,,,,,
19,ATLO,AMES NATIONAL CORP,Financials,19,30.049999,,,,,,,,,,,,,,,,
20,MAS,Masco,Industrials,20,79.269997,,,,,,,,,,,,,,,,
21,ATO,Atmos Energy,Utilities,21,179.25,,,,,,,,,,,,,,,,
22,EXE,Expand Energy,Energy,22,91.519997,,14,91.730003,-0.00228939,,,,,,,,,,,,
23,FRBA,FIRST BANK,Financials,23,17.98,,,,,,,,,,,,,,,,
24,CDRE,CADRE HOLDINGS INC,Industrials,24,30.92,,,,,23,29.93,,46,29.17,0.02605417,,,,,,
25,IBCP,INDEPENDENT BANK CORP,Financials,25,37.66,,,,,,,,,,,,,,,,
26,MSBI,MIDLAND STATES BANCORP INC,Financials,26,32.25,,,,,,,,,,,,,,,,
27,TGTX,TG THERAPEUTICS INC,Health Care,27,56.040001,,,,,,,,,,,,,,,,
28,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,28,45.130001,,,,,,,,25,44.860001,,,,,,,
29,BHB,BAR HARBOR BANKSHARES,Financials,29,39.130001,,,,,,,,,,,,,,,,
30,QCRH,QCR HOLDINGS INC,Financials,30,100.150002,,,,,,,,,,,,,,,,
31,SWK,Stanley Black & Decker,Industrials,31,91.230003,,,,,24,89.269997,,,,,,,,,,
32,MMS,MAXIMUS INC,Industrials,32,59.650002,,,,,,,,,,,,,,,,
33,SDRL,SEADRILL LTD,Energy,33,44.93,,,,,,,,20,43.959999,,28,42.456001,0.03542486,,,
34,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,34,43.584999,,,,,,,,,,,,,,,,
35,BKR,Baker Hughes,Energy,35,57.25,,,,,,,,,,,,,,,,
36,SMC,SUMMIT MIDSTREAM CORP,Energy,36,30.59,,,,,,,,,,,,,,,,
37,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,37,19.139999,,,,,22,19.030001,,4,19.219999,-0.00988543,,,,,,
38,PCAR,Paccar,Industrials,38,132.240005,,28,130.75,0.01139583,,,,,,,,,,,,
39,GIC,GLOBAL INDUSTRIAL,Industrials,39,35.125,,,,,,,,,,,,,,,,
40,DVN,Devon Energy,Energy,40,45.041302,,45,45.299999,-0.00571075,6,44.860001,0.00980825,24,44.099998,0.01723363,,,,,,
41,CTSH,Cognizant,Information Technology,41,45.450001,,,,,,,,,,,,,,,,
42,BX,Blackstone Inc.,Financials,42,129.970001,,,,,,,,,,,,,,,,
43,SYY,Sysco,Consumer Staples,43,83.110001,,,,,,,,,,,,,,,,
44,DYN,DYNE THERAPEUTICS INC,Health Care,44,24.440001,,,,,,,,,,,,,,,,
45,NEE,NextEra Energy,Utilities,45,89.790001,,4,89.790001,0.00000000,,,,,,,,,,,,
46,ROP,Roper Technologies,Information Technology,46,367.339996,,,,,,,,,,,27,362.839996,,,,
47,WSBF,WATERSTONE FINANCIAL INC,Financials,47,20.059999,,,,,,,,,,,,,,,,
48,TCBX,THIRD COAST BANCSHARES INC,Financials,48,42.720001,,1,42.375,0.00814162,,,,,,,,,,,,
49,CALM,CAL MAINE FOODS INC,Consumer Staples,49,90.32,,,,,,,,,,,,,,,,
50,HMH,HMH HOLDING INC CLASS A,Energy,50,21.52,,,,,26,21.049999,,,,,,,,,,
