rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,QCOM,Qualcomm,Information Technology,93.1,优先Call候选,181.544998,70.31,0.77,0.02904999,0.07258067,0.11271490,67.1,77.62,100.0,62.8,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -34.7%；低点后抬升 22.8%；10日反转 10.0%；处于60日中上修复区；近期量能抬升 1.2x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 65.7；extension 1.8ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
2,ANDE,ANDERSONS INC,Consumer Staples,89.17,优先Call候选,71.860001,64.33,0.05,0.00757152,0.05166104,0.09844089,75.1,74.82,100.0,80.59,30.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -21.2%；低点后抬升 12.8%；10日反转 10.2%；处于60日中上修复区；近期量能抬升 1.5x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 59.1；extension 1.3ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
3,TDS,TELEPHONE AND DATA SYSTEMS,Communication,88.53,优先Call候选,37.75,69.22,0.25,-0.00369488,-0.00132272,0.13602167,67.1,76.79,81.1,62.59,30.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -16.7%；低点后抬升 13.9%；10日反转 13.3%；处于60日中上修复区；近期量能抬升 1.1x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 64.3；extension 1.8ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
4,MLYS,MINERALYS THERAPEUTICS,Health Care,88.42,优先Call候选,29.559999,58.85,0.1,-0.03081970,0.02585452,0.08080435,65.2,62.31,83.8,80.59,30.0,100.0,mixed_sideways,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -28.7%；低点后抬升 31.9%；10日反转 14.1%；处于60日中上修复区；近期量能抬升 1.6x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 60.7；extension 1.4ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；MACD 保持多头
5,INTC,Intel,Information Technology,87.45,优先Call候选,103.779999,63.88,0.72,-0.02306320,0.13414570,0.01828956,65.2,74.03,62.8,80.8,30.0,100.0,mixed_sideways,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -41.9%；低点后抬升 26.0%；10日反转 12.0%；处于60日中上修复区；趋势确认：日线价格站回EMA26；MACD水上/柱体改善；RSI可交易区 57.8；extension 1.4ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；MACD 保持多头
6,BCAL,CALIFORNIA BANCORP,Financials,87.34,优先Call候选,21.58,51.22,0.15,0.00428141,-0.00963749,-0.00507605,65.2,45.03,62.2,67.39,30.0,100.0,mixed_sideways,bullish_above_signal,缠论K线：杯柄/上升三角突破: 近1日放量突破整理高点；箱体宽 7.5%；量能 2.3x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 53.6；extension 0.4ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；MACD 保持多头
7,ORCL,Oracle Corporation,Information Technology,87.08,优先Call候选,154.235001,52.72,3.16,-0.04610675,-0.00119801,0.01038328,50.8,75.69,46.5,80.44,66.0,100.0,mixed_sideways,fresh_bearish_cross,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -51.3%；低点后抬升 35.1%；10日反转 2.2%；处于60日中上修复区；近期量能抬升 1.3x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 55.3；extension 0.8ATR；4H确认：EMA9 最近上穿 EMA26（10 根前）；4H突破/第三买点确认
8,CHMG,CHEMUNG FINANCIAL CORP,Financials,86.99,优先Call候选,84.940002,59.68,0.78,0.01517873,0.00111970,0.01956553,75.1,61.01,77.6,80.59,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：杯柄/上升三角突破: 近0日放量突破整理高点；箱体宽 12.1%；量能 0.3x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 61.9；extension 1.3ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
9,DVN,Devon Energy,Energy,86.8,优先Call候选,49.669998,64.98,0.53,0.01408734,0.01408734,0.10439133,82.9,62.01,88.8,80.44,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,缠论K线：杯柄/上升三角突破: 近0日放量突破整理高点；箱体宽 16.1%；量能 0.2x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 64.1；extension 1.9ATR；4H确认：EMA26 贴近 EMA50 且斜率向上；4H突破/第三买点确认；EMA 多头延续；MACD 新金叉
10,GNE,GENIE ENERGY LTD CLASS B,Utilities,86.8,优先Call候选,15.77,68.92,0.0,0.00190597,0.02469136,0.09210526,67.1,61.83,100.0,62.59,30.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：杯柄/上升三角突破: 近0日放量突破整理高点；箱体宽 12.4%；量能 0.0x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 69.6；extension 1.6ATR；4H确认：EMA26 贴近 EMA50 且斜率向上；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
